time_s,p_fault,fault_bin
0.4995,0.998168,1
0.5091,0.999997,1
0.5187,1.000000,1
0.5288,1.000000,1
0.5387,1.000000,1
0.5488,1.000000,1
0.5588,1.000000,1
0.5687,1.000000,1
0.5787,1.000000,1
0.5888,1.000000,1
0.5988,1.000000,1
0.6087,1.000000,1
0.6187,1.000000,1
0.6287,1.000000,1
0.6387,1.000000,1
0.6488,1.000000,1
0.6588,1.000000,1
0.6688,1.000000,1
0.6788,1.000000,1
0.6887,1.000000,1
0.6988,1.000000,1
0.7088,1.000000,1
0.7187,1.000000,1
0.7288,1.000000,1
0.7388,1.000000,1
0.7488,1.000000,1
0.7588,1.000000,1
0.7688,1.000000,1
0.7788,1.000000,1
0.7888,1.000000,1
0.7988,1.000000,1
0.8088,1.000000,1
0.8188,1.000000,1
0.8288,1.000000,1
0.8388,1.000000,1
0.8487,1.000000,1
0.8588,1.000000,1
0.8689,1.000000,1
0.8788,1.000000,1
0.8888,1.000000,1
0.8988,1.000000,1
0.9088,1.000000,1
0.9188,1.000000,1
0.9287,1.000000,1
0.9388,1.000000,1
0.9488,1.000000,1
0.9589,1.000000,1
0.9688,1.000000,1
0.9788,1.000000,1
0.9889,1.000000,1
0.9989,1.000000,1
1.0172,1.000000,1
1.0188,1.000000,1
1.0288,0.999999,1
1.0389,0.999999,1
1.0488,0.999997,1
1.0588,0.999994,1
1.0688,0.999990,1
1.0788,0.999983,1
1.0888,0.999972,1
1.0988,0.999952,1
1.1161,0.999917,1
1.1188,0.999866,1
1.1288,0.999791,1
1.1388,0.999682,1
1.1488,0.999528,1
1.1588,0.999311,1
1.1689,0.998958,1
1.1789,0.998466,1
1.1889,0.997917,1
1.1989,0.997216,1
1.2161,0.996179,1
1.2188,0.994726,1
1.2289,0.993109,1
1.2389,0.991976,1
1.2488,0.989960,1
1.2588,0.986919,1
1.2689,0.983419,1
1.2789,0.980916,1
1.2888,0.979182,1
1.2989,0.976225,1
1.3162,0.971856,1
1.3189,0.968371,1
1.3289,0.966967,1
1.3389,0.965131,1
1.3489,0.962314,1
1.3589,0.959499,1
1.3689,0.958079,1
1.3789,0.959319,1
1.3888,0.960102,1
1.3989,0.960526,1
1.4165,0.959500,1
1.4188,0.958378,1
1.4288,0.955857,1
1.4389,0.953463,1
1.4488,0.952247,1
1.4589,0.951873,1
1.4689,0.950906,1
1.4789,0.949750,1
1.4889,0.946384,1
1.4989,0.942228,1
1.5163,0.936234,1
1.5189,0.926743,1
1.5288,0.916796,1
1.5391,0.905220,1
1.5490,0.892803,1
1.5589,0.879029,1
1.5689,0.862583,1
1.5789,0.848197,1
1.5890,0.839124,1
1.5989,0.826087,1
1.6184,0.805862,1
1.6190,0.783761,1
1.6288,0.767922,1
1.6389,0.755384,1
1.6488,0.733885,1
1.6588,0.709740,1
1.6690,0.694057,1
1.6788,0.691033,1
1.6889,0.674474,1
1.6988,0.649863,1
1.7158,0.627048,1
1.7188,0.610977,1
1.7288,0.593553,1
1.7388,0.571589,1
1.7488,0.549752,1
1.7590,0.532712,1
1.7689,0.517834,1
1.7789,0.497529,0
1.7890,0.480169,0
1.7989,0.465886,0
1.8186,0.450389,0
1.8195,0.434911,0
1.8290,0.419607,0
1.8389,0.405339,0
1.8490,0.388433,0
1.8589,0.371925,0
1.8689,0.358246,0
1.8789,0.344719,0
1.8890,0.330628,0
1.8989,0.320366,0
1.9185,0.307468,0
1.9194,0.295076,0
1.9289,0.281755,0
1.9389,0.271414,0
1.9489,0.261598,0
1.9589,0.250028,0
1.9689,0.241458,0
1.9789,0.235850,0
1.9890,0.229469,0
1.9990,0.221072,0
2.0161,0.210222,0
2.0189,0.199879,0
2.0289,0.191196,0
2.0390,0.181961,0
2.0489,0.174362,0
2.0589,0.165601,0
2.0690,0.154230,0
2.0789,0.151833,0
2.0889,0.163511,0
2.0989,0.164577,0
2.1159,0.152976,0
2.1188,0.151850,0
2.1288,0.175370,0
2.1389,0.184273,0
2.1489,0.173133,0
2.1589,0.176732,0
2.1690,0.199796,0
2.1789,0.212394,0
2.1891,0.220039,0
2.1990,0.222936,0
2.2183,0.218816,0
2.2188,0.223160,0
2.2289,0.246118,0
2.2390,0.250442,0
2.2491,0.245670,0
2.2590,0.254283,0
2.2690,0.286750,0
2.2790,0.303497,0
2.2890,0.313008,0
2.2991,0.333671,0
2.3189,0.355755,0
2.3199,0.386364,0
2.3290,0.427385,0
2.3390,0.446635,0
2.3490,0.457415,0
2.3590,0.499413,0
2.3690,0.548964,1
2.3789,0.567451,1
2.3889,0.587517,1
2.3989,0.619164,1
2.4166,0.645379,1
2.4189,0.674297,1
2.4289,0.689320,1
2.4389,0.693362,1
2.4490,0.708880,1
2.4589,0.724615,1
2.4689,0.723243,1
2.4790,0.724637,1
2.4889,0.741067,1
2.4990,0.753523,1
2.5161,0.758705,1
2.5189,0.766687,1
2.5289,0.780731,1
2.5389,0.793129,1
2.5489,0.804302,1
2.5589,0.817378,1
2.5689,0.834560,1
2.5789,0.850043,1
2.5889,0.857373,1
2.5989,0.861490,1
2.6165,0.869177,1
2.6190,0.871868,1
2.6290,0.864648,1
2.6390,0.860694,1
2.6490,0.864767,1
2.6590,0.856979,1
2.6690,0.851106,1
2.6790,0.854151,1
2.6891,0.853874,1
2.6991,0.848077,1
2.7184,0.848937,1
2.7190,0.850420,1
2.7290,0.844786,1
2.7390,0.842274,1
2.7489,0.840139,1
2.7589,0.837706,1
2.7689,0.834609,1
2.7789,0.831647,1
2.7891,0.831147,1
2.7990,0.822361,1
2.8188,0.815112,1
2.8197,0.817776,1
2.8290,0.807808,1
2.8390,0.798993,1
2.8491,0.794299,1
2.8591,0.780960,1
2.8691,0.770167,1
2.8791,0.765093,1
2.8891,0.750925,1
2.8990,0.739174,1
2.9183,0.732145,1
2.9189,0.720503,1
2.9290,0.710831,1
2.9390,0.700483,1
2.9490,0.691537,1
2.9590,0.682920,1
2.9689,0.677730,1
2.9790,0.673462,1
2.9889,0.659315,1
2.9990,0.652211,1
3.0164,0.640571,1
3.0191,0.625796,1
3.0291,0.613294,1
3.0391,0.607498,1
3.0490,0.606546,1
3.0590,0.594227,1
3.0692,0.593230,1
3.0791,0.581151,1
3.0891,0.569238,1
3.0991,0.564831,1
3.1189,0.563206,1
3.1198,0.560769,1
3.1291,0.567757,1
3.1392,0.578178,1
3.1491,0.580873,1
3.1591,0.614713,1
3.1691,0.639532,1
3.1791,0.658612,1
3.1891,0.684105,1
3.1991,0.707897,1
3.2184,0.722939,1
3.2190,0.741937,1
3.2290,0.767942,1
3.2390,0.778894,1
3.2491,0.797986,1
3.2591,0.800332,1
3.2692,0.801311,1
3.2792,0.809410,1
3.2892,0.814204,1
3.2992,0.821653,1
3.3189,0.833746,1
3.3198,0.839191,1
3.3292,0.845387,1
3.3392,0.853347,1
3.3492,0.854518,1
3.3592,0.865402,1
3.3691,0.869614,1
3.3792,0.877003,1
3.3892,0.888977,1
3.3991,0.897399,1
3.4190,0.906311,1
3.4199,0.915502,1
3.4292,0.918658,1
3.4392,0.928826,1
3.4491,0.931928,1
3.4591,0.937047,1
3.4691,0.939608,1
3.4792,0.941868,1
3.4891,0.949146,1
3.4991,0.952141,1
3.5190,0.958137,1
3.5200,0.963209,1
3.5292,0.965002,1
3.5392,0.966606,1
3.5491,0.967040,1
3.5591,0.970070,1
3.5691,0.970891,1
3.5791,0.972738,1
3.5892,0.974158,1
3.5992,0.975357,1
3.6187,0.975300,1
3.6197,0.975408,1
3.6292,0.975145,1
3.6392,0.974907,1
3.6492,0.973453,1
3.6592,0.971140,1
3.6692,0.968282,1
3.6792,0.965305,1
3.6891,0.962925,1
3.6991,0.960846,1
3.7188,0.958085,1
3.7197,0.955580,1
3.7291,0.952512,1
3.7392,0.949962,1
3.7492,0.946510,1
3.7592,0.944414,1
3.7692,0.942653,1
3.7792,0.939318,1
3.7891,0.935970,1
3.7992,0.931840,1
3.8191,0.929902,1
3.8200,0.926609,1
3.8292,0.927145,1
3.8392,0.925924,1
3.8492,0.928249,1
3.8592,0.928237,1
3.8692,0.930531,1
3.8792,0.930230,1
3.8892,0.929350,1
3.8991,0.928192,1
3.9188,0.926614,1
3.9197,0.924287,1
3.9292,0.921718,1
3.9392,0.918631,1
3.9492,0.916039,1
3.9592,0.910589,1
3.9692,0.904691,1
3.9792,0.896897,1
3.9891,0.892008,1
3.9992,0.885893,1
4.0190,0.880038,1
4.0199,0.873562,1
4.0292,0.870768,1
4.0392,0.867311,1
4.0492,0.866519,1
4.0591,0.863638,1
4.0692,0.861700,1
4.0791,0.860790,1
4.0891,0.858478,1
4.0991,0.854909,1
4.1189,0.851310,1
4.1199,0.845998,1
4.1292,0.843868,1
4.1392,0.837265,1
4.1491,0.838702,1
4.1591,0.835763,1
4.1691,0.838438,1
4.1792,0.836932,1
4.1892,0.834070,1
4.1992,0.830286,1
4.2189,0.825556,1
4.2198,0.823166,1
4.2291,0.817195,1
4.2391,0.814558,1
4.2491,0.811779,1
4.2592,0.813558,1
4.2692,0.809177,1
4.2792,0.813838,1
4.2892,0.815659,1
4.2991,0.818975,1
4.3187,0.818087,1
4.3196,0.816566,1
4.3291,0.813108,1
4.3392,0.806246,1
4.3492,0.799595,1
4.3592,0.787718,1
4.3692,0.777945,1
4.3791,0.765509,1
4.3892,0.752330,1
4.3991,0.737830,1
4.4187,0.724606,1
4.4196,0.709346,1
4.4292,0.696961,1
4.4392,0.685905,1
4.4492,0.681262,1
4.4592,0.678951,1
4.4691,0.674619,1
4.4792,0.676922,1
4.4892,0.665566,1
4.4992,0.651986,1
4.5190,0.629809,1
4.5200,0.610246,1
4.5292,0.584975,1
4.5392,0.560727,1
4.5492,0.535066,1
4.5592,0.513037,1
4.5692,0.491597,0
4.5792,0.468387,0
4.5892,0.445143,0
4.5992,0.421381,0
4.6191,0.402887,0
4.6200,0.384603,0
4.6292,0.365780,0
4.6392,0.348566,0
4.6492,0.333106,0
4.6593,0.318759,0
4.6692,0.302300,0
4.6793,0.286314,0
4.6893,0.271985,0
4.6993,0.258070,0
4.7191,0.247280,0
4.7200,0.239665,0
4.7293,0.233927,0
4.7392,0.229955,0
4.7492,0.227737,0
4.7592,0.226117,0
4.7692,0.222881,0
4.7792,0.219703,0
4.7892,0.218705,0
4.7992,0.216246,0
4.8191,0.217186,0
4.8200,0.218546,0
4.8292,0.227785,0
4.8393,0.230812,0
4.8492,0.235941,0
4.8592,0.235294,0
4.8692,0.239464,0
4.8793,0.237843,0
4.8892,0.238281,0
4.8993,0.241917,0
4.9191,0.258354,0
4.9200,0.274760,0
4.9293,0.293001,0
