time_s,label,confidence
1.6187,front_right,0.614205
1.7186,rear_left,0.590029
1.8187,rear_left,0.597018
1.9175,rear_left,0.579383
2.0177,rear_left,0.573930
2.1153,rear_left,0.572836
2.2177,rear_left,0.596421
2.3153,rear_left,0.650416
2.4175,rear_left,0.703531
2.5151,rear_left,0.755619
2.6175,rear_left,0.827280
2.7174,rear_left,0.888126
2.8176,rear_left,0.947530
2.9177,rear_left,0.977153
3.0178,rear_left,0.984380
3.1179,rear_left,0.980470
3.2181,rear_left,0.960262
3.3178,rear_left,0.895285
3.4177,rear_left,0.831106
3.5153,rear_left,0.763309
3.6154,rear_left,0.694628
3.7176,rear_left,0.622782
3.8155,rear_left,0.556238
3.9154,rear_left,0.501936
4.0157,rear_left,0.488309
4.1152,rear_left,0.478717
4.2184,rear_left,0.464571
4.3155,rear_left,0.451090
4.4159,rear_left,0.441538
4.5157,rear_left,0.430555
4.6154,rear_left,0.420847
4.7179,rear_left,0.409412
4.8179,rear_left,0.402525
4.9180,rear_left,0.399416
5.0155,rear_left,0.395550
5.1157,normal,0.393966
5.2180,normal,0.393463
5.3178,normal,0.398699
5.4158,normal,0.400358
5.5181,normal,0.402759
5.6182,normal,0.403779
5.7182,normal,0.410391
5.8178,normal,0.416292
5.9180,normal,0.447554
6.0179,normal,0.482239
6.1179,normal,0.509231
6.2181,normal,0.563710
6.3178,normal,0.601549
6.4155,normal,0.634182
6.5155,normal,0.639744
6.6179,normal,0.619604
6.7182,normal,0.592003
6.8182,normal,0.576016
6.9183,normal,0.531143
7.0157,normal,0.499450
7.1179,normal,0.470935
7.2179,normal,0.473336
7.3160,normal,0.476952
7.4182,normal,0.477941
7.5182,normal,0.488782
7.6183,normal,0.505011
7.7181,normal,0.529812
7.8179,normal,0.566060
7.9181,normal,0.600576
8.0182,normal,0.640913
8.1180,normal,0.678047
8.2182,normal,0.706102
8.3181,normal,0.727331
8.4158,normal,0.734557
8.5158,normal,0.720943
8.6183,normal,0.714980
8.7181,normal,0.710072
8.8183,normal,0.714461
8.9183,normal,0.714351
9.0182,normal,0.714258
9.1182,normal,0.724346
9.2184,normal,0.741295
9.3184,normal,0.748362
9.4180,normal,0.740138
9.5182,normal,0.722789
9.6157,normal,0.703896
9.7159,normal,0.701301
9.8159,normal,0.691151
9.9163,normal,0.675801
10.0184,front_right,0.805425
10.1182,front_right,0.805425
10.2184,front_right,0.805425
10.3184,front_right,0.805425
10.4185,front_left,0.682390
10.5181,front_left,0.708596
10.6157,front_left,0.736617
10.7159,front_left,0.761073
10.8160,front_left,0.837860
10.9148,front_left,0.864863
11.0153,front_left,0.869865
11.1172,front_left,0.837691
11.2150,front_left,0.788053
11.3172,front_left,0.773276
11.4171,front_left,0.746369
11.5151,front_left,0.700076
