time_s,p_fault,fault_bin
0.3083,0.016280,0
0.3184,0.052192,0
0.3279,0.098501,0
0.3379,0.144315,0
0.3480,0.186406,0
0.3579,0.224022,0
0.3678,0.255410,0
0.3779,0.282676,0
0.3879,0.304142,0
0.3979,0.322563,0
0.4079,0.339274,0
0.4179,0.351215,0
0.4280,0.364876,0
0.4380,0.377802,0
0.4480,0.388232,0
0.4579,0.395860,0
0.4679,0.402534,0
0.4779,0.406796,0
0.4880,0.410262,0
0.4979,0.414421,0
0.5079,0.429587,0
0.5178,0.437557,0
0.5279,0.448882,0
0.5379,0.461715,0
0.5478,0.480061,0
0.5579,0.492446,0
0.5679,0.500345,1
0.5779,0.501932,1
0.5879,0.503448,1
0.5979,0.501882,1
0.6080,0.499827,0
0.6178,0.498686,0
0.6279,0.495990,0
0.6379,0.494259,0
0.6480,0.491566,0
0.6579,0.486153,0
0.6679,0.478890,0
0.6780,0.473420,0
0.6879,0.469718,0
0.6980,0.459933,0
0.7079,0.448430,0
0.7179,0.438240,0
0.7279,0.427250,0
0.7379,0.416936,0
0.7479,0.407606,0
0.7579,0.397039,0
0.7679,0.383952,0
0.7779,0.370011,0
0.7879,0.358000,0
0.7979,0.347127,0
