time_seconds,total,rms_x,rms_y,rms_z,baseline_total,baseline_x,baseline_y,baseline_z,d2,ewma_d2,p_fault,decision
0.512,0.342333,0.004077,0.008625,0.342200,0.709318,0.204021,0.483745,0.422489,58.3897,2.9195,0.4286,NORMAL
0.522,0.342339,0.004129,0.008625,0.342205,0.678175,0.187058,0.443424,0.415675,48.5210,5.1996,0.7326,FAULT
0.532,0.342347,0.004529,0.008964,0.342200,0.651619,0.172624,0.409069,0.409865,40.6579,6.9725,0.8627,FAULT
0.542,0.342331,0.004518,0.008926,0.342185,0.628689,0.160161,0.379403,0.404848,34.6822,8.3580,0.9207,FAULT
0.552,0.342314,0.004309,0.008808,0.342173,0.608675,0.149269,0.353504,0.400467,29.9483,9.4375,0.9490,FAULT
0.562,0.342312,0.004298,0.008815,0.342171,0.591043,0.139673,0.330687,0.396609,26.0109,10.2662,0.9638,FAULT
0.572,0.342321,0.004313,0.008818,0.342180,0.575383,0.131150,0.310421,0.393182,22.7573,10.8907,0.9722,FAULT
0.582,0.342333,0.004423,0.008829,0.342191,0.561372,0.123531,0.292289,0.390116,20.0229,11.3473,0.9771,FAULT
0.592,0.342327,0.004385,0.008896,0.342184,0.548755,0.116669,0.275966,0.387355,17.7210,11.6660,0.9800,FAULT
0.602,0.342337,0.004373,0.008893,0.342193,0.537329,0.110452,0.261183,0.384855,15.7795,11.8717,0.9817,FAULT
0.612,0.342358,0.004373,0.008901,0.342215,0.526928,0.104793,0.247724,0.382581,14.1107,11.9836,0.9825,FAULT
0.622,0.342368,0.004446,0.008784,0.342226,0.517414,0.099621,0.235407,0.380500,12.6892,12.0189,0.9828,FAULT
0.631,0.342378,0.004458,0.008681,0.342239,0.508676,0.094870,0.224088,0.378590,11.4572,11.9908,0.9826,FAULT
0.641,0.342371,0.004372,0.008674,0.342234,0.500618,0.090485,0.213650,0.376829,10.3688,11.9097,0.9820,FAULT
0.652,0.342365,0.004455,0.008637,0.342227,0.493160,0.086431,0.203989,0.375198,9.3996,11.7842,0.9810,FAULT
0.662,0.342390,0.004519,0.008622,0.342252,0.486237,0.082670,0.195019,0.373685,8.5434,11.6222,0.9796,FAULT
0.672,0.342416,0.004511,0.008630,0.342278,0.479792,0.079167,0.186666,0.372278,7.7870,11.4304,0.9779,FAULT
0.682,0.342423,0.004491,0.008624,0.342285,0.473774,0.075896,0.178867,0.370964,7.1155,11.2147,0.9757,FAULT
0.692,0.342424,0.004487,0.008562,0.342288,0.468142,0.072833,0.171563,0.369734,6.5233,10.9801,0.9732,FAULT
0.702,0.342436,0.004436,0.008632,0.342298,0.462857,0.069958,0.164714,0.368581,5.9746,10.7298,0.9702,FAULT
0.712,0.342401,0.004443,0.008627,0.342264,0.457886,0.067255,0.158273,0.367495,5.4855,10.4676,0.9668,FAULT
0.722,0.008360,0.004472,0.005497,0.004434,0.439658,0.064709,0.152078,0.352773,18.2886,10.8587,0.9718,FAULT
0.732,0.008527,0.004792,0.005516,0.004395,0.422459,0.062319,0.146231,0.338875,16.8229,11.1569,0.9751,FAULT
0.742,0.008459,0.004780,0.005458,0.004350,0.406195,0.060058,0.140701,0.325733,15.5166,11.3749,0.9773,FAULT
0.752,0.008455,0.004763,0.005462,0.004355,0.390792,0.057917,0.135464,0.313287,14.3312,11.5227,0.9787,FAULT
0.762,0.008519,0.004769,0.005571,0.004335,0.376186,0.055886,0.130501,0.301483,13.2514,11.6091,0.9795,FAULT
0.772,0.008547,0.004791,0.005586,0.004347,0.362316,0.053958,0.125788,0.290272,12.2632,11.6418,0.9798,FAULT
0.782,0.008718,0.004825,0.005820,0.004341,0.349132,0.052126,0.121315,0.279611,11.3620,11.6278,0.9797,FAULT
0.792,0.008703,0.004786,0.005756,0.004439,0.336579,0.050381,0.117054,0.269465,10.5371,11.5733,0.9792,FAULT
0.802,0.008663,0.004856,0.005726,0.004321,0.324613,0.048720,0.112991,0.259789,9.7729,11.4833,0.9784,FAULT
0.812,0.008672,0.004865,0.005672,0.004401,0.313196,0.047135,0.109113,0.250561,9.0752,11.3629,0.9772,FAULT
0.822,0.008728,0.004807,0.005684,0.004556,0.302294,0.045619,0.105410,0.241752,8.4380,11.2166,0.9758,FAULT
0.831,0.008577,0.004785,0.005640,0.004342,0.291867,0.044170,0.101868,0.233324,7.8468,11.0481,0.9740,FAULT
0.841,0.008715,0.005100,0.005596,0.004316,0.281896,0.042794,0.098478,0.225260,7.2838,10.8599,0.9718,FAULT
0.851,0.008971,0.005700,0.005634,0.004030,0.272358,0.041497,0.095233,0.217528,6.7440,10.6541,0.9693,FAULT
0.861,0.008966,0.005651,0.005804,0.003843,0.263218,0.040253,0.092130,0.210113,6.2851,10.4357,0.9663,FAULT
0.871,0.009029,0.005726,0.005885,0.003755,0.254456,0.039063,0.089157,0.202999,5.8530,10.2065,0.9629,FAULT
0.881,0.009056,0.005776,0.005862,0.003779,0.246049,0.037923,0.086303,0.196175,5.4550,9.9690,0.9590,FAULT
0.891,0.009152,0.005935,0.005871,0.003751,0.237982,0.036834,0.083564,0.189622,5.0795,9.7245,0.9547,FAULT
0.901,0.009568,0.006545,0.005881,0.003758,0.230246,0.035808,0.080933,0.183327,4.7061,9.4736,0.9497,FAULT
0.912,0.009583,0.006611,0.005897,0.003655,0.222811,0.034824,0.078405,0.177273,4.3879,9.2193,0.9442,FAULT
0.922,0.009571,0.006629,0.005902,0.003581,0.215661,0.033879,0.075974,0.171450,4.0955,8.9631,0.9380,FAULT
0.932,0.009551,0.006608,0.005888,0.003590,0.208782,0.032969,0.073635,0.165847,3.8271,8.7063,0.9311,FAULT
0.942,0.009613,0.006666,0.005830,0.003740,0.202162,0.032094,0.071381,0.160459,3.5754,8.4497,0.9236,FAULT
0.952,0.009689,0.006744,0.005872,0.003731,0.195791,0.031255,0.069213,0.155271,3.3386,8.1942,0.9153,FAULT
0.962,0.009741,0.006745,0.005974,0.003701,0.189656,0.030447,0.067127,0.150273,3.1225,7.9406,0.9062,FAULT
0.972,0.009608,0.006735,0.005733,0.003755,0.183739,0.029668,0.065110,0.145458,2.9183,7.6895,0.8964,FAULT
0.982,0.009630,0.006732,0.005732,0.003816,0.178037,0.028917,0.063165,0.140819,2.7310,7.4416,0.8857,FAULT
0.992,0.009654,0.006732,0.005627,0.004027,0.172539,0.028192,0.061287,0.136353,2.5565,7.1973,0.8742,FAULT
1.002,0.009689,0.006776,0.005625,0.004040,0.167238,0.027495,0.059475,0.132046,2.3908,6.9570,0.8618,FAULT
1.012,0.009718,0.006805,0.005665,0.004005,0.162124,0.026823,0.057728,0.127889,2.2368,6.7210,0.8486,FAULT
1.022,0.009810,0.006929,0.005673,0.004005,0.157192,0.026179,0.056042,0.123878,2.0892,6.4894,0.8345,FAULT
1.032,0.009427,0.006693,0.005307,0.003988,0.152419,0.025550,0.054403,0.120005,1.9601,6.2629,0.8196,FAULT
1.042,0.009426,0.006683,0.005313,0.003996,0.147810,0.024942,0.052821,0.116266,1.8362,6.0416,0.8039,FAULT
1.052,0.009637,0.006680,0.005524,0.004212,0.143366,0.024354,0.051300,0.112662,1.7248,5.8258,0.7875,FAULT
1.062,0.009615,0.006628,0.005501,0.004272,0.139074,0.023785,0.049830,0.109183,1.6177,5.6154,0.7702,FAULT
1.072,0.009735,0.006670,0.005480,0.004501,0.134930,0.023237,0.048409,0.105830,1.5154,5.4104,0.7523,FAULT
1.082,0.009839,0.006728,0.005588,0.004506,0.130930,0.022709,0.047040,0.102589,1.4196,5.2108,0.7337,FAULT
1.092,0.009827,0.006731,0.005512,0.004570,0.127063,0.022199,0.045714,0.099460,1.3296,5.0168,0.7144,FAULT
1.101,0.009746,0.006841,0.005327,0.004450,0.123323,0.021709,0.044426,0.096431,1.2396,4.8279,0.6946,FAULT
1.111,0.009784,0.006876,0.005319,0.004490,0.119709,0.021237,0.043182,0.093505,1.1610,4.6446,0.6743,FAULT
1.122,0.009699,0.006814,0.005298,0.004424,0.116213,0.020779,0.041977,0.090673,1.0895,4.4668,0.6535,FAULT
1.132,0.009694,0.006747,0.005367,0.004433,0.112831,0.020333,0.040815,0.087935,1.0242,4.2947,0.6324,FAULT
1.141,0.009688,0.006731,0.005399,0.004406,0.109561,0.019902,0.039692,0.085287,0.9609,4.1280,0.6110,FAULT
1.151,0.009873,0.006805,0.005576,0.004480,0.106403,0.019487,0.038612,0.082727,0.9013,3.9666,0.5895,FAULT
1.162,0.010054,0.006794,0.005735,0.004695,0.103355,0.019086,0.037572,0.080259,0.8479,3.8107,0.5678,FAULT
1.172,0.010039,0.006791,0.005726,0.004677,0.100405,0.018697,0.036565,0.077870,0.7951,3.6599,0.5460,FAULT
1.182,0.010014,0.006788,0.005719,0.004637,0.097551,0.018321,0.035591,0.075557,0.7455,3.5142,0.5243,FAULT
1.191,0.010173,0.006792,0.005893,0.004757,0.094794,0.017957,0.034654,0.073323,0.7011,3.3735,0.5026,FAULT
1.201,0.010312,0.007057,0.005809,0.004775,0.092131,0.017614,0.033745,0.071163,0.6512,3.2374,0.4811,NORMAL
1.211,0.010289,0.007048,0.005796,0.004752,0.089553,0.017281,0.032864,0.069071,0.6108,3.1061,0.4598,NORMAL
1.221,0.010210,0.007040,0.005733,0.004672,0.087056,0.016959,0.032010,0.067044,0.5722,2.9794,0.4387,NORMAL
1.231,0.010175,0.006865,0.005870,0.004685,0.084638,0.016641,0.031188,0.065082,0.5414,2.8575,0.4181,NORMAL
1.241,0.010330,0.006903,0.006041,0.004751,0.082302,0.016335,0.030398,0.063186,0.5086,2.7401,0.3978,NORMAL
1.251,0.010441,0.007005,0.006096,0.004775,0.080044,0.016042,0.029634,0.061351,0.4758,2.6268,0.3779,NORMAL
1.261,0.010459,0.007108,0.006036,0.004737,0.077860,0.015761,0.028893,0.059573,0.4440,2.5177,0.3585,NORMAL
1.271,0.010472,0.007082,0.006100,0.004723,0.075745,0.015489,0.028178,0.057852,0.4174,2.4127,0.3397,NORMAL
1.281,0.010381,0.007133,0.005875,0.004729,0.073695,0.015227,0.027479,0.056186,0.3893,2.3115,0.3213,NORMAL
1.292,0.010399,0.007171,0.005958,0.004606,0.071710,0.014974,0.026804,0.054569,0.3648,2.2142,0.3036,NORMAL
1.302,0.010411,0.007136,0.005963,0.004681,0.069790,0.014729,0.026151,0.053005,0.3431,2.1206,0.2864,NORMAL
1.312,0.010358,0.007153,0.005954,0.004547,0.067928,0.014491,0.025518,0.051488,0.3212,2.0307,0.2699,NORMAL
1.322,0.010344,0.007155,0.005960,0.004504,0.066125,0.014262,0.024906,0.050016,0.3012,1.9442,0.2540,NORMAL
1.332,0.010400,0.007146,0.005985,0.004612,0.064381,0.014039,0.024314,0.048595,0.2833,1.8611,0.2387,NORMAL
1.342,0.010429,0.006921,0.006234,0.004691,0.062693,0.013816,0.023748,0.047221,0.2704,1.7816,0.2242,NORMAL
1.352,0.010059,0.006489,0.006100,0.004674,0.061046,0.013587,0.023196,0.045891,0.2588,1.7055,0.2103,NORMAL
1.361,0.009873,0.006478,0.005810,0.004665,0.059446,0.013365,0.022652,0.044601,0.2416,1.6323,0.1970,NORMAL
1.372,0.009832,0.006400,0.005734,0.004777,0.057895,0.013147,0.022123,0.043356,0.2276,1.5620,0.1844,NORMAL
1.382,0.009876,0.006423,0.005755,0.004814,0.056394,0.012937,0.021612,0.042152,0.2135,1.4946,0.1724,NORMAL
1.392,0.009727,0.006226,0.005737,0.004790,0.054936,0.012727,0.021116,0.040985,0.2025,1.4300,0.1610,NORMAL
1.402,0.009468,0.005683,0.005863,0.004792,0.053516,0.012507,0.020639,0.039854,0.1965,1.3683,0.1503,NORMAL
1.412,0.009456,0.005573,0.005967,0.004768,0.052140,0.012291,0.020181,0.038758,0.1858,1.3092,0.1402,NORMAL
1.422,0.009447,0.005532,0.005968,0.004799,0.050807,0.012080,0.019737,0.037698,0.1749,1.2525,0.1306,NORMAL
1.432,0.009519,0.005539,0.006034,0.004850,0.049518,0.011875,0.019309,0.036672,0.1643,1.1981,0.1216,NORMAL
1.442,0.009928,0.005536,0.006011,0.005638,0.048282,0.011677,0.018894,0.035704,0.1544,1.1459,0.1131,NORMAL
1.452,0.009925,0.005444,0.005996,0.005736,0.047085,0.011483,0.018492,0.034768,0.1455,1.0959,0.1051,NORMAL
1.462,0.009994,0.005556,0.006003,0.005741,0.045928,0.011298,0.018102,0.033863,0.1357,1.0479,0.0975,NORMAL
1.472,0.009972,0.005548,0.006004,0.005710,0.044806,0.011119,0.017725,0.032984,0.1275,1.0018,0.0905,NORMAL
1.482,0.010037,0.005670,0.006039,0.005668,0.043721,0.010949,0.017360,0.032132,0.1188,0.9577,0.0839,NORMAL
1.491,0.010055,0.005862,0.006061,0.005478,0.042671,0.010790,0.017008,0.031301,0.1102,0.9153,0.0776,NORMAL
1.502,0.010034,0.005835,0.006060,0.005469,0.041653,0.010635,0.016666,0.030495,0.1036,0.8747,0.0718,NORMAL
1.512,0.009983,0.005816,0.005996,0.005466,0.040666,0.010485,0.016334,0.029715,0.0972,0.8359,0.0664,NORMAL
1.522,0.009911,0.005650,0.006031,0.005472,0.039707,0.010334,0.016012,0.028959,0.0925,0.7987,0.0614,NORMAL
1.531,0.009941,0.005719,0.005913,0.005581,0.038779,0.010191,0.015698,0.028230,0.0860,0.7631,0.0567,NORMAL
1.542,0.009965,0.005753,0.005918,0.005584,0.037881,0.010052,0.015393,0.027524,0.0805,0.7289,0.0523,NORMAL
1.552,0.009801,0.005780,0.005790,0.005396,0.037005,0.009919,0.015093,0.026834,0.0751,0.6962,0.0482,NORMAL
