time_seconds,type,message
0.002,"telemetry","packetCounter: 40671 | sampleTimeFine: 4091660 | Roll: 179.91° Pitch: 0.57° Yaw: 159.30° | Acc: (-0.10, 0.01, -9.82) m/s² | Gyro: (-0.55, -0.23, -0.55) deg/s"
0.004,"telemetry","packetCounter: 40672 | sampleTimeFine: 4091760 | Roll: 179.91° Pitch: 0.57° Yaw: 159.31° | Acc: (-0.09, 0.02, -9.81) m/s² | Gyro: (-0.94, -0.85, -0.75) deg/s"
0.006,"telemetry","packetCounter: 40673 | sampleTimeFine: 4091860 | Roll: 179.90° Pitch: 0.58° Yaw: 159.32° | Acc: (-0.10, 0.02, -9.81) m/s² | Gyro: (-0.71, -0.35, -0.50) deg/s"
0.007,"telemetry","packetCounter: 40674 | sampleTimeFine: 4091960 | Roll: 179.91° Pitch: 0.58° Yaw: 159.32° | Acc: (-0.09, 0.01, -9.81) m/s² | Gyro: (-0.13, -0.11, -0.82) deg/s"
0.009,"telemetry","packetCounter: 40675 | sampleTimeFine: 4092060 | Roll: 179.91° Pitch: 0.57° Yaw: 159.33° | Acc: (-0.10, 0.02, -9.82) m/s² | Gyro: (0.14, -0.10, -0.64) deg/s"
0.011,"telemetry","packetCounter: 40676 | sampleTimeFine: 4092160 | Roll: 179.91° Pitch: 0.58° Yaw: 159.33° | Acc: (-0.11, 0.01, -9.81) m/s² | Gyro: (-0.19, -0.35, -0.40) deg/s"
0.012,"telemetry","packetCounter: 40677 | sampleTimeFine: 4092260 | Roll: 179.92° Pitch: 0.58° Yaw: 159.33° | Acc: (-0.10, 0.00, -9.81) m/s² | Gyro: (-0.01, -0.81, -0.16) deg/s"
0.014,"telemetry","packetCounter: 40678 | sampleTimeFine: 4092360 | Roll: 179.92° Pitch: 0.58° Yaw: 159.33° | Acc: (-0.10, 0.01, -9.82) m/s² | Gyro: (-0.28, -0.33, -0.43) deg/s"
0.016,"telemetry","packetCounter: 40679 | sampleTimeFine: 4092460 | Roll: 179.92° Pitch: 0.58° Yaw: 159.33° | Acc: (-0.10, 0.00, -9.81) m/s² | Gyro: (-0.39, -0.06, 0.07) deg/s"
0.018,"telemetry","packetCounter: 40680 | sampleTimeFine: 4092560 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.11, 0.01, -9.81) m/s² | Gyro: (-0.54, -0.45, -0.36) deg/s"
0.019,"telemetry","packetCounter: 40681 | sampleTimeFine: 4092660 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.10, 0.02, -9.82) m/s² | Gyro: (-0.57, -0.14, -0.14) deg/s"
0.021,"telemetry","packetCounter: 40682 | sampleTimeFine: 4092760 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.11, 0.02, -9.82) m/s² | Gyro: (-0.36, -0.30, -0.20) deg/s"
0.023,"telemetry","packetCounter: 40683 | sampleTimeFine: 4092860 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.09, 0.02, -9.81) m/s² | Gyro: (-0.92, 0.06, -0.52) deg/s"
0.024,"telemetry","packetCounter: 40684 | sampleTimeFine: 4092960 | Roll: 179.91° Pitch: 0.58° Yaw: 159.35° | Acc: (-0.09, 0.02, -9.82) m/s² | Gyro: (0.20, -0.51, -0.26) deg/s"
0.026,"telemetry","packetCounter: 40685 | sampleTimeFine: 4093060 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.10, 0.01, -9.81) m/s² | Gyro: (-0.24, -0.89, -0.13) deg/s"
0.028,"telemetry","packetCounter: 40686 | sampleTimeFine: 4093160 | Roll: 179.91° Pitch: 0.58° Yaw: 159.34° | Acc: (-0.11, 0.03, -9.82) m/s² | Gyro: (-0.35, -0.36, -0.07) deg/s"
