time_seconds,total,rms_x,rms_y,rms_z,baseline_total,baseline_x,baseline_y,baseline_z,d2,ewma_d2,p_fault,decision
0.495,4.360905,2.214040,3.068107,2.168466,1.077961,0.406752,0.764406,0.590021,1240.5925,62.0296,1.0000,FAULT
0.504,4.380688,2.222251,3.083413,2.178208,1.358247,0.560824,0.961209,0.724802,1041.6799,111.0121,1.0000,FAULT
0.514,4.428130,2.257479,3.122053,2.182867,1.600998,0.694987,1.132077,0.840099,905.7106,150.7471,1.0000,FAULT
0.524,4.508575,2.304631,3.149579,2.257449,1.816561,0.814324,1.281652,0.945179,827.3582,184.5776,1.0000,FAULT
0.534,4.548417,2.323267,3.150269,2.316533,2.007483,0.919779,1.412244,1.041019,741.2526,212.4114,1.0000,FAULT
0.544,4.560064,2.338457,3.155453,2.317092,2.176451,1.013689,1.527636,1.125489,653.0282,234.4422,1.0000,FAULT
0.554,4.620380,2.383744,3.181238,2.354868,2.330330,1.099953,1.631753,1.202895,607.9393,253.1171,1.0000,FAULT
0.564,4.702338,2.418013,3.215087,2.434834,2.472932,1.179193,1.726941,1.276958,576.0234,269.2624,1.0000,FAULT
0.574,4.706433,2.418415,3.215370,2.441962,2.601578,1.250570,1.812672,1.344060,512.1651,281.4075,1.0000,FAULT
0.584,4.767308,2.465293,3.250451,2.466601,2.721461,1.317810,1.892260,1.406198,486.9163,291.6830,1.0000,FAULT
0.594,4.826620,2.493893,3.296312,2.492205,2.833767,1.380552,1.967163,1.464134,457.5504,299.9763,1.0000,FAULT
0.604,4.836672,2.494012,3.301693,2.504421,2.937010,1.437947,2.035954,1.517757,413.7983,305.6674,1.0000,FAULT
0.614,4.863443,2.509784,3.323519,2.511629,3.033184,1.491457,2.100233,1.567375,382.5128,309.5097,1.0000,FAULT
0.624,4.958332,2.549103,3.414669,2.535187,3.126469,1.542706,2.163926,1.614271,372.2110,312.6448,1.0000,FAULT
0.634,4.977367,2.550656,3.432609,2.546671,3.213693,1.590206,2.223713,1.658211,341.3843,314.0817,1.0000,FAULT
0.644,4.999405,2.563233,3.454609,2.547462,3.295685,1.634883,2.280230,1.699041,316.5929,314.2073,1.0000,FAULT
0.654,5.080943,2.593941,3.544517,2.554185,3.375688,1.677861,2.336886,1.737363,305.9951,313.7967,1.0000,FAULT
0.664,5.127262,2.604726,3.590727,2.571166,3.452418,1.718464,2.391812,1.773888,289.0643,312.5601,1.0000,FAULT
0.674,5.135338,2.614033,3.595022,2.571837,3.524589,1.756870,2.443412,1.808108,268.1788,310.3410,1.0000,FAULT
0.684,5.229896,2.672917,3.677338,2.585442,3.596280,1.795380,2.495286,1.840787,273.1407,308.4810,1.0000,FAULT
0.694,5.278600,2.683829,3.725328,2.604344,3.665699,1.832041,2.546042,1.872294,260.3189,306.0729,1.0000,FAULT
0.704,5.282934,2.690085,3.726128,2.605534,3.731278,1.866835,2.593894,1.902027,241.8406,302.8613,1.0000,FAULT
