time_s,p_fault,fault_bin
0.2986,0.153229,0
0.3085,0.333683,0
0.3179,0.463701,0
0.3278,0.539654,1
0.3379,0.585859,1
0.3479,0.614977,1
0.3581,0.637322,1
0.3679,0.651163,1
0.3779,0.658786,1
0.3878,0.667017,1
0.3979,0.670592,1
0.4078,0.677296,1
0.4178,0.681084,1
0.4278,0.682880,1
0.4378,0.682171,1
0.4478,0.684292,1
0.4578,0.689400,1
0.4679,0.691938,1
0.4779,0.693071,1
0.4878,0.694911,1
0.4978,0.695694,1
0.5078,0.694147,1
0.5178,0.694320,1
0.5278,0.691918,1
0.5378,0.688262,1
0.5478,0.681969,1
0.5578,0.674046,1
0.5678,0.665684,1
0.5778,0.656696,1
0.5878,0.647331,1
0.5978,0.637125,1
0.6078,0.627017,1
0.6178,0.617240,1
0.6280,0.606714,1
0.6380,0.595526,1
0.6480,0.583651,1
0.6580,0.572108,1
0.6679,0.559728,1
0.6779,0.548332,1
0.6879,0.537199,1
0.6980,0.525791,1
0.7079,0.514368,1
0.7179,0.503335,1
0.7279,0.495894,0
0.7378,0.492286,0
0.7481,0.488606,0
0.7579,0.483332,0
0.7679,0.478568,0
0.7779,0.474265,0
0.7879,0.474364,0
