time_s,label,confidence,p_fault
0.8396,normal,0.925000,0.075000
0.9384,normal,0.922500,0.077500
1.0472,normal,0.975000,0.025000
1.1451,normal,0.885000,0.115000
1.2451,normal,0.787500,0.212500
1.3462,normal,0.762500,0.237500
1.4457,normal,0.790000,0.210000
1.5458,normal,0.792500,0.207500
1.6452,normal,0.822500,0.177500
1.7465,normal,0.812500,0.187500
1.8459,normal,0.865000,0.135000
1.9451,normal,0.895000,0.105000
2.0467,normal,0.965000,0.035000
2.1458,normal,0.970000,0.030000
2.2455,normal,0.955000,0.045000
2.3472,normal,0.927500,0.072500
2.4439,normal,0.885000,0.115000
2.5458,normal,0.877500,0.122500
2.6464,normal,0.930000,0.070000
2.7450,normal,0.907500,0.092500
2.8455,normal,0.915000,0.085000
2.9453,normal,0.970000,0.030000
3.0460,normal,0.975000,0.025000
3.1479,normal,0.970000,0.030000
3.2467,normal,0.952500,0.047500
3.3447,normal,0.977500,0.022500
3.4462,normal,1.000000,0.000000
3.5467,normal,1.000000,0.000000
3.6454,normal,1.000000,0.000000
3.7452,normal,1.000000,0.000000
3.8456,normal,1.000000,0.000000
3.9460,normal,1.000000,0.000000
4.0460,normal,0.997500,0.002500
4.1469,normal,1.000000,0.000000
4.2460,normal,1.000000,0.000000
4.3463,normal,1.000000,0.000000
4.4467,normal,0.997500,0.002500
4.5439,normal,1.000000,0.000000
4.6463,normal,1.000000,0.000000
4.7460,normal,1.000000,0.000000
4.8479,normal,1.000000,0.000000
4.9454,normal,0.995000,0.005000
5.0405,normal,0.980000,0.020000
5.1441,normal,0.965000,0.035000
5.2449,normal,0.955000,0.045000
5.3453,normal,0.960000,0.040000
5.4439,normal,0.932500,0.067500
5.5431,normal,0.910000,0.090000
5.6422,normal,0.900000,0.100000
5.7438,normal,0.907500,0.092500
5.8452,normal,0.892500,0.107500
5.9432,normal,0.910000,0.090000
6.0460,normal,0.930000,0.070000
6.1453,normal,0.975000,0.025000
6.2454,normal,0.982500,0.017500
6.3456,normal,0.987500,0.012500
6.4448,normal,0.985000,0.015000
6.5450,normal,0.977500,0.022500
6.6462,normal,0.980000,0.020000
6.7450,normal,0.982500,0.017500
6.8444,normal,0.960000,0.040000
6.9464,normal,0.890000,0.110000
7.0453,normal,0.835000,0.165000
7.1451,normal,0.785000,0.215000
7.2450,normal,0.765000,0.235000
7.3450,normal,0.777500,0.222500
7.4459,normal,0.780000,0.220000
7.5453,normal,0.840000,0.160000
7.6449,normal,0.842500,0.157500
7.7449,normal,0.855000,0.145000
7.8453,normal,0.842500,0.157500
7.9449,normal,0.875000,0.125000
8.0454,normal,0.862500,0.137500
8.1445,normal,0.855000,0.145000
8.2447,normal,0.837500,0.162500
8.3452,normal,0.837500,0.162500
8.4451,normal,0.842500,0.157500
8.5451,normal,0.825000,0.175000
8.6450,normal,0.870000,0.130000
8.7460,normal,0.875000,0.125000
8.8453,normal,0.890000,0.110000
8.9451,normal,0.875000,0.125000
9.0392,normal,0.795000,0.205000
9.1456,normal,0.785000,0.215000
9.2459,normal,0.785000,0.215000
9.3453,normal,0.740000,0.260000
9.4437,normal,0.710000,0.290000
9.5444,normal,0.747500,0.252500
9.6453,normal,0.775000,0.225000
9.7461,normal,0.672500,0.327500
9.8461,normal,0.637500,0.362500
9.9450,normal,0.645000,0.355000
10.0463,normal,0.692500,0.307500
10.1446,normal,0.692500,0.307500
10.2445,normal,0.657500,0.342500
10.3446,normal,0.612500,0.387500
10.4454,normal,0.595000,0.405000
10.5452,normal,0.520000,0.480000
10.6457,fault,0.532500,0.532500
10.7453,fault,0.527500,0.527500
10.8455,fault,0.527500,0.527500
10.9468,normal,0.505000,0.495000
11.0454,normal,0.535000,0.465000
11.1451,normal,0.500000,0.500000
11.2458,fault,0.510000,0.510000
11.3452,normal,0.525000,0.475000
11.4451,normal,0.510000,0.490000
11.5452,fault,0.520000,0.520000
11.6448,fault,0.520000,0.520000
11.7454,normal,0.532500,0.467500
11.8449,normal,0.530000,0.470000
11.9458,normal,0.527500,0.472500
12.0459,normal,0.535000,0.465000
12.1454,normal,0.577500,0.422500
12.2449,normal,0.587500,0.412500
12.3452,normal,0.572500,0.427500
12.4453,normal,0.782500,0.217500
12.5453,normal,0.840000,0.160000
12.6461,normal,0.962500,0.037500
12.7450,normal,0.915000,0.085000
12.8453,normal,0.857500,0.142500
12.9448,normal,0.760000,0.240000
13.0460,normal,0.727500,0.272500
13.1456,normal,0.735000,0.265000
13.2448,normal,0.710000,0.290000
13.3450,normal,0.710000,0.290000
13.4453,normal,0.650000,0.350000
13.5450,normal,0.617500,0.382500
13.6450,normal,0.657500,0.342500
13.7454,normal,0.650000,0.350000
13.8457,normal,0.662500,0.337500
13.9453,normal,0.637500,0.362500
14.0456,normal,0.695000,0.305000
14.1443,normal,0.720000,0.280000
14.2445,normal,0.750000,0.250000
14.3444,normal,0.772500,0.227500
14.4436,normal,0.750000,0.250000
14.5439,normal,0.757500,0.242500
14.6451,normal,0.732500,0.267500
14.7448,normal,0.717500,0.282500
14.8447,normal,0.757500,0.242500
14.9446,normal,0.780000,0.220000
15.0445,normal,0.792500,0.207500
15.1444,normal,0.782500,0.217500
15.2447,normal,0.672500,0.327500
15.3446,normal,0.530000,0.470000
15.4451,normal,0.530000,0.470000
15.5441,normal,0.525000,0.475000
15.6443,normal,0.525000,0.475000
15.7436,normal,0.512500,0.487500
15.8456,normal,0.500000,0.500000
15.9448,normal,0.552500,0.447500
16.0449,normal,0.662500,0.337500
16.1441,normal,0.740000,0.260000
16.2447,normal,0.825000,0.175000
