time_seconds,packet_counter,sample_time_fine,utc_time,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,free_acc_x,free_acc_y,free_acc_z,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x,mag_y,mag_z,lat,lon,altitude,vel_x,vel_y,vel_z,status_word,temperature,baropressure,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z
0.001635,62861,19478240,,178.53001404,0.84393352,-177.83895874,,,,,-0.06083437,0.22906049,-9.81532669,-0.08337501,-0.02634344,0.00215483,-0.14327224,-0.92781535,0.30382416,0.02813025,0.33464068,1.02326357,,,,,,,3,,,,,,,,,
0.002790,62862,19478340,,178.52790833,0.84623915,-177.85209656,,,,,-0.06847937,0.24138239,-9.80628777,-0.07603250,-0.01368085,-0.00644898,-0.33564278,-0.21732629,-0.11271498,0.02721547,0.33513564,1.02425635,,,,,,,3,,,,,,,,,
0.003887,62863,19478440,,178.53062439,0.84539336,-177.85971069,,,,,-0.06526756,0.24365233,-9.80629539,-0.07968815,-0.01111662,-0.00643373,-0.15021068,-0.61870020,-0.52887547,0.02723321,0.33417535,1.02424121,,,,,,,3,,,,,,,,,
0.004972,62864,19478540,,178.52429199,0.84674889,-177.85466003,,,,,-0.06466506,0.24553268,-9.80661774,-0.08029509,-0.01052596,-0.00607300,-0.80376145,-0.42965724,-0.60225396,0.02915728,0.33366254,1.02523232,,,,,,,3,,,,,,,,,
0.006349,62865,19478640,,178.52293396,0.85063893,-177.87393188,,,,,-0.06571366,0.22701529,-9.82115841,-0.07946227,-0.02978125,0.00799227,-0.75206487,-0.63574211,0.00647009,0.02864376,0.33415160,1.02424788,,,,,,,3,,,,,,,,,
0.007571,62866,19478740,,178.52330017,0.85032189,-177.88699341,,,,,-0.06810330,0.23450689,-9.80322552,-0.07663238,-0.02149300,-0.00969911,-0.50510369,0.09919071,-0.79584014,0.02625889,0.33323243,1.02273715,,,,,,,3,,,,,,,,,
0.008737,62867,19478840,,178.52357483,0.84910375,-177.86990356,,,,,-0.07306337,0.24074337,-9.80972290,-0.07237625,-0.01507655,-0.00297260,-0.32842909,-0.54289705,-0.44111670,0.02760838,0.33465010,1.02177680,,,,,,,3,,,,,,,,,
0.009849,62868,19478940,,178.52461243,0.84956318,-177.87667847,,,,,-0.06791536,0.23235723,-9.81287766,-0.07693864,-0.02347312,-0.00010729,-0.21579815,-0.16181433,-0.40553509,0.02960972,0.33461490,1.02524960,,,,,,,3,,,,,,,,,
0.010935,62869,19479040,,178.52630615,0.84717268,-177.91221619,,,,,-0.05850869,0.23409791,-9.80979919,-0.08582104,-0.02173070,-0.00327611,-0.27924345,0.15007260,-0.15421040,0.02822577,0.33319825,1.02522027,,,,,,,3,,,,,,,,,
0.012187,62870,19479140,,178.52420044,0.84613812,-177.91418457,,,,,-0.06397778,0.23369260,-9.81047630,-0.08064517,-0.02234353,-0.00253224,-0.50765381,-0.47166506,-0.59447389,0.02633718,0.33179051,1.02419901,,,,,,,3,,,,,,,,,
0.013278,62871,19479240,,178.52239990,0.84733832,-177.88488770,,,,,-0.06719043,0.23621842,-9.80150032,-0.07738790,-0.01953752,-0.01139116,-0.18114361,-0.33367947,-0.62638171,0.02916614,0.33318239,1.02522469,,,,,,,3,,,,,,,,,
0.014269,62872,19479340,,178.52360535,0.85225290,-177.90333557,,,,,-0.06093751,0.22806990,-9.80328369,-0.08413056,-0.02808911,-0.00991726,-0.40271286,-0.45459018,-0.10096409,0.02919173,0.33366153,1.02622199,,,,,,,3,,,,,,,,,
0.015033,62873,19479440,,178.52537537,0.85209858,-177.93008423,,,,,-0.05533561,0.23937055,-9.81599045,-0.09057812,-0.01652823,0.00298977,0.18402501,-0.49478600,0.17357368,0.02819132,0.33319926,1.02423060,,,,,,,3,,,,,,,,,
0.015804,62874,19479540,,178.53047180,0.85389984,-177.93620300,,,,,-0.06946779,0.22862968,-9.80704117,-0.07581305,-0.02571495,-0.00601935,0.23484754,-0.03430274,-0.35034692,0.02919275,0.33174199,1.02520204,,,,,,,3,,,,,,,,,
0.016549,62875,19479640,,178.52720642,0.85346079,-177.93936157,,,,,-0.06176503,0.23946166,-9.81525993,-0.08406600,-0.01645455,0.00236058,-0.77951668,-0.10996216,-0.26691019,0.02969842,0.32981354,1.02517402,,,,,,,3,,,,,,,,,
0.017244,62876,19479740,,178.52029419,0.85633367,-177.93849182,,,,,-0.07334691,0.24218360,-9.80109882,-0.07286137,-0.01381083,-0.01155734,-0.57364235,-0.27624740,-0.54890911,0.02726970,0.33033526,1.02319109,,,,,,,3,,,,,,,,,
0.017731,62877,19479840,,178.51062012,0.85368872,-177.91065979,,,,,-0.06510715,0.23994450,-9.80663681,-0.08094610,-0.01849454,-0.00620747,-1.08262821,-0.45830335,-0.20534479,0.02717367,0.33273748,1.02174437,,,,,,,3,,,,,,,,,
0.018073,62878,19479940,,178.51158142,0.85551441,-177.90144348,,,,,-0.07169586,0.24121800,-9.81419849,-0.07450163,-0.01692028,0.00148320,-0.41935174,-0.28693313,-0.53563544,0.02901894,0.33462635,1.02178347,,,,,,,3,,,,,,,,,
0.018555,62879,19480040,,178.50698853,0.85529560,-177.92721558,,,,,-0.06985192,0.23501126,-9.80906487,-0.07580571,-0.02379745,-0.00383663,-0.68539145,0.01646402,-0.22831407,0.02849656,0.33559555,1.02080667,,,,,,,3,,,,,,,,,
0.018893,62880,19480140,,178.50962830,0.85489410,-177.96017456,,,,,-0.06562207,0.24001020,-9.80871296,-0.08032128,-0.01839218,-0.00411892,-0.24448667,-0.15027507,-0.34019163,0.02617274,0.33323497,1.02026296,,,,,,,3,,,,,,,,,
0.019420,63487,19542965,,,,,,,,,-0.05907061,0.17334078,-7.34828281,,,,-0.03254299,0.01462368,-0.30445571,0.02739611,0.33561018,1.02970707,,,,,,,1,,,,,,,,,
0.027923,63488,19543065,,178.63438416,0.41675389,179.98899841,,,,,-0.07271214,0.22964640,-9.81148911,-0.01515076,-0.00815578,-0.00126219,-0.62538802,-0.14970771,0.17720844,0.03041176,0.33556288,1.02180529,,,,,,,3,,,,,,,,,
0.037957,63489,19543165,,178.63006592,0.41946983,179.98995972,,,,,-0.07831010,0.23524727,-9.81489182,0.00623989,0.00055922,0.00237918,-0.18093610,-0.35128698,-0.37393538,0.02906277,0.33318543,1.02225566,,,,,,,3,,,,,,,,,
0.048071,63490,19543265,,178.62559509,0.42385381,179.99507141,,,,,-0.07469759,0.23730418,-9.81454372,0.00181294,0.00138682,0.00205159,-0.73909888,-0.51222267,-0.31602053,0.02815737,0.33224049,1.02273095,,,,,,,3,,,,,,,,,
0.057993,63491,19543365,,178.62202454,0.42916891,179.99945068,,,,,-0.07567422,0.23757659,-9.80490780,0.00209270,0.00161785,-0.00756598,-0.30178401,-0.39007645,-0.46064866,0.02961074,0.33269536,1.02422965,,,,,,,3,,,,,,,,,
0.068016,63492,19543465,,178.61604309,0.43351856,-179.99856567,,,,,-0.08077119,0.22731528,-9.80974674,0.00619543,-0.00978829,-0.00293708,-0.43040720,-0.59404503,-0.42552060,0.02766006,0.33464858,1.02326131,,,,,,,3,,,,,,,,,
0.078038,63493,19543565,,178.61415100,0.43857956,-179.99661255,,,,,-0.08790824,0.22122546,-9.80287647,0.01271592,-0.01586139,-0.00989819,-0.01972390,-0.40737604,-0.13419660,0.02524022,0.33469018,1.02127075,,,,,,,3,,,,,,,,,
0.087966,63494,19543665,,178.61239624,0.44297102,-179.99169922,,,,,-0.06613808,0.23726787,-9.82042694,-0.01008726,-0.00088924,0.00786710,-0.41204762,-0.53066557,-0.53489100,0.02851379,0.33559504,1.02130151,,,,,,,3,,,,,,,,,
0.097934,63495,19543765,,178.61102295,0.44174567,-179.99021912,,,,,-0.06878120,0.24024910,-9.81111717,-0.00661653,0.00235111,-0.00134730,-0.07456952,0.37944107,-0.13488104,0.02901894,0.33462635,1.02178347,,,,,,,3,,,,,,,,,
