time_seconds,type,message
0.002,"telemetry","packetCounter: 20804 | sampleTimeFine: 15230953 | Roll: 179.36° Pitch: 0.47° Yaw: -153.86° | Acc: (-0.03, 0.12, -9.81) m/s² | Gyro: (-0.40, -0.30, -0.12) deg/s"
0.004,"telemetry","packetCounter: 20805 | sampleTimeFine: 15231053 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.11, -9.82) m/s² | Gyro: (-0.02, -0.26, -0.10) deg/s"
0.006,"telemetry","packetCounter: 20806 | sampleTimeFine: 15231153 | Roll: 179.36° Pitch: 0.47° Yaw: -153.88° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.59, -0.50, 0.25) deg/s"
0.008,"telemetry","packetCounter: 20807 | sampleTimeFine: 15231253 | Roll: 179.36° Pitch: 0.47° Yaw: -153.89° | Acc: (-0.04, 0.11, -9.82) m/s² | Gyro: (-0.31, -0.22, 0.03) deg/s"
0.009,"telemetry","packetCounter: 20808 | sampleTimeFine: 15231353 | Roll: 179.36° Pitch: 0.47° Yaw: -153.89° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.39, -0.27, -0.26) deg/s"
0.011,"telemetry","packetCounter: 20809 | sampleTimeFine: 15231453 | Roll: 179.36° Pitch: 0.47° Yaw: -153.89° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.25, -0.40, -0.83) deg/s"
0.013,"telemetry","packetCounter: 20810 | sampleTimeFine: 15231553 | Roll: 179.36° Pitch: 0.47° Yaw: -153.89° | Acc: (-0.02, 0.11, -9.81) m/s² | Gyro: (-0.55, 0.30, 0.16) deg/s"
0.015,"telemetry","packetCounter: 20811 | sampleTimeFine: 15231653 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.11, -9.80) m/s² | Gyro: (-0.61, -0.62, -0.19) deg/s"
0.016,"telemetry","packetCounter: 20812 | sampleTimeFine: 15231753 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.02, 0.12, -9.82) m/s² | Gyro: (-0.30, -0.09, 0.20) deg/s"
0.018,"telemetry","packetCounter: 20813 | sampleTimeFine: 15231853 | Roll: 179.35° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.11, -9.82) m/s² | Gyro: (-0.89, -0.50, -0.19) deg/s"
0.020,"telemetry","packetCounter: 20814 | sampleTimeFine: 15231953 | Roll: 179.35° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.12, -9.81) m/s² | Gyro: (-0.10, -0.34, -0.31) deg/s"
0.021,"telemetry","packetCounter: 20815 | sampleTimeFine: 15232053 | Roll: 179.35° Pitch: 0.47° Yaw: -153.86° | Acc: (-0.04, 0.12, -9.82) m/s² | Gyro: (-0.11, -0.18, -0.06) deg/s"
0.023,"telemetry","packetCounter: 20816 | sampleTimeFine: 15232153 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.25, -0.69, -0.49) deg/s"
0.025,"telemetry","packetCounter: 20817 | sampleTimeFine: 15232253 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.03, 0.11, -9.82) m/s² | Gyro: (0.35, -0.24, -0.26) deg/s"
0.027,"telemetry","packetCounter: 20818 | sampleTimeFine: 15232353 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.04, 0.12, -9.81) m/s² | Gyro: (-0.45, -0.09, -0.42) deg/s"
0.028,"telemetry","packetCounter: 20819 | sampleTimeFine: 15232453 | Roll: 179.36° Pitch: 0.47° Yaw: -153.88° | Acc: (-0.04, 0.12, -9.81) m/s² | Gyro: (-0.56, -0.06, -0.38) deg/s"
0.030,"telemetry","packetCounter: 20820 | sampleTimeFine: 15232553 | Roll: 179.36° Pitch: 0.47° Yaw: -153.88° | Acc: (-0.03, 0.11, -9.82) m/s² | Gyro: (-0.50, -0.45, -0.19) deg/s"
0.032,"telemetry","packetCounter: 20821 | sampleTimeFine: 15232653 | Roll: 179.36° Pitch: 0.47° Yaw: -153.87° | Acc: (-0.04, 0.12, -9.82) m/s² | Gyro: (0.24, 0.23, -0.17) deg/s"
0.034,"telemetry","packetCounter: 20822 | sampleTimeFine: 15232753 | Roll: 179.37° Pitch: 0.46° Yaw: -153.86° | Acc: (-0.02, 0.12, -9.82) m/s² | Gyro: (-0.15, -0.16, -0.13) deg/s"
0.035,"telemetry","packetCounter: 21472 | sampleTimeFine: 15299831 | Acc: (-0.03, 0.10, -7.36) m/s² | Gyro: (-0.30, 0.22, 0.12) deg/s"
0.037,"telemetry","packetCounter: 21473 | sampleTimeFine: 15299931 | Roll: 179.26° Pitch: 0.22° Yaw: 180.00° | Acc: (-0.04, 0.10, -9.81) m/s² | Gyro: (-0.22, -0.25, -0.31) deg/s"
0.039,"telemetry","packetCounter: 21474 | sampleTimeFine: 15300031 | Roll: 179.26° Pitch: 0.22° Yaw: -180.00° | Acc: (-0.04, 0.10, -9.81) m/s² | Gyro: (-0.92, -0.65, -0.34) deg/s"
0.049,"telemetry","packetCounter: 21475 | sampleTimeFine: 15300131 | Roll: 179.25° Pitch: 0.22° Yaw: -179.99° | Acc: (-0.04, 0.10, -9.81) m/s² | Gyro: (-0.33, -0.54, -0.50) deg/s"
0.059,"telemetry","packetCounter: 21476 | sampleTimeFine: 15300231 | Roll: 179.25° Pitch: 0.23° Yaw: -179.99° | Acc: (-0.04, 0.12, -9.82) m/s² | Gyro: (-0.24, -0.29, -0.59) deg/s"
0.069,"telemetry","packetCounter: 21477 | sampleTimeFine: 15300331 | Roll: 179.24° Pitch: 0.23° Yaw: -179.99° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.84, -0.37, -0.11) deg/s"
0.079,"telemetry","packetCounter: 21478 | sampleTimeFine: 15300431 | Roll: 179.24° Pitch: 0.24° Yaw: -179.98° | Acc: (-0.04, 0.11, -9.80) m/s² | Gyro: (0.04, -0.61, -0.29) deg/s"
0.089,"telemetry","packetCounter: 21479 | sampleTimeFine: 15300531 | Roll: 179.23° Pitch: 0.24° Yaw: -179.98° | Acc: (-0.02, 0.11, -9.82) m/s² | Gyro: (-0.68, -0.30, -0.23) deg/s"
0.099,"telemetry","packetCounter: 21480 | sampleTimeFine: 15300631 | Roll: 179.23° Pitch: 0.24° Yaw: -179.98° | Acc: (-0.03, 0.10, -9.82) m/s² | Gyro: (-0.27, -0.42, -0.44) deg/s"
0.110,"telemetry","packetCounter: 21481 | sampleTimeFine: 15300731 | Roll: 179.22° Pitch: 0.25° Yaw: -179.97° | Acc: (-0.04, 0.10, -9.82) m/s² | Gyro: (-0.62, -0.45, -0.41) deg/s"
0.120,"telemetry","packetCounter: 21482 | sampleTimeFine: 15300831 | Roll: 179.23° Pitch: 0.25° Yaw: -179.97° | Acc: (-0.04, 0.11, -9.82) m/s² | Gyro: (0.36, -0.15, -0.40) deg/s"
0.130,"telemetry","packetCounter: 21483 | sampleTimeFine: 15300931 | Roll: 179.23° Pitch: 0.25° Yaw: -179.96° | Acc: (-0.03, 0.11, -9.82) m/s² | Gyro: (-0.12, -0.34, -0.57) deg/s"
0.140,"telemetry","packetCounter: 21484 | sampleTimeFine: 15301031 | Roll: 179.23° Pitch: 0.26° Yaw: -179.96° | Acc: (-0.04, 0.10, -9.80) m/s² | Gyro: (0.21, -0.20, 0.01) deg/s"
0.150,"telemetry","packetCounter: 21485 | sampleTimeFine: 15301131 | Roll: 179.22° Pitch: 0.26° Yaw: -179.96° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.58, -0.51, -0.29) deg/s"
0.160,"telemetry","packetCounter: 21486 | sampleTimeFine: 15301231 | Roll: 179.22° Pitch: 0.27° Yaw: -179.96° | Acc: (-0.02, 0.11, -9.81) m/s² | Gyro: (-0.32, -0.47, -0.29) deg/s"
0.170,"telemetry","packetCounter: 21487 | sampleTimeFine: 15301331 | Roll: 179.22° Pitch: 0.27° Yaw: -179.95° | Acc: (-0.04, 0.10, -9.81) m/s² | Gyro: (-0.10, -0.07, -0.54) deg/s"
0.180,"telemetry","packetCounter: 21488 | sampleTimeFine: 15301431 | Roll: 179.21° Pitch: 0.27° Yaw: -179.94° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.68, -0.38, -0.78) deg/s"
0.190,"telemetry","packetCounter: 21489 | sampleTimeFine: 15301531 | Roll: 179.21° Pitch: 0.28° Yaw: -179.94° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.57, -0.49, 0.10) deg/s"
0.200,"telemetry","packetCounter: 21490 | sampleTimeFine: 15301631 | Roll: 179.20° Pitch: 0.28° Yaw: -179.94° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.73, -0.14, -0.37) deg/s"
0.210,"telemetry","packetCounter: 21491 | sampleTimeFine: 15301731 | Roll: 179.20° Pitch: 0.28° Yaw: -179.94° | Acc: (-0.03, 0.10, -9.82) m/s² | Gyro: (-0.10, -0.64, -0.60) deg/s"
0.220,"telemetry","packetCounter: 21492 | sampleTimeFine: 15301831 | Roll: 179.20° Pitch: 0.29° Yaw: -179.93° | Acc: (-0.03, 0.10, -9.81) m/s² | Gyro: (-0.52, -0.48, -0.18) deg/s"
0.230,"telemetry","packetCounter: 21493 | sampleTimeFine: 15301931 | Roll: 179.19° Pitch: 0.29° Yaw: -179.93° | Acc: (-0.03, 0.11, -9.83) m/s² | Gyro: (-0.48, -0.35, -0.22) deg/s"
0.240,"telemetry","packetCounter: 21494 | sampleTimeFine: 15302031 | Roll: 179.18° Pitch: 0.30° Yaw: -179.93° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.95, -0.41, -0.50) deg/s"
0.250,"telemetry","packetCounter: 21495 | sampleTimeFine: 15302131 | Roll: 179.18° Pitch: 0.30° Yaw: -179.92° | Acc: (-0.04, 0.11, -9.81) m/s² | Gyro: (-0.50, 0.16, -0.39) deg/s"
0.260,"telemetry","packetCounter: 21496 | sampleTimeFine: 15302231 | Roll: 179.17° Pitch: 0.30° Yaw: -179.92° | Acc: (-0.03, 0.12, -9.82) m/s² | Gyro: (-0.36, -0.02, 0.30) deg/s"
0.270,"telemetry","packetCounter: 21497 | sampleTimeFine: 15302331 | Roll: 179.17° Pitch: 0.30° Yaw: -179.92° | Acc: (-0.04, 0.11, -9.82) m/s² | Gyro: (-0.22, -0.17, -0.21) deg/s"
0.280,"telemetry","packetCounter: 21498 | sampleTimeFine: 15302431 | Roll: 179.16° Pitch: 0.30° Yaw: -179.92° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.25, 0.14, -0.75) deg/s"
0.290,"telemetry","packetCounter: 21499 | sampleTimeFine: 15302531 | Roll: 179.16° Pitch: 0.30° Yaw: -179.91° | Acc: (-0.03, 0.10, -9.81) m/s² | Gyro: (-0.29, -0.25, -0.15) deg/s"
0.300,"telemetry","packetCounter: 21500 | sampleTimeFine: 15302631 | Roll: 179.16° Pitch: 0.30° Yaw: -179.91° | Acc: (-0.03, 0.09, -9.81) m/s² | Gyro: (-0.46, -0.39, -0.12) deg/s"
0.310,"telemetry","packetCounter: 21501 | sampleTimeFine: 15302731 | Roll: 179.15° Pitch: 0.31° Yaw: -179.91° | Acc: (-0.03, 0.11, -9.81) m/s² | Gyro: (-0.49, -0.32, -0.13) deg/s"
0.322,"vibration","📊 ВИБРАЦИЯ: X=0.0064 Y=0.0067 Z=0.3430 | TOTAL=0.3431 m/s²"
0.322,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
