time_seconds,type,message
0.008,"telemetry","packetCounter: 26527 | sampleTimeFine: 15805331 | Roll: -178.47° Pitch: 0.52° Yaw: -54.92° | Acc: (-0.08, -0.24, -9.81) m/s² | Gyro: (-0.50, -0.30, -0.05) deg/s"
0.012,"telemetry","packetCounter: 26528 | sampleTimeFine: 15805431 | Roll: -178.47° Pitch: 0.52° Yaw: -54.92° | Acc: (-0.09, -0.25, -9.81) m/s² | Gyro: (-0.07, -0.39, -0.79) deg/s"
0.017,"telemetry","packetCounter: 26529 | sampleTimeFine: 15805531 | Roll: -178.47° Pitch: 0.52° Yaw: -54.92° | Acc: (-0.09, -0.25, -9.81) m/s² | Gyro: (-0.76, -0.70, 0.00) deg/s"
0.021,"telemetry","packetCounter: 26530 | sampleTimeFine: 15805631 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.09, -0.26, -9.82) m/s² | Gyro: (-0.71, -0.57, -0.60) deg/s"
0.026,"telemetry","packetCounter: 26531 | sampleTimeFine: 15805731 | Roll: -178.47° Pitch: 0.53° Yaw: -54.93° | Acc: (-0.08, -0.25, -9.81) m/s² | Gyro: (0.03, -0.38, -0.27) deg/s"
0.030,"telemetry","packetCounter: 26532 | sampleTimeFine: 15805831 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.08, -0.25, -9.80) m/s² | Gyro: (-0.55, -0.09, -0.60) deg/s"
0.035,"telemetry","packetCounter: 26533 | sampleTimeFine: 15805931 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.08, -0.25, -9.81) m/s² | Gyro: (-0.39, -0.29, -0.34) deg/s"
0.039,"telemetry","packetCounter: 26534 | sampleTimeFine: 15806031 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.09, -0.25, -9.81) m/s² | Gyro: (-0.04, -0.41, -0.28) deg/s"
0.043,"telemetry","packetCounter: 26535 | sampleTimeFine: 15806131 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.08, -0.24, -9.81) m/s² | Gyro: (-0.67, -0.07, 0.10) deg/s"
0.048,"telemetry","packetCounter: 26536 | sampleTimeFine: 15806231 | Roll: -178.48° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.09, -0.24, -9.82) m/s² | Gyro: (-0.79, -0.60, 0.04) deg/s"
0.052,"telemetry","packetCounter: 26537 | sampleTimeFine: 15806331 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.10, -0.26, -9.81) m/s² | Gyro: (0.16, 0.28, -0.33) deg/s"
0.057,"telemetry","packetCounter: 26538 | sampleTimeFine: 15806431 | Roll: -178.47° Pitch: 0.53° Yaw: -54.92° | Acc: (-0.08, -0.25, -9.81) m/s² | Gyro: (-0.24, -0.15, -0.30) deg/s"
0.061,"telemetry","packetCounter: 26539 | sampleTimeFine: 15806531 | Roll: -178.47° Pitch: 0.52° Yaw: -54.92° | Acc: (-0.09, -0.26, -9.80) m/s² | Gyro: (-0.54, -0.18, -0.29) deg/s"
0.066,"telemetry","packetCounter: 26540 | sampleTimeFine: 15806631 | Roll: -178.47° Pitch: 0.52° Yaw: -54.91° | Acc: (-0.09, -0.24, -9.81) m/s² | Gyro: (-0.39, -0.18, -0.57) deg/s"
0.070,"telemetry","packetCounter: 26541 | sampleTimeFine: 15806731 | Roll: -178.48° Pitch: 0.52° Yaw: -54.91° | Acc: (-0.08, -0.24, -9.81) m/s² | Gyro: (-0.36, 0.09, -0.45) deg/s"
0.074,"telemetry","packetCounter: 26542 | sampleTimeFine: 15806831 | Roll: -178.47° Pitch: 0.52° Yaw: -54.91° | Acc: (-0.08, -0.25, -9.82) m/s² | Gyro: (-0.53, -0.09, -0.75) deg/s"
0.079,"telemetry","packetCounter: 26543 | sampleTimeFine: 15806931 | Roll: -178.47° Pitch: 0.52° Yaw: -54.90° | Acc: (-0.08, -0.25, -9.80) m/s² | Gyro: (0.05, -0.33, -0.12) deg/s"
0.083,"telemetry","packetCounter: 26544 | sampleTimeFine: 15807031 | Roll: -178.47° Pitch: 0.51° Yaw: -54.91° | Acc: (-0.08, -0.25, -9.81) m/s² | Gyro: (-0.22, 0.49, -0.30) deg/s"
0.088,"telemetry","packetCounter: 29800 | sampleTimeFine: 16134751 | Acc: (-0.11, -0.07, -7.36) m/s² | Gyro: (0.08, -0.35, -1.11) deg/s"
0.092,"telemetry","packetCounter: 29801 | sampleTimeFine: 16134851 | Roll: -179.46° Pitch: 0.92° Yaw: -179.99° | Acc: (-0.14, -0.09, -9.81) m/s² | Gyro: (-0.02, -0.25, -0.16) deg/s"
0.097,"telemetry","packetCounter: 29802 | sampleTimeFine: 16134951 | Roll: -179.46° Pitch: 0.93° Yaw: -179.99° | Acc: (-0.16, -0.10, -9.81) m/s² | Gyro: (0.00, -0.93, -0.37) deg/s"
0.101,"telemetry","packetCounter: 29803 | sampleTimeFine: 16135051 | Roll: -179.46° Pitch: 0.94° Yaw: -179.99° | Acc: (-0.15, -0.09, -9.81) m/s² | Gyro: (-0.09, -0.18, 0.20) deg/s"
0.106,"telemetry","packetCounter: 29804 | sampleTimeFine: 16135151 | Roll: -179.46° Pitch: 0.94° Yaw: -179.99° | Acc: (-0.15, -0.08, -9.81) m/s² | Gyro: (-0.10, 0.00, -0.32) deg/s"
