time_seconds,type,message
0.007,"telemetry","packetCounter: 12995 | sampleTimeFine: 14458501 | Roll: -179.17° Pitch: 0.39° Yaw: -169.36° | Acc: (-0.04, -0.14, -9.81) m/s² | Gyro: (-0.41, -0.49, -0.36) deg/s"
0.012,"telemetry","packetCounter: 12996 | sampleTimeFine: 14458601 | Roll: -179.17° Pitch: 0.39° Yaw: -169.37° | Acc: (-0.04, -0.15, -9.80) m/s² | Gyro: (-0.54, 0.10, -0.22) deg/s"
0.016,"telemetry","packetCounter: 12997 | sampleTimeFine: 14458701 | Roll: -179.17° Pitch: 0.38° Yaw: -169.38° | Acc: (-0.03, -0.14, -9.81) m/s² | Gyro: (-0.11, 0.15, -0.21) deg/s"
0.020,"telemetry","packetCounter: 12998 | sampleTimeFine: 14458801 | Roll: -179.17° Pitch: 0.39° Yaw: -169.39° | Acc: (-0.04, -0.14, -9.81) m/s² | Gyro: (-0.64, -0.52, -0.28) deg/s"
0.025,"telemetry","packetCounter: 12999 | sampleTimeFine: 14458901 | Roll: -179.17° Pitch: 0.39° Yaw: -169.40° | Acc: (-0.04, -0.15, -9.81) m/s² | Gyro: (-0.47, -0.25, -0.46) deg/s"
0.029,"telemetry","packetCounter: 13000 | sampleTimeFine: 14459001 | Roll: -179.17° Pitch: 0.38° Yaw: -169.41° | Acc: (-0.04, -0.14, -9.82) m/s² | Gyro: (-0.07, 0.02, -0.56) deg/s"
0.033,"telemetry","packetCounter: 13001 | sampleTimeFine: 14459101 | Roll: -179.17° Pitch: 0.38° Yaw: -169.42° | Acc: (-0.04, -0.15, -9.81) m/s² | Gyro: (-0.27, -0.07, 0.11) deg/s"
0.037,"telemetry","packetCounter: 13002 | sampleTimeFine: 14459201 | Roll: -179.17° Pitch: 0.38° Yaw: -169.43° | Acc: (-0.03, -0.14, -9.80) m/s² | Gyro: (0.27, -0.06, -0.64) deg/s"
0.041,"telemetry","packetCounter: 13003 | sampleTimeFine: 14459301 | Roll: -179.17° Pitch: 0.38° Yaw: -169.44° | Acc: (-0.03, -0.14, -9.81) m/s² | Gyro: (-0.28, -0.76, -0.04) deg/s"
0.046,"telemetry","packetCounter: 13004 | sampleTimeFine: 14459401 | Roll: -179.16° Pitch: 0.39° Yaw: -169.45° | Acc: (-0.03, -0.14, -9.81) m/s² | Gyro: (-0.17, -0.42, 0.31) deg/s"
0.050,"telemetry","packetCounter: 13005 | sampleTimeFine: 14459501 | Roll: -179.17° Pitch: 0.39° Yaw: -169.46° | Acc: (-0.04, -0.15, -9.81) m/s² | Gyro: (-0.84, -0.44, -0.35) deg/s"
0.054,"telemetry","packetCounter: 13006 | sampleTimeFine: 14459601 | Roll: -179.17° Pitch: 0.39° Yaw: -169.46° | Acc: (-0.04, -0.14, -9.81) m/s² | Gyro: (-0.39, -0.25, -0.53) deg/s"
0.058,"telemetry","packetCounter: 13007 | sampleTimeFine: 14459701 | Roll: -179.17° Pitch: 0.39° Yaw: -169.47° | Acc: (-0.04, -0.14, -9.81) m/s² | Gyro: (-0.32, -0.26, 0.04) deg/s"
0.063,"telemetry","packetCounter: 13008 | sampleTimeFine: 14459801 | Roll: -179.17° Pitch: 0.39° Yaw: -169.48° | Acc: (-0.04, -0.16, -9.82) m/s² | Gyro: (-0.49, -0.13, -0.11) deg/s"
0.067,"telemetry","packetCounter: 13009 | sampleTimeFine: 14459901 | Roll: -179.17° Pitch: 0.38° Yaw: -169.49° | Acc: (-0.02, -0.14, -9.82) m/s² | Gyro: (-0.25, 0.08, -0.21) deg/s"
0.071,"telemetry","packetCounter: 13010 | sampleTimeFine: 14460001 | Roll: -179.17° Pitch: 0.39° Yaw: -169.50° | Acc: (-0.03, -0.14, -9.81) m/s² | Gyro: (-0.33, -1.08, -0.30) deg/s"
0.075,"telemetry","packetCounter: 13011 | sampleTimeFine: 14460101 | Roll: -179.17° Pitch: 0.39° Yaw: -169.50° | Acc: (-0.02, -0.15, -9.81) m/s² | Gyro: (-0.37, -0.23, -0.09) deg/s"
0.080,"telemetry","packetCounter: 13012 | sampleTimeFine: 14460201 | Roll: -179.17° Pitch: 0.39° Yaw: -169.49° | Acc: (-0.03, -0.15, -9.81) m/s² | Gyro: (0.30, 0.28, -0.09) deg/s"
0.084,"telemetry","packetCounter: 13620 | sampleTimeFine: 14523099 | Acc: (-0.01, -0.10, -7.37) m/s² | Gyro: (-0.21, 0.08, -0.19) deg/s"
0.089,"telemetry","packetCounter: 13621 | sampleTimeFine: 14523199 | Roll: -179.21° Pitch: 0.13° Yaw: -180.00° | Acc: (-0.04, -0.15, -9.81) m/s² | Gyro: (-0.65, -0.59, -0.24) deg/s"
0.093,"telemetry","packetCounter: 13622 | sampleTimeFine: 14523299 | Roll: -179.21° Pitch: 0.13° Yaw: -180.00° | Acc: (-0.04, -0.15, -9.80) m/s² | Gyro: (-0.03, -0.56, -0.01) deg/s"
0.097,"telemetry","packetCounter: 13623 | sampleTimeFine: 14523399 | Roll: -179.22° Pitch: 0.14° Yaw: -180.00° | Acc: (0.01, -0.19, -9.80) m/s² | Gyro: (-0.61, -0.35, 0.27) deg/s"
0.101,"telemetry","packetCounter: 13624 | sampleTimeFine: 14523499 | Roll: -179.21° Pitch: 0.13° Yaw: -180.00° | Acc: (-0.02, -0.14, -9.81) m/s² | Gyro: (0.77, 0.42, -0.37) deg/s"
0.105,"telemetry","packetCounter: 13625 | sampleTimeFine: 14523599 | Roll: -179.21° Pitch: 0.14° Yaw: -179.99° | Acc: (-0.06, -0.07, -9.83) m/s² | Gyro: (-0.66, -0.65, -0.22) deg/s"
0.110,"telemetry","packetCounter: 13626 | sampleTimeFine: 14523699 | Roll: -179.21° Pitch: 0.14° Yaw: -179.99° | Acc: (-0.07, -0.10, -9.81) m/s² | Gyro: (0.07, -0.23, -0.90) deg/s"
0.114,"telemetry","packetCounter: 13627 | sampleTimeFine: 14523799 | Roll: -179.22° Pitch: 0.14° Yaw: -179.98° | Acc: (-0.02, -0.17, -9.81) m/s² | Gyro: (-0.45, 0.28, -0.87) deg/s"
0.118,"telemetry","packetCounter: 13628 | sampleTimeFine: 14523899 | Roll: -179.23° Pitch: 0.14° Yaw: -179.97° | Acc: (-0.06, -0.13, -9.83) m/s² | Gyro: (-0.98, -0.16, -0.48) deg/s"
0.122,"telemetry","packetCounter: 13629 | sampleTimeFine: 14523999 | Roll: -179.23° Pitch: 0.14° Yaw: -179.97° | Acc: (-0.08, -0.25, -9.81) m/s² | Gyro: (0.94, -0.02, 0.20) deg/s"
