time_s,label,confidence,p_fault
0.8497,normal,0.825000,0.175000
0.9488,normal,0.792500,0.207500
1.0468,normal,0.872500,0.127500
1.1557,normal,0.897500,0.102500
1.2554,normal,0.915000,0.085000
1.3559,normal,0.990000,0.010000
1.4559,normal,0.985000,0.015000
1.5553,normal,0.990000,0.010000
1.6556,normal,0.985000,0.015000
1.7553,normal,0.965000,0.035000
1.8558,normal,0.967500,0.032500
1.9559,normal,0.952500,0.047500
2.0555,normal,0.917500,0.082500
2.1553,normal,0.902500,0.097500
2.2558,normal,0.857500,0.142500
2.3548,normal,0.850000,0.150000
2.4529,normal,0.840000,0.160000
2.5560,normal,0.880000,0.120000
2.6552,normal,0.857500,0.142500
2.7541,normal,0.905000,0.095000
2.8556,normal,0.912500,0.087500
2.9558,normal,0.912500,0.087500
3.0559,normal,0.897500,0.102500
3.1552,normal,0.912500,0.087500
3.2552,normal,0.965000,0.035000
3.3561,normal,0.987500,0.012500
3.4551,normal,0.980000,0.020000
3.5556,normal,0.995000,0.005000
3.6548,normal,0.992500,0.007500
3.7556,normal,0.987500,0.012500
3.8559,normal,0.982500,0.017500
3.9553,normal,0.982500,0.017500
4.0549,normal,0.995000,0.005000
4.1557,normal,0.990000,0.010000
4.2559,normal,0.985000,0.015000
4.3564,normal,0.985000,0.015000
4.4559,normal,0.995000,0.005000
4.5558,normal,0.985000,0.015000
4.6561,normal,0.980000,0.020000
4.7560,normal,0.987500,0.012500
4.8550,normal,0.960000,0.040000
4.9507,normal,0.922500,0.077500
5.0553,normal,0.925000,0.075000
5.1553,normal,0.910000,0.090000
5.2555,normal,0.920000,0.080000
5.3551,normal,0.932500,0.067500
5.4561,normal,0.917500,0.082500
5.5560,normal,0.907500,0.092500
5.6556,normal,0.935000,0.065000
5.7554,normal,0.927500,0.072500
5.8551,normal,0.935000,0.065000
5.9556,normal,0.932500,0.067500
6.0568,normal,0.950000,0.050000
6.1566,normal,0.957500,0.042500
6.2556,normal,0.937500,0.062500
6.3556,normal,0.970000,0.030000
6.4555,normal,0.967500,0.032500
6.5551,normal,0.965000,0.035000
6.6547,normal,0.947500,0.052500
6.7558,normal,0.947500,0.052500
6.8550,normal,0.915000,0.085000
6.9550,normal,0.892500,0.107500
7.0547,normal,0.892500,0.107500
7.1562,normal,0.840000,0.160000
7.2572,normal,0.912500,0.087500
7.3556,normal,0.970000,0.030000
7.4556,normal,0.980000,0.020000
7.5554,normal,0.950000,0.050000
7.6536,normal,0.917500,0.082500
7.7562,normal,0.902500,0.097500
7.8557,normal,0.872500,0.127500
7.9549,normal,0.845000,0.155000
8.0543,normal,0.810000,0.190000
8.1529,normal,0.825000,0.175000
8.2566,normal,0.850000,0.150000
8.3571,normal,0.882500,0.117500
8.4552,normal,0.885000,0.115000
8.5550,normal,0.942500,0.057500
8.6546,normal,0.977500,0.022500
8.7556,normal,0.972500,0.027500
8.8499,normal,0.977500,0.022500
8.9561,normal,0.952500,0.047500
9.0534,normal,0.942500,0.057500
9.1541,normal,0.812500,0.187500
9.2541,normal,0.722500,0.277500
9.3532,normal,0.677500,0.322500
9.4536,normal,0.682500,0.317500
9.5539,normal,0.697500,0.302500
9.6546,normal,0.675000,0.325000
9.7548,normal,0.665000,0.335000
9.8551,normal,0.622500,0.377500
9.9534,normal,0.657500,0.342500
10.0533,normal,0.610000,0.390000
10.1536,normal,0.567500,0.432500
10.2548,fault,0.510000,0.510000
10.3540,fault,0.530000,0.530000
10.4546,normal,0.512500,0.487500
10.5539,fault,0.615000,0.615000
10.6554,fault,0.517500,0.517500
10.7531,normal,0.565000,0.435000
10.8547,fault,0.522500,0.522500
10.9543,fault,0.540000,0.540000
11.0555,normal,0.822500,0.177500
11.1548,normal,0.925000,0.075000
11.2550,normal,0.975000,0.025000
11.3547,normal,0.987500,0.012500
11.4545,normal,0.912500,0.087500
11.5544,normal,0.872500,0.127500
11.6534,normal,0.742500,0.257500
11.7541,normal,0.745000,0.255000
11.8550,normal,0.742500,0.257500
11.9537,normal,0.730000,0.270000
12.0537,normal,0.742500,0.257500
12.1543,normal,0.762500,0.237500
12.2547,normal,0.805000,0.195000
12.3544,normal,0.835000,0.165000
12.4543,normal,0.770000,0.230000
12.5535,normal,0.812500,0.187500
12.6554,normal,0.835000,0.165000
12.7549,normal,0.867500,0.132500
12.8545,normal,0.870000,0.130000
12.9541,normal,0.945000,0.055000
13.0529,normal,0.920000,0.080000
13.1540,normal,0.912500,0.087500
13.2547,normal,0.932500,0.067500
13.3541,normal,0.952500,0.047500
13.4553,normal,0.970000,0.030000
13.5548,normal,0.962500,0.037500
13.6530,normal,0.940000,0.060000
13.7541,normal,0.952500,0.047500
13.8540,normal,0.950000,0.050000
13.9542,normal,0.967500,0.032500
14.0538,normal,0.982500,0.017500
14.1526,normal,0.997500,0.002500
14.2553,normal,0.995000,0.005000
14.3538,normal,0.940000,0.060000
14.4543,normal,0.600000,0.400000
14.5538,fault,0.535000,0.535000
14.6543,fault,0.562500,0.562500
14.7536,fault,0.575000,0.575000
14.8540,fault,0.525000,0.525000
14.9536,normal,0.635000,0.365000
15.0539,normal,0.605000,0.395000
15.1536,normal,0.642500,0.357500
15.2539,normal,0.625000,0.375000
15.3538,normal,0.697500,0.302500
15.4437,normal,0.715000,0.285000
15.5543,normal,0.725000,0.275000
15.6536,normal,0.712500,0.287500
15.7540,normal,0.755000,0.245000
15.8544,normal,0.740000,0.260000
15.9554,normal,0.730000,0.270000
16.0539,normal,0.740000,0.260000
16.1537,normal,0.705000,0.295000
16.2549,normal,0.755000,0.245000
16.3541,normal,0.737500,0.262500
16.4557,normal,0.707500,0.292500
16.5545,normal,0.707500,0.292500
16.6528,normal,0.710000,0.290000
16.7542,normal,0.797500,0.202500
16.8552,normal,0.765000,0.235000
16.9503,normal,0.760000,0.240000
17.0542,normal,0.520000,0.480000
17.1539,fault,0.532500,0.532500
17.2541,fault,0.522500,0.522500
17.3544,fault,0.502500,0.502500
17.4540,fault,0.542500,0.542500
17.5548,fault,0.517500,0.517500
17.6554,normal,0.510000,0.490000
17.7545,normal,0.652500,0.347500
17.8537,normal,0.752500,0.247500
17.9535,normal,0.765000,0.235000
18.0542,normal,0.942500,0.057500
18.1526,normal,0.942500,0.057500
18.2533,normal,0.955000,0.045000
18.3525,normal,0.965000,0.035000
18.4528,normal,0.972500,0.027500
18.5533,normal,0.970000,0.030000
18.6533,normal,0.942500,0.057500
18.7528,normal,0.932500,0.067500
18.8533,normal,0.877500,0.122500
18.9532,normal,0.722500,0.277500
19.0535,normal,0.612500,0.387500
19.1530,normal,0.520000,0.480000
19.2533,normal,0.595000,0.405000
19.3529,normal,0.577500,0.422500
19.4540,normal,0.537500,0.462500
19.5928,normal,0.517500,0.482500
