time_s,p_fault,fault_bin
0.3082,0.097539,0
0.3183,0.244796,0
0.3276,0.380770,0
0.3376,0.488917,0
0.3476,0.568711,1
0.3577,0.626486,1
0.3676,0.674568,1
0.3776,0.715502,1
0.3876,0.744920,1
0.3976,0.768160,1
0.4076,0.784622,1
0.4176,0.796051,1
0.4276,0.804564,1
0.4376,0.809435,1
0.4476,0.814862,1
0.4576,0.820147,1
0.4676,0.822968,1
0.4775,0.824811,1
0.4875,0.824800,1
0.4976,0.824861,1
0.5076,0.826014,1
0.5176,0.811967,1
0.5276,0.798299,1
0.5376,0.782282,1
0.5476,0.765969,1
0.5576,0.749267,1
0.5676,0.732368,1
0.5776,0.714994,1
0.5876,0.697253,1
0.5976,0.678632,1
0.6076,0.660987,1
0.6176,0.642994,1
0.6276,0.625944,1
0.6376,0.608316,1
0.6476,0.589436,1
0.6576,0.571178,1
0.6676,0.555507,1
0.6776,0.544971,1
0.6876,0.534727,1
0.6976,0.523667,1
0.7075,0.512375,1
0.7176,0.499830,0
0.7276,0.486600,0
0.7376,0.473991,0
0.7476,0.463741,0
0.7575,0.461096,0
0.7675,0.459308,0
0.7775,0.461055,0
0.7876,0.462975,0
0.7976,0.459841,0
