time_seconds,total,rms_x,rms_y,rms_z,baseline_total,baseline_x,baseline_y,baseline_z,d2,ewma_d2,p_fault,decision
0.008,0.522848,0.210895,0.293796,0.377593,0.645265,0.243020,0.398213,0.434662,1.0057,0.8203,0.0643,NORMAL
0.008,0.516099,0.209877,0.294156,0.368485,0.640640,0.241833,0.394488,0.432292,1.0035,0.8295,0.0655,NORMAL
0.009,0.512113,0.200208,0.293769,0.368614,0.636077,0.240355,0.390912,0.430031,1.0009,0.8380,0.0667,NORMAL
0.009,0.515067,0.208510,0.287716,0.372877,0.631816,0.239234,0.387278,0.428019,0.9450,0.8434,0.0675,NORMAL
0.009,0.521836,0.210006,0.295082,0.375682,0.627972,0.238212,0.384056,0.426190,0.7385,0.8381,0.0667,NORMAL
0.009,0.524645,0.210589,0.298964,0.376198,0.624387,0.237254,0.381103,0.424455,0.6296,0.8277,0.0653,NORMAL
0.009,0.527023,0.208770,0.295766,0.383002,0.621031,0.236272,0.378161,0.423026,0.5954,0.8161,0.0637,NORMAL
0.009,0.523210,0.210969,0.288584,0.382047,0.617680,0.235405,0.375093,0.421622,0.6632,0.8085,0.0627,NORMAL
0.009,0.527648,0.223681,0.287578,0.381678,0.614614,0.235006,0.372113,0.420262,0.7114,0.8036,0.0620,NORMAL
0.009,0.523818,0.222926,0.285181,0.378631,0.611539,0.234597,0.369168,0.418852,0.7190,0.7994,0.0615,NORMAL
0.010,0.526255,0.207973,0.296083,0.382134,0.608665,0.233700,0.366706,0.417615,0.4477,0.7818,0.0591,NORMAL
0.010,0.525711,0.214958,0.305310,0.370070,0.605884,0.233071,0.364647,0.416021,0.3745,0.7614,0.0565,NORMAL
0.010,0.531284,0.211006,0.316597,0.370818,0.603394,0.232335,0.363044,0.414512,0.2912,0.7379,0.0534,NORMAL
0.010,0.527180,0.211004,0.312429,0.368489,0.600861,0.231626,0.361361,0.412982,0.3048,0.7163,0.0507,NORMAL
0.010,0.536783,0.209327,0.313546,0.382108,0.598740,0.230888,0.359779,0.411960,0.2222,0.6916,0.0476,NORMAL
0.010,0.537827,0.209788,0.313185,0.383617,0.596731,0.230192,0.358242,0.411026,0.2000,0.6670,0.0447,NORMAL
0.010,0.547358,0.210882,0.335195,0.377854,0.595109,0.229558,0.357485,0.409936,0.1768,0.6425,0.0418,NORMAL
0.010,0.553701,0.230942,0.332185,0.378026,0.593752,0.229603,0.356656,0.408891,0.1221,0.6165,0.0388,NORMAL
0.011,0.553893,0.230964,0.329417,0.380706,0.592451,0.229647,0.355767,0.407970,0.1142,0.5913,0.0360,NORMAL
0.011,0.559672,0.234240,0.327153,0.389019,0.591384,0.229797,0.354835,0.407353,0.1129,0.5674,0.0334,NORMAL
0.011,0.572974,0.247588,0.331963,0.395981,0.590786,0.230374,0.354093,0.406984,0.2345,0.5508,0.0316,NORMAL
0.011,0.568010,0.247014,0.329456,0.391252,0.590049,0.230913,0.353295,0.406475,0.2409,0.5353,0.0300,NORMAL
0.011,0.557782,0.244900,0.328997,0.378029,0.589006,0.231365,0.352510,0.405556,0.2424,0.5206,0.0285,NORMAL
0.011,0.572078,0.241055,0.331977,0.398694,0.588461,0.231677,0.351848,0.405335,0.0968,0.4994,0.0264,NORMAL
0.011,0.587223,0.237330,0.330426,0.423467,0.588421,0.231859,0.351159,0.405918,0.0578,0.4774,0.0243,NORMAL
0.011,0.596585,0.240441,0.331430,0.433885,0.588683,0.232135,0.350526,0.406816,0.0953,0.4583,0.0226,NORMAL
0.012,0.596164,0.241122,0.331931,0.432542,0.588923,0.232422,0.349930,0.407640,0.0904,0.4399,0.0209,NORMAL
0.012,0.649969,0.258749,0.350450,0.482384,0.590875,0.233264,0.349947,0.410030,0.5024,0.4430,0.0212,NORMAL
0.012,0.669346,0.262084,0.359281,0.500253,0.593380,0.234185,0.350245,0.412911,0.6632,0.4540,0.0222,NORMAL
0.012,0.670033,0.262677,0.357793,0.501926,0.595824,0.235093,0.350486,0.415748,0.6488,0.4637,0.0231,NORMAL
0.012,0.666491,0.261044,0.358998,0.497178,0.598073,0.235919,0.350757,0.418340,0.5390,0.4675,0.0234,NORMAL
0.012,0.689472,0.258207,0.358302,0.529453,0.600978,0.236627,0.350996,0.421872,0.7996,0.4841,0.0250,NORMAL
0.012,0.695180,0.275624,0.358293,0.528141,0.603969,0.237865,0.351228,0.425246,1.0682,0.5133,0.0278,NORMAL
0.012,0.708278,0.279308,0.358391,0.543323,0.607276,0.239179,0.351455,0.428990,1.2914,0.5522,0.0318,NORMAL
0.013,0.710041,0.279006,0.354777,0.548131,0.610531,0.240441,0.351560,0.432763,1.3025,0.5897,0.0358,NORMAL
0.013,0.711583,0.279461,0.358841,0.547251,0.613728,0.241675,0.351791,0.436385,1.1852,0.6195,0.0391,NORMAL
0.013,0.720381,0.283190,0.373148,0.547278,0.617099,0.242987,0.352466,0.439890,1.1406,0.6456,0.0421,NORMAL
0.013,0.736019,0.283331,0.375949,0.565782,0.620854,0.244261,0.353207,0.443866,1.3045,0.6785,0.0460,NORMAL
0.013,0.742387,0.285748,0.366335,0.579039,0.624689,0.245570,0.353621,0.448130,1.5292,0.7210,0.0513,NORMAL
0.013,0.745741,0.290358,0.365598,0.581516,0.628505,0.246982,0.353999,0.452335,1.6095,0.7655,0.0570,NORMAL
0.013,0.745714,0.291248,0.365517,0.581086,0.632197,0.248376,0.354362,0.456390,1.5295,0.8037,0.0620,NORMAL
0.013,0.751328,0.287114,0.365684,0.590198,0.635946,0.249596,0.354718,0.460602,1.4700,0.8370,0.0666,NORMAL
0.014,0.752945,0.286542,0.365656,0.592549,0.639626,0.250758,0.355062,0.464752,1.4047,0.8654,0.0705,NORMAL
0.014,0.753904,0.286122,0.367265,0.592977,0.643219,0.251869,0.355446,0.468783,1.3009,0.8871,0.0736,NORMAL
0.014,0.765181,0.291819,0.385760,0.592902,0.647050,0.253124,0.356398,0.472682,1.2738,0.9065,0.0764,NORMAL
0.014,0.779784,0.292534,0.398865,0.602821,0.651218,0.254362,0.357732,0.476768,1.3821,0.9303,0.0798,NORMAL
0.014,0.781202,0.292489,0.398790,0.604726,0.655297,0.255558,0.359020,0.480784,1.3207,0.9498,0.0827,NORMAL
0.014,0.779261,0.295835,0.401550,0.598738,0.659185,0.256822,0.360354,0.484483,1.2406,0.9643,0.0848,NORMAL
0.014,0.776427,0.296337,0.400748,0.595335,0.662860,0.258060,0.361620,0.487959,1.1301,0.9726,0.0861,NORMAL
0.014,0.783037,0.296398,0.402790,0.602541,0.666626,0.259262,0.362910,0.491549,1.1539,0.9817,0.0874,NORMAL
0.015,0.786702,0.294504,0.409413,0.603779,0.670388,0.260366,0.364367,0.495065,1.1156,0.9884,0.0884,NORMAL
0.015,0.780468,0.296676,0.411355,0.593213,0.673834,0.261503,0.365838,0.498138,0.9917,0.9885,0.0885,NORMAL
0.015,0.782295,0.301436,0.411685,0.592991,0.677229,0.262753,0.367273,0.501107,1.0089,0.9896,0.0886,NORMAL
0.015,0.802689,0.300713,0.442069,0.598712,0.681155,0.263940,0.369614,0.504161,1.4094,1.0105,0.0918,NORMAL
0.015,0.799597,0.305687,0.436808,0.595911,0.684860,0.265246,0.371716,0.507031,1.2690,1.0235,0.0938,NORMAL
0.015,0.797321,0.307155,0.432413,0.595312,0.688376,0.266557,0.373614,0.509791,1.1443,1.0295,0.0947,NORMAL
0.015,0.795715,0.321287,0.431774,0.586096,0.691732,0.268268,0.375432,0.512177,1.2930,1.0427,0.0967,NORMAL
0.015,0.796789,0.320060,0.424563,0.593447,0.695015,0.269886,0.376967,0.514717,1.1741,1.0493,0.0978,NORMAL
0.016,0.791883,0.309996,0.423021,0.593325,0.698042,0.271140,0.378406,0.517173,0.8717,1.0404,0.0964,NORMAL
0.016,0.826581,0.310027,0.485478,0.592815,0.702057,0.272354,0.381751,0.519536,1.9728,1.0870,0.1037,NORMAL
0.016,0.817450,0.312315,0.477762,0.585172,0.705661,0.273602,0.384749,0.521586,1.6187,1.1136,0.1079,NORMAL
0.016,0.821447,0.308343,0.473153,0.596511,0.709277,0.274687,0.387510,0.523925,1.4646,1.1311,0.1107,NORMAL
0.016,0.837281,0.319473,0.464999,0.618670,0.713273,0.276085,0.389929,0.526883,1.4846,1.1488,0.1135,NORMAL
0.016,0.844275,0.321117,0.477019,0.618173,0.717362,0.277491,0.392647,0.529733,1.6407,1.1734,0.1175,NORMAL
0.016,0.840696,0.321397,0.493740,0.599745,0.721211,0.278861,0.395802,0.531917,1.7717,1.2033,0.1224,NORMAL
0.016,0.867102,0.335404,0.494626,0.628264,0.725763,0.280625,0.398886,0.534924,2.1008,1.2482,0.1299,NORMAL
0.017,0.871996,0.335224,0.481197,0.645330,0.730325,0.282329,0.401454,0.538368,1.8746,1.2795,0.1352,NORMAL
0.017,0.880893,0.339839,0.495810,0.643937,0.735022,0.284123,0.404397,0.541661,2.1051,1.3208,0.1422,NORMAL
0.017,0.889279,0.341939,0.497670,0.652855,0.739833,0.285926,0.407306,0.545129,2.1426,1.3619,0.1492,NORMAL
0.017,0.899743,0.340890,0.497919,0.667389,0.744820,0.287640,0.410132,0.548942,2.1501,1.4013,0.1560,NORMAL
0.017,0.896764,0.340142,0.493720,0.666881,0.749558,0.289277,0.412739,0.552620,1.9224,1.4274,0.1606,NORMAL
0.017,0.909436,0.340100,0.516612,0.666722,0.754543,0.290862,0.415977,0.556177,2.2736,1.4697,0.1680,NORMAL
0.017,0.917485,0.351319,0.523508,0.666554,0.759623,0.292747,0.419330,0.559618,2.4751,1.5199,0.1769,NORMAL
0.017,0.922443,0.350712,0.536748,0.663177,0.764698,0.294554,0.422990,0.562847,2.5947,1.5737,0.1865,NORMAL
0.017,0.925498,0.349907,0.536454,0.668079,0.769710,0.296279,0.426526,0.566127,2.4665,1.6183,0.1945,NORMAL
0.018,0.936829,0.364470,0.537746,0.675011,0.774919,0.298404,0.429993,0.569520,2.6975,1.6723,0.2043,NORMAL
0.018,0.936191,0.366404,0.535394,0.674948,0.779945,0.300523,0.433278,0.572806,2.5296,1.7151,0.2120,NORMAL
0.018,0.920102,0.354419,0.545161,0.650980,0.784313,0.302203,0.436764,0.575242,2.1318,1.7360,0.2158,NORMAL
0.018,0.909341,0.352950,0.538859,0.641839,0.788209,0.303784,0.439946,0.577317,1.7695,1.7377,0.2161,NORMAL
0.018,0.916360,0.352491,0.549942,0.642673,0.792201,0.305302,0.443373,0.579354,1.9031,1.7459,0.2176,NORMAL
0.018,0.926334,0.369065,0.555069,0.643261,0.796381,0.307288,0.446853,0.581345,2.1588,1.7666,0.2214,NORMAL
0.018,0.920533,0.367475,0.574797,0.618023,0.800248,0.309164,0.450839,0.582487,2.2056,1.7885,0.2254,NORMAL
0.019,0.916499,0.354112,0.575669,0.619016,0.803870,0.310564,0.454728,0.583625,1.9638,1.7973,0.2270,NORMAL
0.019,0.906280,0.353528,0.575456,0.604327,0.807060,0.311902,0.458488,0.584270,1.7264,1.7937,0.2264,NORMAL
0.019,0.899783,0.353530,0.584633,0.585517,0.809948,0.313199,0.462418,0.584309,1.6803,1.7881,0.2253,NORMAL
0.019,0.904898,0.353268,0.592703,0.585444,0.812906,0.314447,0.466476,0.584344,1.7386,1.7856,0.2249,NORMAL
0.019,0.906296,0.350119,0.596394,0.585750,0.815815,0.315558,0.470523,0.584388,1.7094,1.7818,0.2242,NORMAL
0.019,0.895695,0.350395,0.597027,0.568376,0.818303,0.316643,0.474463,0.583889,1.4920,1.7673,0.2215,NORMAL
0.019,0.885200,0.351753,0.600289,0.547267,0.820386,0.317737,0.478381,0.582749,1.3251,1.7452,0.2175,NORMAL
0.019,0.888848,0.349113,0.603672,0.551137,0.822518,0.318714,0.482283,0.581764,1.3228,1.7241,0.2137,NORMAL
0.020,0.898659,0.352913,0.615541,0.551499,0.824889,0.319779,0.486433,0.580822,1.4275,1.7092,0.2110,NORMAL
0.020,0.889189,0.351424,0.612910,0.539907,0.826892,0.320764,0.490372,0.579548,1.2263,1.6851,0.2066,NORMAL
0.020,0.896827,0.358270,0.616609,0.543815,0.829070,0.321932,0.494303,0.578435,1.2274,1.6622,0.2024,NORMAL
0.020,0.907305,0.362510,0.613725,0.561364,0.831506,0.323196,0.498022,0.577903,1.2419,1.6412,0.1986,NORMAL
0.020,0.897574,0.355309,0.603557,0.561350,0.833563,0.324196,0.501308,0.577388,1.0018,1.6092,0.1929,NORMAL
0.020,0.892242,0.356846,0.604151,0.551142,0.835390,0.325212,0.504510,0.576571,0.8976,1.5736,0.1865,NORMAL
0.020,0.891904,0.358364,0.603348,0.550491,0.837150,0.326245,0.507588,0.575759,0.8354,1.5367,0.1799,NORMAL
0.020,0.899356,0.355810,0.615862,0.550413,0.839087,0.327165,0.510959,0.574969,0.9287,1.5063,0.1745,NORMAL
0.020,0.909728,0.353611,0.617688,0.566591,0.841286,0.327989,0.514282,0.574709,1.0036,1.4812,0.1700,NORMAL
0.021,0.904662,0.353163,0.617431,0.558988,0.843260,0.328772,0.517494,0.574219,0.8891,1.4516,0.1648,NORMAL
0.021,0.903412,0.353594,0.615829,0.558463,0.845133,0.329545,0.520556,0.573729,0.8098,1.4195,0.1592,NORMAL
0.021,0.902466,0.361099,0.612227,0.556085,0.846918,0.330528,0.523410,0.573179,0.7155,1.3843,0.1531,NORMAL
0.021,0.901425,0.357080,0.613555,0.555529,0.848615,0.331354,0.526216,0.572630,0.6725,1.3487,0.1469,NORMAL
0.021,0.886481,0.354687,0.596335,0.551752,0.849794,0.332081,0.528399,0.571980,0.4475,1.3036,0.1392,NORMAL
0.021,0.934588,0.361859,0.662760,0.550692,0.852433,0.333008,0.532583,0.571317,1.1614,1.2965,0.1380,NORMAL
0.021,0.950369,0.373996,0.679652,0.549001,0.855482,0.334284,0.537161,0.570622,1.2859,1.2960,0.1379,NORMAL
0.021,0.948500,0.360002,0.685704,0.547595,0.858378,0.335085,0.541786,0.569905,1.3205,1.2972,0.1382,NORMAL
0.022,0.953231,0.359767,0.686384,0.555063,0.861331,0.335853,0.546287,0.569443,1.3358,1.2992,0.1385,NORMAL
0.022,0.969575,0.361172,0.682563,0.586292,0.864701,0.336641,0.550530,0.569968,1.5683,1.3126,0.1408,NORMAL
0.022,0.939695,0.361044,0.635426,0.590684,0.867036,0.337401,0.553173,0.570613,0.7992,1.2869,0.1364,NORMAL
0.022,0.954281,0.365713,0.648726,0.596708,0.869752,0.338282,0.556147,0.571425,0.9810,1.2716,0.1338,NORMAL
0.022,0.953309,0.365616,0.656095,0.587079,0.872353,0.339133,0.559259,0.571912,0.9288,1.2545,0.1310,NORMAL
0.022,0.932534,0.365374,0.654436,0.554829,0.874226,0.339950,0.562222,0.571381,0.6057,1.2221,0.1255,NORMAL
0.022,0.934635,0.363910,0.652413,0.561667,0.876107,0.340696,0.565030,0.571078,0.5908,1.1905,0.1203,NORMAL
0.022,0.928780,0.364279,0.643530,0.561963,0.877747,0.341430,0.567473,0.570794,0.4755,1.1548,0.1145,NORMAL
0.023,0.908783,0.350424,0.644401,0.536504,0.878713,0.341710,0.569868,0.569727,0.3873,1.1164,0.1083,NORMAL
0.023,0.896459,0.350358,0.642312,0.518000,0.879265,0.341979,0.572123,0.568117,0.3145,1.0763,0.1020,NORMAL
0.023,0.875580,0.330061,0.626880,0.514512,0.879151,0.341608,0.573828,0.566448,0.4289,1.0439,0.0969,NORMAL
0.023,0.877310,0.327170,0.641017,0.501727,0.879093,0.341159,0.575919,0.564433,0.5691,1.0202,0.0933,NORMAL
0.023,0.865092,0.330422,0.644687,0.472847,0.878657,0.340825,0.578060,0.561582,0.5736,0.9978,0.0899,NORMAL
0.023,0.872312,0.323429,0.650868,0.482383,0.878460,0.340283,0.580326,0.559117,0.6803,0.9820,0.0875,NORMAL
0.023,0.875435,0.323770,0.639741,0.502285,0.878366,0.339769,0.582176,0.557348,0.5264,0.9592,0.0841,NORMAL
0.023,0.870055,0.315366,0.636953,0.501827,0.878107,0.339009,0.583881,0.555619,0.6688,0.9447,0.0819,NORMAL
0.024,0.867397,0.322550,0.627412,0.504672,0.877774,0.338497,0.585236,0.554034,0.3974,0.9173,0.0779,NORMAL
0.024,0.857494,0.324528,0.628420,0.484836,0.877142,0.338062,0.586580,0.551880,0.3872,0.8908,0.0741,NORMAL
0.024,0.845674,0.307624,0.625810,0.478428,0.876163,0.337115,0.587802,0.549593,0.7320,0.8829,0.0730,NORMAL
0.024,0.847016,0.305492,0.628706,0.478372,0.875256,0.336130,0.589075,0.547376,0.7639,0.8769,0.0722,NORMAL
0.024,0.840287,0.316821,0.612068,0.480707,0.874167,0.335529,0.589791,0.545301,0.3797,0.8521,0.0687,NORMAL
0.024,0.844159,0.315626,0.613291,0.486682,0.873233,0.334910,0.590522,0.543476,0.3559,0.8272,0.0652,NORMAL
0.024,0.848451,0.319340,0.607118,0.499298,0.872462,0.334425,0.591039,0.542101,0.2196,0.7969,0.0611,NORMAL
0.024,0.840460,0.300857,0.606382,0.498157,0.871465,0.333380,0.591516,0.540733,0.5734,0.7857,0.0596,NORMAL
0.025,0.828843,0.301619,0.591197,0.496480,0.870139,0.332392,0.591506,0.539356,0.4475,0.7688,0.0574,NORMAL
0.025,0.829453,0.301291,0.589581,0.499609,0.868872,0.331423,0.591446,0.538118,0.4124,0.7510,0.0551,NORMAL
0.025,0.836322,0.300150,0.594621,0.505738,0.867859,0.330450,0.591545,0.537110,0.4237,0.7346,0.0530,NORMAL
0.025,0.853928,0.314869,0.609500,0.508488,0.867425,0.329965,0.592104,0.536219,0.1932,0.7075,0.0496,NORMAL
0.025,0.851057,0.320956,0.602489,0.508224,0.866916,0.329685,0.592427,0.535348,0.0905,0.6767,0.0458,NORMAL
0.025,0.846060,0.322094,0.596077,0.506719,0.866267,0.329448,0.592541,0.534457,0.0681,0.6462,0.0422,NORMAL
0.025,0.848308,0.328984,0.595420,0.506824,0.865708,0.329434,0.592631,0.533597,0.0421,0.6160,0.0387,NORMAL
0.025,0.842825,0.323758,0.589816,0.507594,0.864995,0.329257,0.592543,0.532787,0.0477,0.5876,0.0356,NORMAL
0.026,0.840823,0.323064,0.585632,0.509557,0.864243,0.329064,0.592328,0.532064,0.0427,0.5604,0.0326,NORMAL
0.026,0.827443,0.315936,0.571012,0.508716,0.863097,0.328656,0.591664,0.531337,0.0812,0.5364,0.0301,NORMAL
0.026,0.830473,0.316641,0.575260,0.508429,0.862082,0.328282,0.591154,0.530624,0.0701,0.5131,0.0278,NORMAL
0.026,0.832610,0.318538,0.579716,0.505671,0.861165,0.327978,0.590798,0.529848,0.0615,0.4905,0.0256,NORMAL
0.026,0.831792,0.317114,0.578683,0.506402,0.860250,0.327640,0.590421,0.529118,0.0634,0.4692,0.0236,NORMAL
0.026,0.832809,0.317711,0.577989,0.508488,0.859396,0.327331,0.590034,0.528476,0.0517,0.4483,0.0217,NORMAL
0.026,0.833113,0.314457,0.572335,0.517326,0.858578,0.326930,0.589483,0.528129,0.0515,0.4285,0.0199,NORMAL
0.026,0.831936,0.312508,0.570488,0.518653,0.857749,0.326482,0.588891,0.527834,0.0599,0.4100,0.0184,NORMAL
0.027,0.831949,0.311970,0.550392,0.540260,0.856946,0.326030,0.587693,0.528220,0.0575,0.3924,0.0169,NORMAL
0.027,0.824267,0.313290,0.543566,0.534603,0.855928,0.325633,0.586320,0.528419,0.0674,0.3761,0.0156,NORMAL
0.027,0.827675,0.316288,0.545322,0.536314,0.855049,0.325342,0.585043,0.528665,0.0526,0.3600,0.0144,NORMAL
0.027,0.828044,0.319076,0.542687,0.537902,0.854208,0.325147,0.583725,0.528952,0.0609,0.3450,0.0133,NORMAL
0.027,0.828598,0.310523,0.542616,0.543799,0.853411,0.324692,0.582445,0.529415,0.0652,0.3310,0.0123,NORMAL
0.027,0.832684,0.310505,0.544901,0.547752,0.852766,0.324251,0.581277,0.529985,0.0596,0.3175,0.0113,NORMAL
0.027,0.855002,0.313287,0.547876,0.576812,0.852836,0.323909,0.580237,0.531443,0.1125,0.3072,0.0107,NORMAL
0.027,0.791183,0.297100,0.448771,0.579919,0.850917,0.323075,0.576145,0.532952,1.2396,0.3538,0.0139,NORMAL
0.028,0.763339,0.285724,0.405984,0.579849,0.848191,0.321912,0.570848,0.534412,2.5477,0.4635,0.0230,NORMAL
0.028,0.748077,0.286441,0.375942,0.579861,0.845074,0.320808,0.564781,0.535826,3.9099,0.6358,0.0410,NORMAL
0.028,0.738847,0.288387,0.387198,0.559291,0.841768,0.319799,0.559254,0.536557,2.8861,0.7484,0.0548,NORMAL
0.028,0.728895,0.291394,0.386660,0.544860,0.838254,0.318915,0.553882,0.536815,2.7001,0.8459,0.0678,NORMAL
0.028,0.721611,0.292825,0.393566,0.529228,0.834624,0.318103,0.548891,0.536579,2.2382,0.9156,0.0777,NORMAL
0.028,0.708095,0.294692,0.385381,0.515787,0.830685,0.317374,0.543802,0.535932,2.4818,0.9939,0.0893,NORMAL
0.028,0.712098,0.294532,0.387464,0.519813,0.826994,0.316663,0.538936,0.535430,2.2349,1.0559,0.0988,NORMAL
0.028,0.707370,0.284362,0.387198,0.519218,0.823270,0.315657,0.534212,0.534925,1.9694,1.1016,0.1060,NORMAL
0.029,0.697608,0.291064,0.388417,0.501070,0.819359,0.314892,0.529674,0.533872,1.9401,1.1435,0.1127,NORMAL
0.029,0.699003,0.288944,0.393982,0.499894,0.815613,0.314084,0.525451,0.532814,1.6193,1.1673,0.1165,NORMAL
0.029,0.703195,0.289490,0.387283,0.510579,0.812113,0.313319,0.521150,0.532122,1.6980,1.1938,0.1209,NORMAL
0.029,0.702762,0.290895,0.382508,0.512778,0.808710,0.312621,0.516834,0.531520,1.7709,1.2227,0.1257,NORMAL
0.029,0.706636,0.298969,0.383366,0.512818,0.805532,0.312196,0.512680,0.530938,1.7797,1.2506,0.1303,NORMAL
0.029,0.696200,0.299680,0.371071,0.507142,0.802129,0.311806,0.508272,0.530197,2.1709,1.2966,0.1380,NORMAL
0.029,0.697134,0.298516,0.370603,0.509448,0.798861,0.311393,0.503987,0.529551,2.0233,1.3329,0.1442,NORMAL
0.029,0.700307,0.298415,0.373078,0.512047,0.795793,0.310989,0.499912,0.529006,1.7980,1.3562,0.1482,NORMAL
0.030,0.678216,0.296540,0.378581,0.478244,0.792134,0.310539,0.496135,0.527426,1.6162,1.3692,0.1505,NORMAL
0.030,0.675750,0.291672,0.383737,0.473615,0.788511,0.309952,0.492637,0.525751,1.3267,1.3670,0.1501,NORMAL
0.030,0.682513,0.287820,0.389263,0.481101,0.785212,0.309263,0.489419,0.524361,1.0185,1.3496,0.1471,NORMAL
0.030,0.681938,0.287378,0.382435,0.486002,0.781997,0.308582,0.486089,0.523167,1.0816,1.3362,0.1448,NORMAL
0.030,0.681768,0.289059,0.386764,0.481317,0.778877,0.307974,0.482997,0.521865,0.9569,1.3172,0.1416,NORMAL
0.030,0.678671,0.288890,0.384912,0.478518,0.775758,0.307380,0.479944,0.520515,0.9547,1.2991,0.1385,NORMAL
0.030,0.681511,0.280593,0.384837,0.487469,0.772824,0.306546,0.476984,0.519487,0.8073,1.2745,0.1343,NORMAL
0.030,0.680265,0.280162,0.385244,0.485651,0.769943,0.305725,0.474128,0.518434,0.7577,1.2487,0.1300,NORMAL
0.031,0.669273,0.275821,0.401795,0.458704,0.766810,0.304794,0.471877,0.516574,0.6603,1.2193,0.1251,NORMAL
0.031,0.672576,0.277341,0.399959,0.464191,0.763877,0.303939,0.469638,0.514944,0.5905,1.1878,0.1199,NORMAL
0.031,0.670293,0.279673,0.392987,0.465442,0.760964,0.303184,0.467252,0.513403,0.6271,1.1598,0.1153,NORMAL
0.031,0.673830,0.281752,0.396336,0.466456,0.758252,0.302517,0.465045,0.511942,0.5373,1.1287,0.1103,NORMAL
