time_s,label,confidence,p_fault
0.8049,fault,0.639114,0.639114
0.9055,fault,0.704631,0.704631
1.0056,fault,1.000000,1.000000
1.1053,normal,0.999998,0.000002
1.2053,normal,0.999971,0.000029
1.3050,normal,1.000000,0.000000
1.4051,normal,0.996681,0.003319
1.5055,normal,0.999723,0.000277
1.6063,normal,1.000000,0.000000
1.7053,normal,1.000000,0.000000
1.8040,normal,0.999979,0.000021
1.9038,normal,0.999829,0.000171
2.0041,normal,1.000000,0.000000
2.1042,fault,0.531288,0.531288
2.2038,fault,0.558189,0.558189
2.3039,normal,0.988987,0.011013
2.4040,normal,0.979324,0.020676
2.5043,normal,0.986855,0.013145
2.6051,normal,0.997801,0.002199
2.7040,normal,0.999712,0.000288
2.8042,normal,0.996760,0.003240
2.9044,normal,0.997283,0.002717
3.0042,normal,0.690431,0.309569
3.1046,normal,0.999933,0.000067
3.2041,normal,0.999771,0.000229
3.3046,normal,0.999993,0.000007
3.4042,normal,0.972763,0.027237
3.5045,normal,0.960849,0.039151
3.6045,normal,0.997537,0.002463
3.7052,normal,0.999361,0.000639
3.8040,normal,0.995613,0.004387
3.9041,fault,0.969879,0.969879
4.0044,normal,0.999946,0.000054
4.1044,normal,0.999996,0.000004
4.2042,normal,0.999998,0.000002
4.3044,normal,0.999131,0.000869
4.4040,normal,0.999993,0.000007
4.5049,normal,1.000000,0.000000
4.6041,normal,1.000000,0.000000
4.7043,normal,1.000000,0.000000
4.8048,normal,1.000000,0.000000
4.9046,normal,1.000000,0.000000
5.0047,normal,0.999922,0.000078
5.1043,normal,0.518883,0.481117
5.2047,normal,0.999949,0.000051
5.3045,normal,0.999384,0.000616
5.4044,normal,1.000000,0.000000
5.5045,normal,0.999999,0.000001
5.6043,normal,0.999961,0.000039
5.7044,normal,0.999993,0.000007
5.8043,normal,0.999922,0.000078
5.9044,normal,0.999989,0.000011
6.0046,normal,1.000000,0.000000
6.1044,normal,1.000000,0.000000
6.2047,normal,0.999999,0.000001
6.3043,normal,1.000000,0.000000
6.4045,normal,0.999971,0.000029
6.5046,normal,0.999751,0.000249
6.6053,normal,0.998270,0.001730
6.7049,normal,0.995628,0.004372
6.8047,normal,0.998915,0.001085
6.9046,normal,0.999087,0.000913
7.0045,normal,0.999962,0.000038
7.1046,normal,0.999997,0.000003
7.2045,normal,0.999998,0.000002
7.3047,normal,0.999151,0.000849
7.4044,normal,0.999997,0.000003
7.5045,normal,1.000000,0.000000
7.6044,normal,0.999999,0.000001
7.7045,normal,0.999993,0.000007
7.8045,normal,1.000000,0.000000
7.9045,normal,0.999841,0.000159
8.0045,normal,0.997587,0.002413
8.1051,normal,0.999778,0.000222
8.2050,normal,0.999993,0.000007
8.3047,normal,1.000000,0.000000
8.4045,normal,1.000000,0.000000
8.5043,normal,1.000000,0.000000
8.6049,normal,1.000000,0.000000
8.7057,normal,0.999374,0.000626
8.8047,normal,0.999999,0.000001
8.9047,normal,1.000000,0.000000
9.0049,normal,1.000000,0.000000
9.1046,normal,1.000000,0.000000
9.2050,normal,1.000000,0.000000
9.3047,fault,1.000000,1.000000
9.4083,fault,1.000000,1.000000
9.5045,fault,1.000000,1.000000
9.6049,fault,1.000000,1.000000
9.7055,fault,1.000000,1.000000
9.8052,fault,1.000000,1.000000
9.9045,fault,1.000000,1.000000
10.0046,fault,1.000000,1.000000
10.1045,fault,1.000000,1.000000
10.2048,fault,1.000000,1.000000
10.3045,fault,1.000000,1.000000
10.4047,fault,1.000000,1.000000
10.5049,fault,1.000000,1.000000
10.6048,fault,1.000000,1.000000
10.7048,fault,1.000000,1.000000
10.8042,fault,0.994621,0.994621
10.9039,normal,0.849896,0.150104
11.0038,normal,0.998001,0.001999
11.1038,normal,0.912694,0.087306
11.2036,normal,0.618084,0.381916
11.3037,fault,0.911694,0.911694
11.4040,fault,0.927671,0.927671
11.5037,fault,0.872999,0.872999
11.6038,normal,0.528949,0.471051
11.7039,normal,1.000000,0.000000
11.8039,normal,0.999999,0.000001
