time_s,p_fault,fault_bin
0.3002,0.060043,0
0.3096,0.156844,0
0.3193,0.247654,0
0.3292,0.333010,0
0.3393,0.400142,0
0.3493,0.456748,0
0.3593,0.500330,1
0.3693,0.535298,1
0.3792,0.566282,1
0.3893,0.596260,1
0.3992,0.618653,1
0.4093,0.635843,1
0.4192,0.648462,1
0.4293,0.662632,1
0.4393,0.675424,1
0.4494,0.684432,1
0.4594,0.691892,1
0.4694,0.697706,1
0.4794,0.704091,1
0.4893,0.708941,1
0.4993,0.711089,1
0.5093,0.715208,1
0.5194,0.699109,1
0.5294,0.684361,1
0.5393,0.668524,1
0.5494,0.651605,1
0.5593,0.634692,1
0.5693,0.617075,1
0.5792,0.600099,1
0.5893,0.583228,1
0.5993,0.570390,1
0.6092,0.554745,1
0.6193,0.538552,1
0.6293,0.521840,1
0.6393,0.507064,1
0.6493,0.488963,0
0.6592,0.470178,0
0.6692,0.450172,0
0.6793,0.431275,0
0.6892,0.412709,0
0.6993,0.394363,0
0.7092,0.375346,0
0.7193,0.356500,0
0.7292,0.337920,0
0.7392,0.321163,0
0.7492,0.304583,0
0.7593,0.287458,0
0.7692,0.270553,0
0.7792,0.255302,0
0.7892,0.239978,0
