time_s,p_fault,fault_bin
0.2987,0.113457,0
0.3086,0.291948,0
0.3180,0.436424,0
0.3279,0.534042,1
0.3380,0.601798,1
0.3480,0.643896,1
0.3579,0.675206,1
0.3679,0.693916,1
0.3779,0.703392,1
0.3880,0.705477,1
0.3980,0.701787,1
0.4080,0.692593,1
0.4180,0.679782,1
0.4279,0.664717,1
0.4380,0.647809,1
0.4480,0.629608,1
0.4580,0.610050,1
0.4680,0.589743,1
0.4780,0.569417,1
0.4880,0.550615,1
0.4980,0.535888,1
0.5080,0.526848,1
0.5179,0.523157,1
0.5279,0.515023,1
0.5379,0.506602,1
0.5480,0.503216,1
0.5579,0.500320,1
0.5681,0.498941,0
0.5779,0.495429,0
0.5881,0.488088,0
0.5980,0.479908,0
0.6080,0.470388,0
0.6180,0.469165,0
0.6280,0.466435,0
0.6379,0.464307,0
0.6480,0.460858,0
0.6579,0.455305,0
0.6680,0.447977,0
0.6779,0.439960,0
0.6880,0.431706,0
0.6980,0.424422,0
0.7080,0.415452,0
0.7180,0.407820,0
0.7279,0.398870,0
0.7379,0.388023,0
0.7480,0.378871,0
0.7580,0.366967,0
0.7681,0.354922,0
0.7780,0.345559,0
0.7881,0.335882,0
