time_s,label,confidence,p_fault
0.8496,normal,0.540000,0.460000
0.9501,fault,0.517500,0.517500
1.0580,normal,0.600000,0.400000
1.1556,normal,0.622500,0.377500
1.2555,normal,0.637500,0.362500
1.3553,normal,0.620000,0.380000
1.4557,normal,0.567500,0.432500
1.5575,normal,0.575000,0.425000
1.6566,normal,0.592500,0.407500
1.7550,normal,0.670000,0.330000
1.8565,fault,0.575000,0.575000
1.9562,fault,0.617500,0.617500
2.0569,fault,0.615000,0.615000
2.1567,fault,0.655000,0.655000
2.2563,fault,0.560000,0.560000
2.3562,fault,0.627500,0.627500
2.4557,fault,0.612500,0.612500
2.5567,fault,0.597500,0.597500
2.6558,fault,0.545000,0.545000
2.7564,normal,0.600000,0.400000
2.8563,normal,0.630000,0.370000
2.9562,normal,0.660000,0.340000
3.0555,normal,0.645000,0.355000
3.1558,fault,0.527500,0.527500
3.2559,fault,0.545000,0.545000
3.3552,fault,0.547500,0.547500
3.4558,fault,0.580000,0.580000
3.5559,fault,0.530000,0.530000
3.6552,fault,0.605000,0.605000
3.7560,normal,0.617500,0.382500
3.8557,normal,0.652500,0.347500
3.9560,normal,0.737500,0.262500
4.0553,normal,0.812500,0.187500
4.1567,normal,0.812500,0.187500
4.2566,normal,0.732500,0.267500
4.3566,normal,0.760000,0.240000
4.4553,normal,0.742500,0.257500
4.5558,normal,0.745000,0.255000
4.6555,normal,0.635000,0.365000
4.7561,fault,0.632500,0.632500
4.8562,fault,0.662500,0.662500
4.9558,fault,0.640000,0.640000
5.0563,fault,0.650000,0.650000
5.1557,fault,0.642500,0.642500
5.2562,fault,0.692500,0.692500
5.3566,fault,0.700000,0.700000
5.4556,normal,0.550000,0.450000
5.5553,normal,0.825000,0.175000
5.6564,normal,0.877500,0.122500
5.7554,normal,0.695000,0.305000
5.8567,normal,0.555000,0.445000
5.9513,normal,0.555000,0.445000
6.0573,normal,0.552500,0.447500
6.1552,normal,0.585000,0.415000
6.2544,normal,0.552500,0.447500
6.3565,normal,0.677500,0.322500
6.4547,normal,0.817500,0.182500
6.5558,normal,0.902500,0.097500
6.6525,normal,0.972500,0.027500
6.7534,normal,0.995000,0.005000
6.8559,normal,0.997500,0.002500
6.9560,normal,0.995000,0.005000
7.0564,normal,0.995000,0.005000
7.1557,normal,0.975000,0.025000
7.2556,normal,0.992500,0.007500
7.3558,normal,0.967500,0.032500
7.4556,normal,0.902500,0.097500
7.5559,normal,0.845000,0.155000
7.6551,normal,0.790000,0.210000
7.7567,normal,0.860000,0.140000
7.8571,normal,0.847500,0.152500
7.9562,normal,0.840000,0.160000
8.0559,normal,0.922500,0.077500
8.1544,normal,0.970000,0.030000
8.2553,normal,0.990000,0.010000
8.3550,normal,0.990000,0.010000
8.4545,normal,0.985000,0.015000
8.5552,normal,0.987500,0.012500
8.6548,normal,0.982500,0.017500
8.7546,normal,0.940000,0.060000
8.8552,normal,0.877500,0.122500
8.9548,normal,0.827500,0.172500
9.0550,normal,0.755000,0.245000
9.1558,normal,0.727500,0.272500
9.2548,normal,0.707500,0.292500
9.3551,normal,0.712500,0.287500
9.4557,normal,0.740000,0.260000
9.5564,normal,0.745000,0.255000
9.6556,normal,0.782500,0.217500
9.7552,normal,0.812500,0.187500
9.8558,normal,0.807500,0.192500
9.9555,normal,0.860000,0.140000
10.0548,normal,0.845000,0.155000
10.1550,normal,0.865000,0.135000
10.2548,normal,0.885000,0.115000
10.3561,normal,0.927500,0.072500
10.4555,normal,0.947500,0.052500
10.5551,normal,0.972500,0.027500
10.6547,normal,0.982500,0.017500
10.7561,normal,0.980000,0.020000
10.8558,normal,0.995000,0.005000
10.9555,normal,0.977500,0.022500
11.0563,normal,0.982500,0.017500
11.1550,normal,0.962500,0.037500
11.2554,normal,0.982500,0.017500
11.3571,normal,0.985000,0.015000
11.4555,normal,0.965000,0.035000
11.5550,normal,0.980000,0.020000
11.6552,normal,0.982500,0.017500
11.7551,normal,0.965000,0.035000
11.8555,normal,0.967500,0.032500
11.9548,normal,0.980000,0.020000
12.0547,normal,0.990000,0.010000
12.1553,normal,0.992500,0.007500
12.2554,normal,0.995000,0.005000
12.3546,normal,0.995000,0.005000
12.4558,normal,0.982500,0.017500
12.5554,normal,0.975000,0.025000
12.6562,normal,0.965000,0.035000
12.7556,normal,0.960000,0.040000
12.8550,normal,0.965000,0.035000
12.9551,normal,0.955000,0.045000
13.0559,normal,0.967500,0.032500
13.1552,normal,0.970000,0.030000
13.2551,normal,0.955000,0.045000
13.3552,normal,0.992500,0.007500
13.4548,normal,0.995000,0.005000
13.5551,normal,0.995000,0.005000
13.6551,normal,0.995000,0.005000
13.7551,normal,0.992500,0.007500
13.8559,normal,0.990000,0.010000
13.9545,normal,0.987500,0.012500
14.0557,normal,0.990000,0.010000
14.1546,normal,0.997500,0.002500
14.2557,normal,0.990000,0.010000
14.3560,normal,0.980000,0.020000
14.4562,normal,0.977500,0.022500
14.5569,normal,0.985000,0.015000
14.6547,normal,0.985000,0.015000
14.7552,normal,0.982500,0.017500
14.8555,normal,0.960000,0.040000
14.9549,normal,0.977500,0.022500
15.0556,normal,0.982500,0.017500
15.1557,normal,0.970000,0.030000
15.2550,normal,0.985000,0.015000
15.3552,normal,0.985000,0.015000
15.4554,normal,0.990000,0.010000
15.5561,normal,0.995000,0.005000
15.6557,normal,0.995000,0.005000
15.7556,normal,0.942500,0.057500
15.8552,normal,0.980000,0.020000
15.9542,normal,0.962500,0.037500
16.0558,normal,0.952500,0.047500
16.1561,normal,0.930000,0.070000
16.2561,normal,0.962500,0.037500
16.3558,normal,0.957500,0.042500
16.4569,normal,0.965000,0.035000
