time_s,p_fault,fault_bin
0.3081,0.135373,0
0.3180,0.317356,0
0.3281,0.461888,0
0.3380,0.569458,1
0.3484,0.646669,1
0.3581,0.701460,1
0.3680,0.743556,1
0.3780,0.776014,1
0.3879,0.799769,1
0.3979,0.817837,1
0.4079,0.834089,1
0.4179,0.848995,1
0.4279,0.860970,1
0.4379,0.871028,1
0.4479,0.879065,1
0.4579,0.884548,1
0.4679,0.888190,1
0.4779,0.891443,1
0.4879,0.894894,1
0.4979,0.896986,1
0.5079,0.898042,1
0.5178,0.889209,1
0.5279,0.879144,1
0.5379,0.868083,1
0.5479,0.856085,1
0.5579,0.843588,1
0.5679,0.830456,1
0.5779,0.815664,1
0.5878,0.798752,1
0.5979,0.780876,1
0.6079,0.761951,1
0.6179,0.740795,1
0.6279,0.718846,1
0.6379,0.696207,1
0.6479,0.672669,1
0.6579,0.648093,1
0.6680,0.622199,1
0.6779,0.595855,1
0.6880,0.569723,1
0.6979,0.543458,1
0.7079,0.517927,1
0.7179,0.494895,0
0.7280,0.477475,0
0.7379,0.465391,0
0.7479,0.462735,0
0.7579,0.465430,0
0.7679,0.471123,0
0.7779,0.485872,0
0.7879,0.525144,1
0.7979,0.569550,1
