time_s,p_fault,fault_bin
0.4480,0.038439,0
0.4580,0.096537,0
0.4674,0.153419,0
0.4773,0.203757,0
0.4873,0.246370,0
0.4973,0.281455,0
0.5073,0.308443,0
0.5174,0.309280,0
0.5273,0.307608,0
0.5374,0.304644,0
0.5474,0.300045,0
0.5574,0.293731,0
0.5674,0.288201,0
0.5774,0.282431,0
0.5874,0.272929,0
0.5974,0.263251,0
0.6074,0.257930,0
0.6173,0.252709,0
0.6274,0.246108,0
0.6374,0.239307,0
0.6473,0.234510,0
0.6574,0.227928,0
0.6674,0.219341,0
0.6773,0.212339,0
0.6873,0.206052,0
0.6973,0.198368,0
0.7073,0.192306,0
0.7173,0.184705,0
0.7274,0.176754,0
0.7373,0.167809,0
0.7474,0.160298,0
0.7573,0.154797,0
0.7674,0.149109,0
0.7773,0.143299,0
0.7873,0.136386,0
0.7973,0.129109,0
0.8074,0.121982,0
0.8174,0.114783,0
0.8274,0.107907,0
0.8375,0.101623,0
0.8475,0.095630,0
0.8575,0.089561,0
0.8675,0.083708,0
0.8775,0.078987,0
0.8875,0.074062,0
0.8974,0.070084,0
0.9075,0.065986,0
0.9174,0.064415,0
0.9275,0.061166,0
0.9375,0.057663,0
