time_seconds,type,message
0.006,"telemetry","packetCounter: 30858 | sampleTimeFine: 22800421 | Roll: -178.38° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.15, -0.27, -9.80) m/s² | Gyro: (-0.22, -0.21, -0.31) deg/s"
0.011,"telemetry","packetCounter: 30859 | sampleTimeFine: 22800521 | Roll: -178.38° Pitch: 0.94° Yaw: -164.01° | Acc: (-0.15, -0.27, -9.80) m/s² | Gyro: (-0.31, -0.55, -0.19) deg/s"
0.015,"telemetry","packetCounter: 30860 | sampleTimeFine: 22800621 | Roll: -178.37° Pitch: 0.94° Yaw: -164.01° | Acc: (-0.16, -0.27, -9.80) m/s² | Gyro: (-0.25, -0.47, -0.41) deg/s"
0.019,"telemetry","packetCounter: 30861 | sampleTimeFine: 22800721 | Roll: -178.38° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.15, -0.27, -9.80) m/s² | Gyro: (-0.76, 0.40, -0.77) deg/s"
0.023,"telemetry","packetCounter: 30862 | sampleTimeFine: 22800821 | Roll: -178.38° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.16, -0.26, -9.80) m/s² | Gyro: (-0.22, -0.47, -0.05) deg/s"
0.028,"telemetry","packetCounter: 30863 | sampleTimeFine: 22800921 | Roll: -178.37° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.16, -0.27, -9.82) m/s² | Gyro: (-0.15, -0.42, -0.17) deg/s"
0.032,"telemetry","packetCounter: 30864 | sampleTimeFine: 22801021 | Roll: -178.37° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.16, -0.27, -9.81) m/s² | Gyro: (-0.21, -0.18, -0.21) deg/s"
0.036,"telemetry","packetCounter: 30865 | sampleTimeFine: 22801121 | Roll: -178.37° Pitch: 0.93° Yaw: -164.01° | Acc: (-0.15, -0.26, -9.80) m/s² | Gyro: (-0.77, -0.11, -0.16) deg/s"
0.040,"telemetry","packetCounter: 30866 | sampleTimeFine: 22801221 | Roll: -178.37° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.16, -0.27, -9.80) m/s² | Gyro: (0.27, -0.47, -1.01) deg/s"
0.045,"telemetry","packetCounter: 30867 | sampleTimeFine: 22801321 | Roll: -178.37° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.15, -0.28, -9.81) m/s² | Gyro: (0.19, -0.08, -0.47) deg/s"
0.049,"telemetry","packetCounter: 30868 | sampleTimeFine: 22801421 | Roll: -178.37° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.16, -0.27, -9.81) m/s² | Gyro: (-0.37, 0.09, 0.07) deg/s"
0.053,"telemetry","packetCounter: 30869 | sampleTimeFine: 22801521 | Roll: -178.36° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.17, -0.27, -9.80) m/s² | Gyro: (-0.26, -0.40, -0.48) deg/s"
0.057,"telemetry","packetCounter: 30870 | sampleTimeFine: 22801621 | Roll: -178.36° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.16, -0.27, -9.81) m/s² | Gyro: (-0.56, -0.29, -0.25) deg/s"
0.062,"telemetry","packetCounter: 30871 | sampleTimeFine: 22801721 | Roll: -178.36° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.15, -0.27, -9.81) m/s² | Gyro: (-0.40, -0.10, -0.20) deg/s"
0.066,"telemetry","packetCounter: 30872 | sampleTimeFine: 22801821 | Roll: -178.37° Pitch: 0.92° Yaw: -163.99° | Acc: (-0.16, -0.27, -9.80) m/s² | Gyro: (-0.64, -0.00, -0.32) deg/s"
0.070,"telemetry","packetCounter: 30873 | sampleTimeFine: 22801921 | Roll: -178.37° Pitch: 0.92° Yaw: -164.00° | Acc: (-0.16, -0.26, -9.80) m/s² | Gyro: (-0.36, -0.20, -0.32) deg/s"
0.074,"telemetry","packetCounter: 30874 | sampleTimeFine: 22802021 | Roll: -178.37° Pitch: 0.93° Yaw: -164.00° | Acc: (-0.16, -0.27, -9.80) m/s² | Gyro: (-0.67, -0.48, 0.19) deg/s"
0.079,"telemetry","packetCounter: 31288 | sampleTimeFine: 22845482 | Acc: (0.15, 0.21, -7.14) m/s² | Gyro: (0.24, 1.89, 1.31) deg/s"
0.083,"telemetry","packetCounter: 31289 | sampleTimeFine: 22845582 | Roll: 178.28° Pitch: -0.96° Yaw: -179.97° | Acc: (-0.03, -0.59, -9.75) m/s² | Gyro: (5.55, -4.32, -0.73) deg/s"
