time_s,label,confidence,p_fault
0.8130,fault,0.996212,0.996212
0.9128,fault,0.952011,0.952011
1.0128,normal,1.000000,0.000000
1.1131,normal,1.000000,0.000000
1.2138,normal,1.000000,0.000000
1.3129,normal,0.999999,0.000001
1.4129,normal,0.999790,0.000210
1.5131,normal,0.999340,0.000660
1.6132,normal,0.999970,0.000030
1.7127,normal,0.999934,0.000066
1.8137,normal,0.998706,0.001294
1.9127,normal,0.999999,0.000001
2.0130,normal,0.999998,0.000002
2.1137,normal,0.999996,0.000004
2.2131,normal,0.999996,0.000004
2.3134,normal,0.999984,0.000016
2.4129,normal,0.999999,0.000001
2.5130,normal,0.999989,0.000011
2.6131,normal,0.999617,0.000383
2.7131,normal,0.999537,0.000463
2.8130,normal,0.998095,0.001905
2.9132,normal,0.998511,0.001489
3.0130,normal,0.999985,0.000015
3.1133,normal,0.999209,0.000791
3.2136,normal,0.999908,0.000092
3.3135,normal,0.979127,0.020873
3.4130,normal,0.990463,0.009537
3.5135,normal,0.999986,0.000014
3.6132,normal,1.000000,0.000000
3.7133,normal,1.000000,0.000000
3.8132,normal,1.000000,0.000000
3.9128,normal,1.000000,0.000000
4.0130,normal,1.000000,0.000000
4.1134,normal,1.000000,0.000000
4.2132,normal,1.000000,0.000000
4.3131,normal,0.999989,0.000011
4.4129,normal,0.999740,0.000260
4.5128,normal,0.999851,0.000149
4.6135,normal,0.999601,0.000399
4.7133,normal,0.999999,0.000001
4.8136,normal,0.999996,0.000004
4.9135,normal,0.999999,0.000001
5.0131,normal,1.000000,0.000000
5.1134,normal,1.000000,0.000000
5.2135,normal,1.000000,0.000000
5.3134,normal,1.000000,0.000000
5.4132,normal,1.000000,0.000000
5.5132,normal,1.000000,0.000000
5.6132,normal,1.000000,0.000000
5.7135,normal,1.000000,0.000000
5.8131,normal,0.999992,0.000008
5.9130,normal,1.000000,0.000000
6.0134,normal,1.000000,0.000000
6.1130,normal,1.000000,0.000000
6.2139,normal,1.000000,0.000000
6.3143,normal,1.000000,0.000000
6.4131,normal,1.000000,0.000000
6.5134,normal,0.999999,0.000001
6.6138,normal,1.000000,0.000000
6.7134,normal,1.000000,0.000000
6.8136,normal,0.999924,0.000076
6.9133,normal,0.999968,0.000032
