time_s,p_fault,fault_bin
0.3079,0.076236,0
0.3178,0.196485,0
0.3272,0.303858,0
0.3372,0.391899,0
0.3472,0.469667,0
0.3572,0.539875,1
0.3672,0.592065,1
0.3772,0.630075,1
0.3871,0.657575,1
0.3972,0.676735,1
0.4071,0.691180,1
0.4172,0.701915,1
0.4272,0.709241,1
0.4372,0.713008,1
0.4472,0.713884,1
0.4572,0.712726,1
0.4672,0.710511,1
0.4772,0.707506,1
0.4872,0.705846,1
0.4972,0.703073,1
0.5072,0.700082,1
0.5171,0.700197,1
0.5272,0.698121,1
0.5371,0.693433,1
0.5472,0.688099,1
0.5571,0.681166,1
0.5672,0.673139,1
0.5772,0.664672,1
0.5872,0.653510,1
0.5972,0.638660,1
0.6072,0.622764,1
0.6172,0.606104,1
0.6272,0.589339,1
0.6371,0.572658,1
0.6472,0.555335,1
0.6572,0.537426,1
0.6672,0.518461,1
0.6772,0.498410,0
0.6872,0.478065,0
0.6972,0.458249,0
0.7072,0.440165,0
0.7172,0.423440,0
0.7272,0.407145,0
0.7372,0.390737,0
0.7473,0.374583,0
0.7572,0.358346,0
0.7672,0.341914,0
0.7772,0.326633,0
0.7872,0.312600,0
0.7973,0.298532,0
