time_seconds,type,message
0.007,"telemetry","packetCounter: 4413 | sampleTimeFine: 13587730 | Roll: 179.03° Pitch: 7.02° Yaw: 138.95° | Acc: (-1.20, 0.19, -9.73) m/s² | Gyro: (-0.31, -0.34, -0.12) deg/s"
0.012,"telemetry","packetCounter: 4414 | sampleTimeFine: 13587830 | Roll: 179.04° Pitch: 7.02° Yaw: 138.95° | Acc: (-1.20, 0.18, -9.73) m/s² | Gyro: (0.15, -0.50, -0.18) deg/s"
0.016,"telemetry","packetCounter: 4415 | sampleTimeFine: 13587930 | Roll: 179.04° Pitch: 7.02° Yaw: 138.95° | Acc: (-1.20, 0.19, -9.74) m/s² | Gyro: (-0.27, 0.37, -0.25) deg/s"
0.021,"telemetry","packetCounter: 4416 | sampleTimeFine: 13588030 | Roll: 179.05° Pitch: 7.02° Yaw: 138.95° | Acc: (-1.20, 0.18, -9.74) m/s² | Gyro: (0.05, -0.24, 0.17) deg/s"
0.025,"telemetry","packetCounter: 4417 | sampleTimeFine: 13588130 | Roll: 179.04° Pitch: 7.01° Yaw: 138.95° | Acc: (-1.20, 0.19, -9.75) m/s² | Gyro: (-0.22, -0.34, -0.87) deg/s"
0.029,"telemetry","packetCounter: 4418 | sampleTimeFine: 13588230 | Roll: 179.04° Pitch: 7.02° Yaw: 138.96° | Acc: (-1.20, 0.19, -9.73) m/s² | Gyro: (-0.75, -0.31, -1.06) deg/s"
0.033,"telemetry","packetCounter: 4419 | sampleTimeFine: 13588330 | Roll: 179.04° Pitch: 7.01° Yaw: 138.96° | Acc: (-1.19, 0.18, -9.74) m/s² | Gyro: (-1.13, 0.10, -0.37) deg/s"
0.038,"telemetry","packetCounter: 4420 | sampleTimeFine: 13588430 | Roll: 179.04° Pitch: 7.01° Yaw: 138.96° | Acc: (-1.19, 0.18, -9.73) m/s² | Gyro: (-0.09, -0.07, -0.23) deg/s"
0.042,"telemetry","packetCounter: 4421 | sampleTimeFine: 13588530 | Roll: 179.03° Pitch: 7.01° Yaw: 138.96° | Acc: (-1.19, 0.19, -9.73) m/s² | Gyro: (-0.91, 0.07, -0.68) deg/s"
0.046,"telemetry","packetCounter: 4422 | sampleTimeFine: 13588630 | Roll: 179.03° Pitch: 7.01° Yaw: 138.97° | Acc: (-1.20, 0.19, -9.73) m/s² | Gyro: (-0.27, -0.26, -0.48) deg/s"
0.050,"telemetry","packetCounter: 4423 | sampleTimeFine: 13588730 | Roll: 179.04° Pitch: 7.01° Yaw: 138.97° | Acc: (-1.19, 0.18, -9.74) m/s² | Gyro: (-0.20, -0.01, -0.50) deg/s"
0.055,"telemetry","packetCounter: 4424 | sampleTimeFine: 13588830 | Roll: 179.04° Pitch: 7.00° Yaw: 138.97° | Acc: (-1.20, 0.18, -9.73) m/s² | Gyro: (-0.21, -0.10, -0.77) deg/s"
0.059,"telemetry","packetCounter: 4425 | sampleTimeFine: 13588930 | Roll: 179.04° Pitch: 7.00° Yaw: 138.97° | Acc: (-1.20, 0.18, -9.74) m/s² | Gyro: (-0.57, -0.26, -0.11) deg/s"
0.063,"telemetry","packetCounter: 4426 | sampleTimeFine: 13589030 | Roll: 179.04° Pitch: 7.01° Yaw: 138.97° | Acc: (-1.20, 0.19, -9.75) m/s² | Gyro: (-0.41, -0.68, -0.79) deg/s"
0.068,"telemetry","packetCounter: 4427 | sampleTimeFine: 13589130 | Roll: 179.04° Pitch: 7.01° Yaw: 138.97° | Acc: (-1.20, 0.18, -9.73) m/s² | Gyro: (-0.47, 0.03, 0.08) deg/s"
0.072,"telemetry","packetCounter: 4428 | sampleTimeFine: 13589230 | Roll: 179.03° Pitch: 7.00° Yaw: 138.96° | Acc: (-1.20, 0.18, -9.74) m/s² | Gyro: (-1.23, -0.14, 0.09) deg/s"
0.076,"telemetry","packetCounter: 4429 | sampleTimeFine: 13589330 | Roll: 179.03° Pitch: 7.00° Yaw: 138.97° | Acc: (-1.21, 0.17, -9.73) m/s² | Gyro: (-0.17, -0.58, -0.58) deg/s"
0.081,"telemetry","packetCounter: 4430 | sampleTimeFine: 13589430 | Roll: 179.03° Pitch: 7.00° Yaw: 138.97° | Acc: (-1.19, 0.18, -9.74) m/s² | Gyro: (-0.49, -0.14, -0.47) deg/s"
0.085,"telemetry","packetCounter: 4915 | sampleTimeFine: 13637930 | Roll: 178.99° Pitch: 7.04° Yaw: 138.91° | Acc: (-1.20, 0.18, -9.73) m/s² | Gyro: (-0.51, -0.33, -0.57) deg/s"
0.090,"telemetry","packetCounter: 4916 | sampleTimeFine: 13640077 | Acc: (-0.89, 0.13, -7.29) m/s² | Gyro: (-0.45, -0.28, 0.29) deg/s"
0.094,"telemetry","packetCounter: 4917 | sampleTimeFine: 13640177 | Roll: 178.94° Pitch: 6.99° Yaw: 179.87° | Acc: (-1.20, 0.19, -9.74) m/s² | Gyro: (-0.71, 0.18, 0.01) deg/s"
0.098,"telemetry","packetCounter: 4918 | sampleTimeFine: 13640277 | Roll: 178.93° Pitch: 6.99° Yaw: 179.87° | Acc: (-1.20, 0.18, -9.74) m/s² | Gyro: (-0.32, 0.02, -0.36) deg/s"
0.103,"telemetry","packetCounter: 4919 | sampleTimeFine: 13640377 | Roll: 178.92° Pitch: 6.99° Yaw: 179.88° | Acc: (-1.20, 0.18, -9.74) m/s² | Gyro: (-0.90, -0.20, -0.72) deg/s"
