time_s,p_fault,fault_bin
0.3089,0.023649,0
0.3187,0.067078,0
0.3283,0.108643,0
0.3383,0.147734,0
0.3483,0.182048,0
0.3585,0.209354,0
0.3685,0.230819,0
0.3783,0.248989,0
0.3884,0.271107,0
0.3983,0.288426,0
0.4084,0.301501,0
0.4184,0.311106,0
0.4284,0.320610,0
0.4385,0.326861,0
0.4484,0.330430,0
0.4584,0.332761,0
0.4684,0.333856,0
0.4785,0.334523,0
0.4884,0.338457,0
0.4984,0.341086,0
0.5084,0.341840,0
0.5184,0.338676,0
0.5284,0.334607,0
0.5384,0.328676,0
0.5484,0.318561,0
0.5584,0.305932,0
0.5684,0.292901,0
0.5783,0.280031,0
0.5883,0.266437,0
0.5983,0.253014,0
0.6083,0.239706,0
0.6183,0.226051,0
0.6283,0.212617,0
0.6384,0.201079,0
0.6484,0.190180,0
0.6584,0.177339,0
0.6684,0.165263,0
0.6784,0.154969,0
0.6883,0.147354,0
0.6983,0.141394,0
0.7084,0.136262,0
0.7184,0.132464,0
0.7284,0.131035,0
0.7384,0.130526,0
0.7484,0.130403,0
0.7583,0.130253,0
0.7683,0.128936,0
0.7783,0.126272,0
0.7884,0.128809,0
0.7984,0.135897,0
