time_seconds,type,message
0.006,"telemetry","packetCounter: 27196 | sampleTimeFine: 9316872 | Roll: 176.87° Pitch: 7.89° Yaw: -21.80° | Acc: (-1.36, 0.53, -9.71) m/s² | Gyro: (-0.17, -0.20, -0.22) deg/s"
0.011,"telemetry","packetCounter: 27197 | sampleTimeFine: 9316972 | Roll: 176.87° Pitch: 7.89° Yaw: -21.80° | Acc: (-1.36, 0.53, -9.71) m/s² | Gyro: (-0.45, -0.68, -0.11) deg/s"
0.015,"telemetry","packetCounter: 27198 | sampleTimeFine: 9317072 | Roll: 176.87° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.36, 0.52, -9.71) m/s² | Gyro: (-0.06, -0.31, 0.14) deg/s"
0.019,"telemetry","packetCounter: 27199 | sampleTimeFine: 9317172 | Roll: 176.88° Pitch: 7.89° Yaw: -21.82° | Acc: (-1.37, 0.53, -9.70) m/s² | Gyro: (0.24, -0.21, -0.13) deg/s"
0.024,"telemetry","packetCounter: 27200 | sampleTimeFine: 9317272 | Roll: 176.88° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.37, 0.52, -9.70) m/s² | Gyro: (-0.31, -0.03, -0.25) deg/s"
0.028,"telemetry","packetCounter: 27201 | sampleTimeFine: 9317372 | Roll: 176.88° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.37, 0.54, -9.70) m/s² | Gyro: (-0.09, -0.30, -0.09) deg/s"
0.032,"telemetry","packetCounter: 27202 | sampleTimeFine: 9317472 | Roll: 176.88° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.37, 0.53, -9.69) m/s² | Gyro: (-0.30, 0.11, -0.08) deg/s"
0.036,"telemetry","packetCounter: 27203 | sampleTimeFine: 9317572 | Roll: 176.88° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.36, 0.53, -9.70) m/s² | Gyro: (-0.19, -0.42, -0.59) deg/s"
0.041,"telemetry","packetCounter: 27204 | sampleTimeFine: 9317672 | Roll: 176.88° Pitch: 7.89° Yaw: -21.82° | Acc: (-1.36, 0.54, -9.71) m/s² | Gyro: (-0.50, -0.57, 0.03) deg/s"
0.045,"telemetry","packetCounter: 27205 | sampleTimeFine: 9317772 | Roll: 176.88° Pitch: 7.89° Yaw: -21.82° | Acc: (-1.36, 0.54, -9.70) m/s² | Gyro: (0.03, -0.46, -0.56) deg/s"
0.049,"telemetry","packetCounter: 27206 | sampleTimeFine: 9317872 | Roll: 176.89° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.36, 0.53, -9.71) m/s² | Gyro: (-0.27, -0.11, -0.54) deg/s"
0.054,"telemetry","packetCounter: 27207 | sampleTimeFine: 9317972 | Roll: 176.89° Pitch: 7.90° Yaw: -21.81° | Acc: (-1.37, 0.53, -9.70) m/s² | Gyro: (-0.33, -0.62, 0.02) deg/s"
0.058,"telemetry","packetCounter: 27208 | sampleTimeFine: 9318072 | Roll: 176.89° Pitch: 7.89° Yaw: -21.81° | Acc: (-1.37, 0.53, -9.69) m/s² | Gyro: (0.00, -0.12, -0.54) deg/s"
0.062,"telemetry","packetCounter: 27209 | sampleTimeFine: 9318172 | Roll: 176.89° Pitch: 7.90° Yaw: -21.81° | Acc: (-1.36, 0.53, -9.70) m/s² | Gyro: (-0.77, -0.43, -0.94) deg/s"
0.067,"telemetry","packetCounter: 27210 | sampleTimeFine: 9318272 | Roll: 176.89° Pitch: 7.90° Yaw: -21.82° | Acc: (-1.35, 0.53, -9.69) m/s² | Gyro: (-0.17, -0.65, 0.44) deg/s"
0.071,"telemetry","packetCounter: 27211 | sampleTimeFine: 9318372 | Roll: 176.89° Pitch: 7.90° Yaw: -21.81° | Acc: (-1.36, 0.53, -9.71) m/s² | Gyro: (-0.11, -0.05, -0.46) deg/s"
0.075,"telemetry","packetCounter: 27212 | sampleTimeFine: 9318472 | Roll: 176.90° Pitch: 7.90° Yaw: -21.81° | Acc: (-1.37, 0.54, -9.70) m/s² | Gyro: (0.12, -0.12, -0.92) deg/s"
0.080,"telemetry","packetCounter: 28503 | sampleTimeFine: 9449646 | Acc: (-0.01, -0.07, -7.35) m/s² | Gyro: (-1.30, -0.73, 0.30) deg/s"
0.084,"telemetry","packetCounter: 28504 | sampleTimeFine: 9449746 | Roll: -179.46° Pitch: 0.08° Yaw: -180.00° | Acc: (-0.02, -0.10, -9.81) m/s² | Gyro: (-0.34, -0.25, -0.43) deg/s"
0.089,"telemetry","packetCounter: 28505 | sampleTimeFine: 9449846 | Roll: -179.47° Pitch: 0.08° Yaw: -179.99° | Acc: (-0.03, -0.09, -9.80) m/s² | Gyro: (-0.64, 0.08, -0.99) deg/s"
0.093,"telemetry","packetCounter: 28506 | sampleTimeFine: 9449946 | Roll: -179.47° Pitch: 0.09° Yaw: -179.98° | Acc: (-0.02, -0.08, -9.82) m/s² | Gyro: (-0.85, -0.71, -0.02) deg/s"
0.097,"telemetry","packetCounter: 28507 | sampleTimeFine: 9450046 | Roll: -179.48° Pitch: 0.09° Yaw: -179.98° | Acc: (-0.01, -0.09, -9.81) m/s² | Gyro: (-0.36, 0.24, -0.13) deg/s"
0.101,"telemetry","packetCounter: 28508 | sampleTimeFine: 9450146 | Roll: -179.48° Pitch: 0.09° Yaw: -179.98° | Acc: (-0.03, -0.10, -9.81) m/s² | Gyro: (-0.40, -0.13, -0.23) deg/s"
0.106,"telemetry","packetCounter: 28509 | sampleTimeFine: 9450246 | Roll: -179.48° Pitch: 0.09° Yaw: -179.98° | Acc: (-0.03, -0.10, -9.80) m/s² | Gyro: (-0.12, 0.12, -0.16) deg/s"
0.110,"telemetry","packetCounter: 28510 | sampleTimeFine: 9450346 | Roll: -179.49° Pitch: 0.09° Yaw: -179.98° | Acc: (-0.01, -0.09, -9.81) m/s² | Gyro: (-0.67, -0.26, -0.32) deg/s"
0.114,"telemetry","packetCounter: 28511 | sampleTimeFine: 9450446 | Roll: -179.49° Pitch: 0.09° Yaw: -179.97° | Acc: (-0.01, -0.09, -9.81) m/s² | Gyro: (-0.43, 0.14, -0.77) deg/s"
0.119,"telemetry","packetCounter: 28512 | sampleTimeFine: 9450546 | Roll: -179.50° Pitch: 0.09° Yaw: -179.96° | Acc: (-0.02, -0.09, -9.80) m/s² | Gyro: (-0.57, -0.55, -0.40) deg/s"
0.123,"telemetry","packetCounter: 28513 | sampleTimeFine: 9450646 | Roll: -179.50° Pitch: 0.10° Yaw: -179.96° | Acc: (-0.02, -0.08, -9.81) m/s² | Gyro: (-0.95, -0.38, 0.11) deg/s"
0.129,"telemetry","packetCounter: 28514 | sampleTimeFine: 9450746 | Roll: -179.51° Pitch: 0.10° Yaw: -179.97° | Acc: (-0.03, -0.09, -9.81) m/s² | Gyro: (-0.34, -0.67, 0.24) deg/s"
0.139,"telemetry","packetCounter: 28515 | sampleTimeFine: 9450846 | Roll: -179.52° Pitch: 0.10° Yaw: -179.97° | Acc: (-0.02, -0.09, -9.82) m/s² | Gyro: (-0.29, 0.17, -0.09) deg/s"
0.149,"telemetry","packetCounter: 28516 | sampleTimeFine: 9450946 | Roll: -179.52° Pitch: 0.10° Yaw: -179.97° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (0.09, 0.60, -0.23) deg/s"
0.159,"telemetry","packetCounter: 28517 | sampleTimeFine: 9451046 | Roll: -179.52° Pitch: 0.10° Yaw: -179.96° | Acc: (-0.01, -0.08, -9.82) m/s² | Gyro: (-0.64, -0.24, -0.46) deg/s"
0.169,"telemetry","packetCounter: 28518 | sampleTimeFine: 9451146 | Roll: -179.53° Pitch: 0.10° Yaw: -179.95° | Acc: (-0.04, -0.10, -9.81) m/s² | Gyro: (-0.27, 0.21, -0.72) deg/s"
0.179,"telemetry","packetCounter: 28519 | sampleTimeFine: 9451246 | Roll: -179.53° Pitch: 0.10° Yaw: -179.95° | Acc: (-0.03, -0.10, -9.80) m/s² | Gyro: (-0.10, -0.07, -0.17) deg/s"
0.189,"telemetry","packetCounter: 28520 | sampleTimeFine: 9451346 | Roll: -179.53° Pitch: 0.10° Yaw: -179.95° | Acc: (-0.03, -0.09, -9.82) m/s² | Gyro: (-0.67, -0.12, -0.01) deg/s"
0.199,"telemetry","packetCounter: 28521 | sampleTimeFine: 9451446 | Roll: -179.53° Pitch: 0.10° Yaw: -179.94° | Acc: (-0.01, -0.09, -9.81) m/s² | Gyro: (-0.12, -0.26, -0.51) deg/s"
0.209,"telemetry","packetCounter: 28522 | sampleTimeFine: 9451546 | Roll: -179.54° Pitch: 0.11° Yaw: -179.94° | Acc: (-0.01, -0.08, -9.81) m/s² | Gyro: (-0.82, -0.71, -0.29) deg/s"
0.219,"telemetry","packetCounter: 28523 | sampleTimeFine: 9451646 | Roll: -179.55° Pitch: 0.11° Yaw: -179.94° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.48, -0.61, -0.38) deg/s"
0.229,"telemetry","packetCounter: 28524 | sampleTimeFine: 9451746 | Roll: -179.55° Pitch: 0.11° Yaw: -179.93° | Acc: (-0.01, -0.09, -9.82) m/s² | Gyro: (-0.42, 0.09, -0.48) deg/s"
0.239,"telemetry","packetCounter: 28525 | sampleTimeFine: 9451846 | Roll: -179.55° Pitch: 0.12° Yaw: -179.93° | Acc: (-0.02, -0.09, -9.82) m/s² | Gyro: (-0.44, -0.62, -0.52) deg/s"
0.249,"telemetry","packetCounter: 28526 | sampleTimeFine: 9451946 | Roll: -179.56° Pitch: 0.12° Yaw: -179.93° | Acc: (-0.03, -0.08, -9.81) m/s² | Gyro: (-0.56, -0.29, -0.49) deg/s"
0.259,"telemetry","packetCounter: 28527 | sampleTimeFine: 9452046 | Roll: -179.56° Pitch: 0.12° Yaw: -179.92° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.52, 0.13, -0.77) deg/s"
0.269,"telemetry","packetCounter: 28528 | sampleTimeFine: 9452146 | Roll: -179.57° Pitch: 0.12° Yaw: -179.92° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.78, -0.40, 0.29) deg/s"
0.279,"telemetry","packetCounter: 28529 | sampleTimeFine: 9452246 | Roll: -179.58° Pitch: 0.13° Yaw: -179.92° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.29, -0.47, -0.35) deg/s"
0.289,"telemetry","packetCounter: 28530 | sampleTimeFine: 9452346 | Roll: -179.58° Pitch: 0.13° Yaw: -179.91° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.15, 0.10, -0.24) deg/s"
0.299,"telemetry","packetCounter: 28531 | sampleTimeFine: 9452446 | Roll: -179.58° Pitch: 0.13° Yaw: -179.91° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.44, -0.39, -0.25) deg/s"
0.309,"telemetry","packetCounter: 28532 | sampleTimeFine: 9452546 | Roll: -179.59° Pitch: 0.13° Yaw: -179.91° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.54, -0.18, 0.03) deg/s"
0.319,"telemetry","packetCounter: 28533 | sampleTimeFine: 9452646 | Roll: -179.59° Pitch: 0.14° Yaw: -179.91° | Acc: (-0.02, -0.09, -9.81) m/s² | Gyro: (-0.08, -0.20, -0.09) deg/s"
0.329,"telemetry","packetCounter: 28534 | sampleTimeFine: 9452746 | Roll: -179.59° Pitch: 0.14° Yaw: -179.91° | Acc: (-0.01, -0.09, -9.81) m/s² | Gyro: (-0.26, -0.32, 0.20) deg/s"
0.341,"vibration","📊 ВИБРАЦИЯ: X=0.6367 Y=0.2942 Z=0.3436 | TOTAL=0.7810 m/s²"
0.341,"bar","   ███████░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
