time_s,label,confidence,p_fault
0.8136,fault,0.999928,0.999928
0.9134,fault,0.990235,0.990235
1.0153,normal,1.000000,0.000000
1.1138,normal,1.000000,0.000000
1.2134,normal,1.000000,0.000000
1.3136,normal,1.000000,0.000000
1.4137,normal,0.999609,0.000391
1.5137,normal,0.999968,0.000032
1.6136,normal,0.999992,0.000008
1.7139,normal,1.000000,0.000000
1.8141,normal,1.000000,0.000000
1.9137,normal,1.000000,0.000000
2.0139,normal,0.999988,0.000012
2.1139,normal,0.999986,0.000014
2.2140,normal,0.999708,0.000292
2.3145,normal,0.998671,0.001329
2.4137,normal,0.999977,0.000023
2.5142,normal,1.000000,0.000000
2.6142,normal,0.999994,0.000006
2.7135,normal,0.999993,0.000007
2.8142,normal,0.988480,0.011520
2.9137,normal,0.999992,0.000008
3.0141,normal,0.999977,0.000023
3.1144,normal,1.000000,0.000000
3.2135,normal,1.000000,0.000000
3.3136,normal,1.000000,0.000000
3.4143,normal,0.999993,0.000007
3.5142,normal,0.999999,0.000001
3.6143,normal,0.999991,0.000009
3.7137,normal,0.999988,0.000012
3.8139,normal,1.000000,0.000000
3.9141,normal,0.999997,0.000003
4.0146,normal,1.000000,0.000000
4.1137,normal,0.999975,0.000025
4.2136,normal,1.000000,0.000000
4.3137,normal,1.000000,0.000000
4.4142,normal,1.000000,0.000000
4.5145,normal,1.000000,0.000000
4.6150,normal,1.000000,0.000000
4.7138,normal,1.000000,0.000000
4.8143,normal,1.000000,0.000000
4.9136,normal,1.000000,0.000000
5.0140,normal,1.000000,0.000000
5.1138,normal,1.000000,0.000000
5.2137,normal,1.000000,0.000000
5.3140,normal,1.000000,0.000000
5.4143,normal,1.000000,0.000000
5.5138,normal,1.000000,0.000000
5.6142,normal,1.000000,0.000000
5.7135,normal,1.000000,0.000000
5.8151,normal,1.000000,0.000000
5.9141,normal,1.000000,0.000000
6.0142,normal,0.998543,0.001457
6.1146,normal,0.998637,0.001363
6.2144,normal,0.999998,0.000002
6.3140,normal,0.999951,0.000049
6.4142,normal,0.999970,0.000030
6.5145,normal,0.999999,0.000001
6.6145,normal,0.999998,0.000002
6.7145,normal,0.999931,0.000069
6.8141,normal,0.999792,0.000208
6.9138,normal,0.999977,0.000023
7.0140,normal,1.000000,0.000000
7.1141,normal,1.000000,0.000000
7.2139,normal,1.000000,0.000000
7.3142,normal,1.000000,0.000000
7.4146,normal,1.000000,0.000000
7.5141,normal,0.999968,0.000032
7.6145,normal,0.999272,0.000728
7.7150,normal,0.999978,0.000022
7.8145,normal,0.999895,0.000105
7.9142,normal,0.999998,0.000002
8.0140,normal,0.999998,0.000002
8.1145,normal,1.000000,0.000000
8.2433,normal,0.999996,0.000004
8.3152,normal,0.999850,0.000150
8.4135,normal,0.999996,0.000004
8.5136,normal,0.999995,0.000005
8.6132,normal,1.000000,0.000000
8.7131,normal,1.000000,0.000000
8.8131,normal,1.000000,0.000000
8.9138,normal,0.999999,0.000001
9.0138,normal,0.999991,0.000009
9.1137,normal,1.000000,0.000000
9.2130,normal,1.000000,0.000000
9.3135,normal,1.000000,0.000000
9.4142,normal,1.000000,0.000000
9.5135,normal,1.000000,0.000000
9.6130,normal,1.000000,0.000000
9.7134,normal,1.000000,0.000000
9.8134,normal,1.000000,0.000000
9.9134,normal,1.000000,0.000000
10.0136,normal,1.000000,0.000000
10.1137,normal,0.999095,0.000905
10.2133,normal,0.999848,0.000152
10.3133,normal,0.999999,0.000001
10.4133,normal,0.999957,0.000043
10.5132,normal,0.999997,0.000003
10.6134,normal,0.999998,0.000002
10.7133,normal,0.855470,0.144530
10.8136,normal,0.999637,0.000363
10.9134,normal,0.996202,0.003798
11.0136,normal,0.999996,0.000004
11.1140,normal,0.999999,0.000001
11.2132,normal,1.000000,0.000000
11.3136,normal,1.000000,0.000000
11.4136,normal,1.000000,0.000000
11.5132,normal,1.000000,0.000000
11.6132,normal,1.000000,0.000000
11.7134,normal,1.000000,0.000000
11.8137,normal,1.000000,0.000000
11.9139,normal,1.000000,0.000000
12.0136,normal,1.000000,0.000000
12.1140,normal,1.000000,0.000000
12.2133,normal,1.000000,0.000000
12.3135,normal,1.000000,0.000000
12.4138,normal,1.000000,0.000000
12.5136,normal,1.000000,0.000000
12.6135,normal,1.000000,0.000000
12.7137,normal,1.000000,0.000000
12.8136,normal,1.000000,0.000000
12.9138,normal,1.000000,0.000000
13.0145,normal,1.000000,0.000000
13.1136,normal,1.000000,0.000000
