time_s,p_fault,fault_bin
0.3084,0.322017,0
0.3181,0.590853,1
0.3278,0.718073,1
0.3377,0.795481,1
0.3477,0.841759,1
0.3577,0.871401,1
0.3677,0.890449,1
0.3777,0.898746,1
0.3878,0.903251,1
0.3977,0.905313,1
0.4078,0.905307,1
0.4177,0.903894,1
0.4277,0.901054,1
0.4377,0.897254,1
0.4478,0.892466,1
0.4577,0.887078,1
0.4677,0.881382,1
0.4777,0.875487,1
0.4877,0.869666,1
0.4977,0.866127,1
0.5077,0.863812,1
0.5177,0.884452,1
0.5278,0.899381,1
0.5377,0.910755,1
0.5477,0.920520,1
0.5577,0.927666,1
0.5677,0.933401,1
0.5778,0.937422,1
0.5878,0.939791,1
0.5977,0.941082,1
0.6077,0.941983,1
0.6177,0.942004,1
0.6278,0.941293,1
0.6378,0.940261,1
0.6477,0.939196,1
0.6577,0.937554,1
0.6677,0.935294,1
0.6777,0.932664,1
0.6877,0.929327,1
0.6978,0.924953,1
0.7077,0.920159,1
0.7178,0.914958,1
0.7278,0.910479,1
0.7378,0.904456,1
0.7478,0.896877,1
0.7577,0.889101,1
0.7678,0.879889,1
0.7777,0.869941,1
0.7878,0.859265,1
0.7977,0.847843,1
