time_s,p_fault,fault_bin
0.3083,1.000000,1
0.3182,1.000000,1
0.3277,1.000000,1
0.3377,1.000000,1
0.3476,1.000000,1
0.3577,1.000000,1
0.3676,1.000000,1
0.3777,1.000000,1
0.3876,1.000000,1
0.3976,1.000000,1
0.4076,1.000000,1
0.4176,1.000000,1
0.4276,1.000000,1
0.4376,1.000000,1
0.4477,1.000000,1
0.4577,1.000000,1
0.4676,1.000000,1
0.4777,1.000000,1
0.4876,1.000000,1
0.4976,1.000000,1
0.5076,1.000000,1
0.5176,1.000000,1
0.5276,1.000000,1
0.5376,1.000000,1
0.5476,1.000000,1
0.5576,1.000000,1
0.5677,1.000000,1
0.5776,1.000000,1
0.5877,1.000000,1
0.5977,1.000000,1
0.6077,1.000000,1
0.6177,1.000000,1
0.6277,1.000000,1
0.6378,1.000000,1
0.6477,1.000000,1
0.6577,1.000000,1
0.6677,1.000000,1
0.6777,1.000000,1
0.6876,1.000000,1
0.6977,1.000000,1
0.7077,1.000000,1
0.7177,1.000000,1
0.7277,1.000000,1
0.7377,1.000000,1
0.7477,1.000000,1
0.7577,1.000000,1
0.7677,1.000000,1
0.7777,1.000000,1
0.7876,1.000000,1
0.7977,1.000000,1
