time_seconds,packet_counter,sample_time_fine,utc_time,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,free_acc_x,free_acc_y,free_acc_z,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x,mag_y,mag_z,lat,lon,altitude,vel_x,vel_y,vel_z,status_word,temperature,baropressure,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z
0.001357,64691,6516737,,177.29136658,1.06088138,177.32365417,,,,,0.15264402,-0.45905364,-10.15346146,-0.38399982,-0.92056930,0.30008197,1.58635412,-0.70994742,-3.64966548,0.27933958,0.14938438,1.18585062,,,,,,,3,,,,,,,,,
0.002560,64692,6516837,,177.30191040,1.07961333,177.34527588,,,,,-0.08167812,0.28929704,-8.76236153,-0.08974752,-0.11940673,-1.05009162,-1.94078011,-2.08072941,0.89196337,0.27800581,0.15084550,1.18883574,,,,,,,3,,,,,,,,,
0.003718,64693,6516937,,177.26501465,1.10347593,177.33956909,,,,,-0.23589866,0.48218271,-9.15524769,0.06260046,0.04376167,-0.64497590,0.01987327,-0.43023071,-1.53005501,0.27727565,0.15374032,1.18294060,,,,,,,3,,,,,,,,,
0.004881,64694,6517037,,177.27935791,1.10117209,177.37399292,,,,,0.63034582,0.77850324,-11.50408363,-0.84034836,0.27273136,1.69865632,1.88792021,0.12545538,-4.39321994,0.27948874,0.15370479,1.17899311,,,,,,,3,,,,,,,,,
0.006168,64695,6517137,,177.30244446,1.09040952,177.40203857,,,,,0.00177985,-0.60190749,-9.23622131,-0.22568989,-1.02828228,-0.62093413,-1.23783636,-0.61381565,-0.56371926,0.27914906,0.15130948,1.18142724,,,,,,,3,,,,,,,,,
0.007324,64696,6517237,,177.28671265,1.09768283,177.40258789,,,,,-0.40928438,0.50748450,-9.03436565,0.23973325,0.06862384,-0.76174307,-1.49978020,0.92655294,-2.44596737,0.27936569,0.14890373,1.18633783,,,,,,,3,,,,,,,,,
0.008445,64697,6517337,,177.27648926,1.08038390,177.43080139,,,,,0.13477215,1.58572519,-10.92679405,-0.29294366,1.08033752,1.16938579,0.30275870,2.05390000,-3.51909531,0.28086290,0.14791769,1.18830895,,,,,,,3,,,,,,,,,
0.009590,64698,6517437,,177.27079773,1.05830693,177.43862915,,,,,0.01248735,-0.58524781,-10.06658936,-0.24503887,-1.05206728,0.21091759,0.84568772,0.21579068,-1.25131670,0.28358015,0.14883301,1.18586314,,,,,,,3,,,,,,,,,
0.010726,64699,6517537,,177.28253174,1.05839765,177.42195129,,,,,-0.33233175,-0.13433608,-9.28361225,0.13505961,-0.58011138,-0.54450214,0.07856747,0.49608368,-3.23886268,0.28069898,0.14840239,1.18386281,,,,,,,3,,,,,,,,,
0.011867,64700,6517637,,177.29022217,1.04644108,177.43247986,,,,,-0.30666566,1.71728754,-9.98651981,0.17982449,1.23677278,0.24513817,-0.32177883,2.49160840,-1.61660567,0.27777195,0.15325175,1.18343019,,,,,,,3,,,,,,,,,
0.012877,64701,6517737,,177.27680969,1.01372623,177.44189453,,,,,-0.39679882,0.19596522,-9.77288532,0.20985374,-0.27726775,-0.03883338,0.52196242,-1.15145645,-1.52543737,0.27874574,0.15515445,1.18544424,,,,,,,3,,,,,,,,,
0.013703,64702,6517837,,177.29063416,1.03744996,177.46903992,,,,,0.12549865,0.58162570,-9.34057808,-0.28894311,0.15186815,-0.46207964,0.06910648,-2.51568140,-3.01020076,0.27777141,0.15421152,1.18394005,,,,,,,3,,,,,,,,,
0.014549,64703,6517937,,177.27532959,1.06187427,177.49250793,,,,,-0.00089412,0.27325600,-9.52830505,-0.18279275,-0.17257613,-0.28658509,-1.99866233,0.02009152,-0.56603635,0.27509752,0.15281506,1.18736804,,,,,,,3,,,,,,,,,
0.015385,64704,6518037,,177.25111389,1.05780053,177.51228333,,,,,-0.04685801,-0.48002744,-9.82547283,-0.17626365,-0.94282854,-0.02563989,-0.43112258,-0.93682672,-1.69504741,0.27756169,0.15037277,1.18932080,,,,,,,3,,,,,,,,,
0.016185,64705,6518137,,177.26336670,1.05097842,177.52207947,,,,,0.51972866,1.53402138,-10.46406364,-0.66687167,1.06209838,0.69934773,-0.22628780,0.83404907,-1.80122846,0.27562928,0.15040596,1.18782735,,,,,,,3,,,,,,,,,
0.016769,64706,6518237,,177.24372864,1.03066409,177.54566956,,,,,-0.08576669,-0.35720590,-9.70955753,-0.12228930,-0.81917644,-0.13424492,-1.14839802,2.27965760,-1.64827875,0.27845824,0.15179786,1.18885303,,,,,,,3,,,,,,,,,
0.017348,64707,6518337,,177.23863220,1.01591241,177.56974792,,,,,-0.41848809,-0.26653668,-9.54872894,0.21864390,-0.73631656,-0.28469753,-0.80911189,0.58918743,-2.87860115,0.28099534,0.15127884,1.18044651,,,,,,,3,,,,,,,,,
0.017925,64708,6518437,,177.23320007,1.01337218,177.57014465,,,,,0.08650784,1.87116802,-10.19594669,-0.20954384,1.38539660,0.45618320,-1.68984696,1.16879723,-1.97935211,0.27865329,0.15083829,1.18042779,,,,,,,3,,,,,,,,,
0.018503,64709,6518537,,177.21246338,1.01070058,177.56607056,,,,,-0.21754271,-0.33997744,-10.20778084,0.00345192,-0.83395880,0.36621344,1.39655523,0.22396361,-2.13600271,0.27789408,0.15036891,1.18536413,,,,,,,3,,,,,,,,,
0.019185,64710,6518637,,177.23513794,1.00583243,177.59169006,,,,,-0.40607882,-0.37437832,-9.58181190,0.20180070,-0.84535432,-0.25699961,0.05561686,-2.28844634,-3.38655848,0.27583113,0.15280531,1.18143427,,,,,,,3,,,,,,,,,
0.020128,64711,6518737,,177.23973083,1.01243222,177.62049866,,,,,-0.21871495,1.73881710,-9.20505524,0.11029440,1.28978169,-0.53339481,-2.64835804,-0.44606736,-0.51146559,0.27452394,0.15282601,1.18439662,,,,,,,3,,,,,,,,,
0.020950,64838,6533546,,,,,,,,,0.53658837,-3.91248393,-6.29190969,,,,-3.08612920,0.06072677,-4.00386842,0.25811028,0.15358165,1.18581057,,,,,,,1,,,,,,,,,
0.028328,64839,6533646,,-164.68061829,-0.23534578,179.95722961,,,,,-0.24805263,1.65217614,-10.43583107,0.23744006,3.66008806,0.33453584,1.57119164,-0.15726057,-2.76006472,0.25898957,0.15500724,1.18484807,,,,,,,3,,,,,,,,,
0.038331,64840,6533746,,-164.67050171,-0.24743107,179.98152161,,,,,-0.28991354,-1.41352654,-8.96749878,0.32976151,1.00759685,-0.79592967,-0.89719764,-1.17480556,-2.95579574,0.25757849,0.15599076,1.18535125,,,,,,,3,,,,,,,,,
0.048238,64841,6533846,,-164.68466187,-0.24958026,-179.97477722,,,,,-0.10844757,1.68280530,-9.13042641,0.14497373,4.03489399,-1.45383811,-2.28436787,0.64527428,-1.73718711,0.25520146,0.15651098,1.18485284,,,,,,,3,,,,,,,,,
0.058274,64842,6533946,,-164.72422791,-0.25263065,-179.96966553,,,,,0.03673188,0.65788043,-10.41744995,0.00515477,3.38136101,0.05963171,-0.24941247,0.06410783,-2.31452507,0.25489622,0.15411466,1.18827677,,,,,,,3,,,,,,,,,
0.068278,64843,6534046,,-164.71795654,-0.24841020,-179.95553589,,,,,0.52348280,-0.86538440,-10.16415882,-0.48215356,1.84242344,0.21888244,-0.58711602,-1.80533831,-3.33718902,0.25631514,0.15457053,1.18878591,,,,,,,3,,,,,,,,,
0.078347,64844,6534146,,-164.71893311,-0.23809800,-179.91543579,,,,,-0.06211431,1.19161797,-9.48428822,0.09500539,3.64838195,-0.98103905,-1.72021249,0.40737914,-1.63029401,0.25579226,0.15649951,1.18831909,,,,,,,3,,,,,,,,,
0.088279,64845,6534246,,-164.74287415,-0.24574675,-179.90278625,,,,,-0.42233309,-0.01312522,-9.72056389,0.45836750,2.54610181,-0.43601537,-1.55656906,0.16958333,-2.68618683,0.25526205,0.15602933,1.18632972,,,,,,,3,,,,,,,,,
0.093459,64846,6534346,,-164.74993896,-0.25003719,-179.86744690,,,,,0.29462361,0.77884334,-10.37685490,-0.26013494,3.47983980,-0.00766194,-0.67927539,-0.42996617,-3.19874877,0.25806642,0.15502258,1.18533838,,,,,,,3,,,,,,,,,
0.108306,64847,6534446,,-164.75315857,-0.26014987,-179.83770752,,,,,-0.07272968,0.54105532,-9.96922302,0.10780230,3.14416885,-0.34033287,0.20825105,0.86096632,-2.24738965,0.26003331,0.15498838,1.18782163,,,,,,,3,,,,,,,,,
0.113570,64848,6534546,,-164.75679016,-0.28325444,-179.81622314,,,,,-0.56948054,-0.71128255,-9.23077583,0.60864079,1.74296212,-0.72537398,-0.60950122,-0.62422636,-3.24419920,0.25858933,0.15309359,1.18580520,,,,,,,3,,,,,,,,,
0.127446,64849,6534646,,-164.74830627,-0.29895154,-179.78175354,,,,,-0.10325578,2.25789785,-9.71669102,0.13210693,4.73518372,-1.03433859,-1.10402441,0.20664081,-2.13704773,0.25675976,0.15408351,1.18779087,,,,,,,3,,,,,,,,,
0.137464,64850,6534746,,-164.77886963,-0.30440217,-179.77033997,,,,,-0.08058237,0.21502595,-9.84614372,0.11969936,2.79463625,-0.37172771,0.38178001,0.23324824,-2.02956254,0.25627080,0.15697123,1.18882370,,,,,,,3,,,,,,,,,
0.147266,64851,6534846,,-164.78042603,-0.30118376,-179.75071716,,,,,0.06612186,-1.29092538,-9.25010109,-0.02263634,1.18265533,-0.55151713,-0.66771887,-1.86876857,-2.13643536,0.25511533,0.15651351,1.18237865,,,,,,,3,,,,,,,,,
0.157292,64852,6534946,,-164.77853394,-0.28017706,-179.72160339,,,,,0.19988877,2.01130128,-9.60657310,-0.17578819,4.46178293,-1.07124579,-2.57491622,0.10768987,-1.09791556,0.25481060,0.15315743,1.18529248,,,,,,,3,,,,,,,,,
