time_seconds,type,message
0.007,"telemetry","packetCounter: 46860 | sampleTimeFine: 11274728 | Roll: -179.51° Pitch: 0.41° Yaw: 154.10° | Acc: (-0.04, -0.09, -9.81) m/s² | Gyro: (-0.19, -0.10, -0.61) deg/s"
0.012,"telemetry","packetCounter: 46861 | sampleTimeFine: 11274828 | Roll: -179.51° Pitch: 0.41° Yaw: 154.11° | Acc: (-0.06, -0.09, -9.81) m/s² | Gyro: (-0.27, -0.45, -0.47) deg/s"
0.016,"telemetry","packetCounter: 46862 | sampleTimeFine: 11274928 | Roll: -179.51° Pitch: 0.41° Yaw: 154.11° | Acc: (-0.06, -0.10, -9.81) m/s² | Gyro: (-0.24, -0.16, -0.08) deg/s"
0.021,"telemetry","packetCounter: 46863 | sampleTimeFine: 11275028 | Roll: -179.51° Pitch: 0.41° Yaw: 154.11° | Acc: (-0.05, -0.08, -9.82) m/s² | Gyro: (-0.33, 0.28, -0.52) deg/s"
0.025,"telemetry","packetCounter: 46864 | sampleTimeFine: 11275128 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.05, -0.10, -9.81) m/s² | Gyro: (-0.58, 0.02, -0.11) deg/s"
0.030,"telemetry","packetCounter: 46865 | sampleTimeFine: 11275228 | Roll: -179.52° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.05, -0.09, -9.81) m/s² | Gyro: (-0.85, -0.20, -0.14) deg/s"
0.034,"telemetry","packetCounter: 46866 | sampleTimeFine: 11275328 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.06, -0.09, -9.82) m/s² | Gyro: (0.02, -0.47, -0.12) deg/s"
0.038,"telemetry","packetCounter: 46867 | sampleTimeFine: 11275428 | Roll: -179.51° Pitch: 0.40° Yaw: 154.10° | Acc: (-0.06, -0.09, -9.81) m/s² | Gyro: (-0.49, -0.98, -0.06) deg/s"
0.043,"telemetry","packetCounter: 46868 | sampleTimeFine: 11275528 | Roll: -179.52° Pitch: 0.41° Yaw: 154.10° | Acc: (-0.05, -0.09, -9.82) m/s² | Gyro: (-0.79, -0.55, -0.10) deg/s"
0.047,"telemetry","packetCounter: 46869 | sampleTimeFine: 11275628 | Roll: -179.51° Pitch: 0.41° Yaw: 154.10° | Acc: (-0.05, -0.10, -9.81) m/s² | Gyro: (-0.29, 0.25, -0.41) deg/s"
0.051,"telemetry","packetCounter: 46870 | sampleTimeFine: 11275728 | Roll: -179.52° Pitch: 0.41° Yaw: 154.11° | Acc: (-0.05, -0.10, -9.81) m/s² | Gyro: (-0.63, -0.21, -0.38) deg/s"
0.056,"telemetry","packetCounter: 46871 | sampleTimeFine: 11275828 | Roll: -179.52° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.07, -0.09, -9.82) m/s² | Gyro: (-0.26, 0.22, -0.35) deg/s"
0.060,"telemetry","packetCounter: 46872 | sampleTimeFine: 11275928 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.05, -0.09, -9.81) m/s² | Gyro: (-0.24, -0.25, -0.47) deg/s"
0.064,"telemetry","packetCounter: 46873 | sampleTimeFine: 11276028 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.06, -0.09, -9.82) m/s² | Gyro: (-0.36, -0.40, -0.52) deg/s"
0.069,"telemetry","packetCounter: 46874 | sampleTimeFine: 11276128 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.05, -0.10, -9.81) m/s² | Gyro: (-0.57, 0.12, 0.16) deg/s"
0.073,"telemetry","packetCounter: 46875 | sampleTimeFine: 11276228 | Roll: -179.52° Pitch: 0.39° Yaw: 154.11° | Acc: (-0.07, -0.10, -9.81) m/s² | Gyro: (-0.23, -0.08, -0.85) deg/s"
0.077,"telemetry","packetCounter: 46876 | sampleTimeFine: 11276328 | Roll: -179.51° Pitch: 0.40° Yaw: 154.11° | Acc: (-0.05, -0.09, -9.82) m/s² | Gyro: (-0.12, -0.37, -0.12) deg/s"
0.082,"telemetry","packetCounter: 46877 | sampleTimeFine: 11276428 | Roll: -179.51° Pitch: 0.39° Yaw: 154.11° | Acc: (-0.05, -0.09, -9.82) m/s² | Gyro: (-0.20, -0.00, -0.05) deg/s"
0.086,"telemetry","packetCounter: 47443 | sampleTimeFine: 11335081 | Acc: (-0.04, -0.07, -7.35) m/s² | Gyro: (-0.18, 0.05, 0.27) deg/s"
0.091,"telemetry","packetCounter: 47444 | sampleTimeFine: 11335181 | Roll: -179.47° Pitch: 0.35° Yaw: -179.99° | Acc: (-0.06, -0.08, -9.81) m/s² | Gyro: (-0.93, -0.21, -0.44) deg/s"
0.095,"telemetry","packetCounter: 47445 | sampleTimeFine: 11335281 | Roll: -179.48° Pitch: 0.35° Yaw: -179.99° | Acc: (-0.05, -0.08, -9.82) m/s² | Gyro: (-0.57, -0.08, -0.40) deg/s"
0.100,"telemetry","packetCounter: 47446 | sampleTimeFine: 11335381 | Roll: -179.49° Pitch: 0.35° Yaw: -179.98° | Acc: (-0.06, -0.08, -9.82) m/s² | Gyro: (-0.46, -0.04, -0.21) deg/s"
0.104,"telemetry","packetCounter: 47447 | sampleTimeFine: 11335481 | Roll: -179.49° Pitch: 0.35° Yaw: -179.98° | Acc: (-0.07, -0.09, -9.81) m/s² | Gyro: (-0.83, -0.02, -0.46) deg/s"
0.108,"telemetry","packetCounter: 47448 | sampleTimeFine: 11335581 | Roll: -179.50° Pitch: 0.35° Yaw: -179.98° | Acc: (-0.07, -0.10, -9.80) m/s² | Gyro: (-0.62, -0.52, -0.10) deg/s"
0.113,"telemetry","packetCounter: 47449 | sampleTimeFine: 11335681 | Roll: -179.51° Pitch: 0.36° Yaw: -179.98° | Acc: (-0.06, -0.08, -9.82) m/s² | Gyro: (-0.46, -0.17, -0.11) deg/s"
0.117,"telemetry","packetCounter: 47450 | sampleTimeFine: 11335781 | Roll: -179.51° Pitch: 0.36° Yaw: -179.98° | Acc: (-0.06, -0.09, -9.81) m/s² | Gyro: (0.22, -0.64, -0.24) deg/s"
0.121,"telemetry","packetCounter: 47451 | sampleTimeFine: 11335881 | Roll: -179.51° Pitch: 0.37° Yaw: -179.98° | Acc: (-0.06, -0.08, -9.81) m/s² | Gyro: (-1.04, -0.49, 0.11) deg/s"
0.126,"telemetry","packetCounter: 47452 | sampleTimeFine: 11335981 | Roll: -179.52° Pitch: 0.37° Yaw: -179.97° | Acc: (-0.06, -0.09, -9.81) m/s² | Gyro: (-1.11, -0.23, -0.49) deg/s"
0.130,"telemetry","packetCounter: 47453 | sampleTimeFine: 11336081 | Roll: -179.53° Pitch: 0.37° Yaw: -179.97° | Acc: (-0.05, -0.09, -9.82) m/s² | Gyro: (-0.85, 0.07, -0.51) deg/s"
0.135,"telemetry","packetCounter: 47454 | sampleTimeFine: 11336181 | Roll: -179.54° Pitch: 0.37° Yaw: -179.97° | Acc: (-0.06, -0.09, -9.81) m/s² | Gyro: (-0.67, -0.10, -0.23) deg/s"
0.140,"telemetry","packetCounter: 47455 | sampleTimeFine: 11336281 | Roll: -179.55° Pitch: 0.37° Yaw: -179.96° | Acc: (-0.05, -0.09, -9.82) m/s² | Gyro: (-0.73, -0.22, -0.46) deg/s"
