time_s,label,confidence,p_fault
0.8160,fault,1.000000,1.000000
0.9137,fault,1.000000,1.000000
1.0148,fault,1.000000,1.000000
1.1138,fault,1.000000,1.000000
1.2139,fault,1.000000,1.000000
1.3145,fault,1.000000,1.000000
1.4139,fault,1.000000,1.000000
1.5144,fault,1.000000,1.000000
1.6148,fault,1.000000,1.000000
1.7139,fault,1.000000,1.000000
1.8144,fault,1.000000,1.000000
1.9144,fault,1.000000,1.000000
2.0143,fault,1.000000,1.000000
2.1144,fault,1.000000,1.000000
2.2141,fault,1.000000,1.000000
2.3138,fault,1.000000,1.000000
2.4139,fault,1.000000,1.000000
2.5149,fault,1.000000,1.000000
2.6142,fault,1.000000,1.000000
2.7140,fault,1.000000,1.000000
2.8140,fault,1.000000,1.000000
2.9142,fault,1.000000,1.000000
3.0146,fault,1.000000,1.000000
3.1142,fault,1.000000,1.000000
3.2141,fault,1.000000,1.000000
3.3146,fault,1.000000,1.000000
3.4145,fault,1.000000,1.000000
3.5144,fault,1.000000,1.000000
3.6142,fault,1.000000,1.000000
3.7141,fault,1.000000,1.000000
3.8142,fault,1.000000,1.000000
3.9132,fault,1.000000,1.000000
4.0132,fault,1.000000,1.000000
4.1133,fault,1.000000,1.000000
4.2133,fault,1.000000,1.000000
4.3133,fault,1.000000,1.000000
4.4136,fault,1.000000,1.000000
4.5132,fault,1.000000,1.000000
4.6133,fault,1.000000,1.000000
4.7135,fault,1.000000,1.000000
4.8139,fault,1.000000,1.000000
4.9138,fault,1.000000,1.000000
5.0133,fault,1.000000,1.000000
5.1140,fault,1.000000,1.000000
5.2134,fault,1.000000,1.000000
5.3139,fault,1.000000,1.000000
5.4133,fault,1.000000,1.000000
5.5132,fault,1.000000,1.000000
5.6139,fault,1.000000,1.000000
5.7131,fault,1.000000,1.000000
5.8137,fault,1.000000,1.000000
5.9134,fault,1.000000,1.000000
6.0137,fault,1.000000,1.000000
6.1132,fault,1.000000,1.000000
6.2134,fault,1.000000,1.000000
6.3137,fault,1.000000,1.000000
6.4139,fault,1.000000,1.000000
6.5142,fault,1.000000,1.000000
6.6139,fault,1.000000,1.000000
6.7135,fault,1.000000,1.000000
6.8133,fault,1.000000,1.000000
6.9141,fault,1.000000,1.000000
7.0145,fault,1.000000,1.000000
7.1143,fault,1.000000,1.000000
7.2135,fault,1.000000,1.000000
7.3140,fault,1.000000,1.000000
7.4140,fault,1.000000,1.000000
7.5145,fault,1.000000,1.000000
7.6134,fault,1.000000,1.000000
7.7133,fault,1.000000,1.000000
7.8133,fault,1.000000,1.000000
7.9139,fault,1.000000,1.000000
8.0141,fault,1.000000,1.000000
8.1143,fault,1.000000,1.000000
8.2135,fault,1.000000,1.000000
8.3136,fault,1.000000,1.000000
8.4137,fault,1.000000,1.000000
8.5138,fault,1.000000,1.000000
8.6140,fault,1.000000,1.000000
8.7139,fault,1.000000,1.000000
8.8137,fault,1.000000,1.000000
8.9137,fault,1.000000,1.000000
9.0135,fault,1.000000,1.000000
9.1137,fault,1.000000,1.000000
9.2137,fault,1.000000,1.000000
9.3139,fault,1.000000,1.000000
9.4140,fault,1.000000,1.000000
9.5297,fault,1.000000,1.000000
9.6155,fault,1.000000,1.000000
9.7135,fault,1.000000,1.000000
9.8139,fault,1.000000,1.000000
9.9137,fault,1.000000,1.000000
10.0146,fault,1.000000,1.000000
10.1147,fault,1.000000,1.000000
10.2136,fault,1.000000,1.000000
10.3140,fault,1.000000,1.000000
10.4139,fault,1.000000,1.000000
10.5143,fault,1.000000,1.000000
10.6138,fault,1.000000,1.000000
10.7137,fault,1.000000,1.000000
10.8138,fault,1.000000,1.000000
10.9140,fault,1.000000,1.000000
11.0144,fault,1.000000,1.000000
11.1146,fault,1.000000,1.000000
11.2139,fault,1.000000,1.000000
11.3140,fault,1.000000,1.000000
11.4144,fault,1.000000,1.000000
11.5138,fault,1.000000,1.000000
11.6142,fault,1.000000,1.000000
11.7138,fault,1.000000,1.000000
11.8142,fault,1.000000,1.000000
11.9143,fault,1.000000,1.000000
12.0139,fault,1.000000,1.000000
12.1137,fault,1.000000,1.000000
12.2138,fault,1.000000,1.000000
12.3140,fault,1.000000,1.000000
12.4145,fault,1.000000,1.000000
12.5143,fault,1.000000,1.000000
12.6144,fault,1.000000,1.000000
12.7138,fault,1.000000,1.000000
12.8140,fault,1.000000,1.000000
12.9130,fault,1.000000,1.000000
13.0131,fault,1.000000,1.000000
13.1133,fault,1.000000,1.000000
13.2132,fault,1.000000,1.000000
13.3132,fault,1.000000,1.000000
13.4132,fault,1.000000,1.000000
13.5137,fault,1.000000,1.000000
13.6131,fault,1.000000,1.000000
13.7131,fault,1.000000,1.000000
13.8131,fault,1.000000,1.000000
13.9131,fault,1.000000,1.000000
14.0136,fault,1.000000,1.000000
14.1130,fault,1.000000,1.000000
14.2129,fault,1.000000,1.000000
14.3135,fault,1.000000,1.000000
14.4135,fault,1.000000,1.000000
14.5132,fault,1.000000,1.000000
14.6130,fault,1.000000,1.000000
14.7131,fault,1.000000,1.000000
14.8140,fault,1.000000,1.000000
14.9134,fault,1.000000,1.000000
15.0132,fault,1.000000,1.000000
