time_s,p_fault,fault_bin
0.3088,0.111042,0
0.3188,0.267681,0
0.3282,0.390821,0
0.3382,0.480221,0
0.3482,0.543254,1
0.3582,0.587614,1
0.3682,0.617611,1
0.3782,0.639062,1
0.3882,0.653452,1
0.3982,0.662547,1
0.4082,0.667559,1
0.4182,0.669089,1
0.4282,0.667947,1
0.4382,0.665463,1
0.4482,0.661424,1
0.4582,0.656008,1
0.4682,0.649854,1
0.4782,0.643551,1
0.4882,0.636721,1
0.4982,0.628388,1
0.5082,0.618684,1
0.5182,0.672468,1
0.5282,0.713561,1
0.5382,0.743101,1
0.5482,0.763485,1
0.5582,0.778158,1
0.5682,0.789832,1
0.5782,0.797973,1
0.5882,0.804051,1
0.5982,0.806804,1
0.6082,0.808193,1
0.6182,0.808395,1
0.6282,0.806919,1
0.6382,0.803598,1
0.6482,0.798544,1
0.6582,0.792059,1
0.6682,0.784966,1
0.6782,0.777285,1
0.6882,0.768149,1
0.6982,0.757999,1
0.7082,0.747123,1
0.7182,0.735455,1
0.7282,0.722787,1
0.7382,0.709533,1
0.7482,0.695953,1
0.7582,0.681879,1
0.7682,0.666759,1
0.7782,0.651573,1
0.7882,0.636508,1
0.7982,0.621429,1
