time_s,p_fault,fault_bin
0.3087,0.001010,0
0.3186,0.003251,0
0.3283,0.006029,0
0.3381,0.010305,0
0.3481,0.017053,0
0.3581,0.023852,0
0.3681,0.030002,0
0.3781,0.035434,0
0.3881,0.039926,0
0.3982,0.044088,0
0.4081,0.048368,0
0.4181,0.053147,0
0.4281,0.058410,0
0.4381,0.064004,0
0.4481,0.069850,0
0.4581,0.074513,0
0.4681,0.078658,0
0.4781,0.083749,0
0.4881,0.088071,0
0.4981,0.091395,0
0.5081,0.094391,0
0.5181,0.096925,0
0.5281,0.099082,0
0.5381,0.100942,0
0.5481,0.101567,0
0.5581,0.100542,0
0.5681,0.100290,0
0.5781,0.102235,0
0.5881,0.104762,0
0.5981,0.106341,0
0.6081,0.106008,0
0.6182,0.106007,0
0.6281,0.104785,0
0.6381,0.103426,0
0.6481,0.102447,0
0.6581,0.103429,0
0.6682,0.104972,0
0.6781,0.105581,0
0.6881,0.105778,0
0.6982,0.105125,0
0.7082,0.102969,0
0.7182,0.098729,0
0.7282,0.095269,0
0.7382,0.092346,0
0.7482,0.089768,0
0.7582,0.087265,0
0.7682,0.085271,0
0.7782,0.082150,0
0.7882,0.078261,0
0.7983,0.074521,0
