time_seconds,type,message
0.005,"telemetry","packetCounter: 44435 | sampleTimeFine: 11040563 | Roll: -178.00° Pitch: 0.34° Yaw: -179.75° | Acc: (-0.05, -0.33, -9.81) m/s² | Gyro: (-0.46, -0.70, -0.25) deg/s"
0.010,"telemetry","packetCounter: 44436 | sampleTimeFine: 11040663 | Roll: -178.00° Pitch: 0.35° Yaw: -179.75° | Acc: (-0.05, -0.34, -9.81) m/s² | Gyro: (0.29, -0.80, -0.50) deg/s"
0.014,"telemetry","packetCounter: 44437 | sampleTimeFine: 11040763 | Roll: -177.99° Pitch: 0.35° Yaw: -179.76° | Acc: (-0.04, -0.34, -9.81) m/s² | Gyro: (-0.34, -0.35, -0.22) deg/s"
0.018,"telemetry","packetCounter: 44438 | sampleTimeFine: 11040863 | Roll: -177.99° Pitch: 0.35° Yaw: -179.75° | Acc: (-0.05, -0.33, -9.80) m/s² | Gyro: (-0.10, -0.50, -0.79) deg/s"
0.023,"telemetry","packetCounter: 44439 | sampleTimeFine: 11040963 | Roll: -177.99° Pitch: 0.35° Yaw: -179.76° | Acc: (-0.05, -0.35, -9.81) m/s² | Gyro: (-0.51, -0.47, -0.27) deg/s"
0.027,"telemetry","packetCounter: 44440 | sampleTimeFine: 11041063 | Roll: -177.99° Pitch: 0.35° Yaw: -179.76° | Acc: (-0.04, -0.35, -9.81) m/s² | Gyro: (-0.60, -0.23, -0.29) deg/s"
0.031,"telemetry","packetCounter: 44441 | sampleTimeFine: 11041163 | Roll: -178.00° Pitch: 0.35° Yaw: -179.76° | Acc: (-0.05, -0.32, -9.81) m/s² | Gyro: (-0.56, -0.38, -0.09) deg/s"
0.035,"telemetry","packetCounter: 44442 | sampleTimeFine: 11041263 | Roll: -178.00° Pitch: 0.35° Yaw: -179.77° | Acc: (-0.05, -0.34, -9.82) m/s² | Gyro: (-0.49, -0.21, -0.21) deg/s"
0.040,"telemetry","packetCounter: 44443 | sampleTimeFine: 11041363 | Roll: -178.00° Pitch: 0.35° Yaw: -179.77° | Acc: (-0.04, -0.33, -9.81) m/s² | Gyro: (-0.85, 0.10, 0.03) deg/s"
0.044,"telemetry","packetCounter: 44444 | sampleTimeFine: 11041463 | Roll: -178.01° Pitch: 0.35° Yaw: -179.78° | Acc: (-0.05, -0.33, -9.81) m/s² | Gyro: (-0.53, -0.47, -0.10) deg/s"
0.048,"telemetry","packetCounter: 44445 | sampleTimeFine: 11041563 | Roll: -178.01° Pitch: 0.35° Yaw: -179.77° | Acc: (-0.05, -0.35, -9.80) m/s² | Gyro: (-0.50, 0.29, -0.04) deg/s"
0.052,"telemetry","packetCounter: 44446 | sampleTimeFine: 11041663 | Roll: -178.01° Pitch: 0.35° Yaw: -179.77° | Acc: (-0.04, -0.35, -9.81) m/s² | Gyro: (-0.13, -0.46, -0.32) deg/s"
0.057,"telemetry","packetCounter: 44447 | sampleTimeFine: 11041763 | Roll: -178.01° Pitch: 0.35° Yaw: -179.78° | Acc: (-0.05, -0.34, -9.81) m/s² | Gyro: (-0.40, -0.71, 0.47) deg/s"
0.061,"telemetry","packetCounter: 44448 | sampleTimeFine: 11041863 | Roll: -178.01° Pitch: 0.35° Yaw: -179.78° | Acc: (-0.05, -0.33, -9.82) m/s² | Gyro: (-0.30, -0.19, -0.41) deg/s"
0.065,"telemetry","packetCounter: 44449 | sampleTimeFine: 11041963 | Roll: -178.01° Pitch: 0.35° Yaw: -179.77° | Acc: (-0.05, -0.33, -9.81) m/s² | Gyro: (-0.13, -0.56, -0.59) deg/s"
0.069,"telemetry","packetCounter: 44450 | sampleTimeFine: 11042063 | Roll: -178.01° Pitch: 0.35° Yaw: -179.78° | Acc: (-0.04, -0.33, -9.81) m/s² | Gyro: (-0.46, -0.35, -0.02) deg/s"
0.074,"telemetry","packetCounter: 44451 | sampleTimeFine: 11042163 | Roll: -178.01° Pitch: 0.35° Yaw: -179.78° | Acc: (-0.05, -0.34, -9.80) m/s² | Gyro: (-0.52, 0.19, 0.05) deg/s"
