time_s,p_fault,fault_bin
0.3089,0.007010,0
0.3190,0.020890,0
0.3285,0.036210,0
0.3383,0.051713,0
0.3483,0.066351,0
0.3582,0.079931,0
0.3682,0.091137,0
0.3782,0.101854,0
0.3882,0.110536,0
0.3982,0.119654,0
0.4082,0.128729,0
0.4182,0.136187,0
0.4282,0.142151,0
0.4382,0.146538,0
0.4483,0.149460,0
0.4582,0.151354,0
0.4683,0.153205,0
0.4782,0.156409,0
0.4883,0.158425,0
0.4983,0.160768,0
0.5082,0.162713,0
0.5183,0.162164,0
0.5282,0.160981,0
0.5383,0.158018,0
0.5482,0.154036,0
0.5582,0.149637,0
0.5682,0.144160,0
0.5782,0.140519,0
0.5882,0.136273,0
0.5983,0.132551,0
0.6082,0.127640,0
0.6183,0.123099,0
0.6282,0.119111,0
0.6382,0.117200,0
0.6482,0.115280,0
0.6582,0.112625,0
0.6682,0.106680,0
0.6782,0.101040,0
0.6882,0.095811,0
0.6982,0.091251,0
0.7082,0.089954,0
0.7182,0.093518,0
0.7282,0.096986,0
0.7382,0.102580,0
0.7482,0.107694,0
0.7582,0.109399,0
0.7682,0.107816,0
0.7782,0.106215,0
0.7882,0.104562,0
0.7982,0.103585,0
