time_seconds,type,message
0.003,"telemetry","packetCounter: 29840 | sampleTimeFine: 9570393 | Roll: 179.32° Pitch: 0.56° Yaw: -162.86° | Acc: (-0.06, 0.10, -9.82) m/s² | Gyro: (0.02, -0.69, 0.09) deg/s"
0.005,"telemetry","packetCounter: 29841 | sampleTimeFine: 9570493 | Roll: 179.33° Pitch: 0.56° Yaw: -162.86° | Acc: (-0.06, 0.09, -9.82) m/s² | Gyro: (-0.13, -0.18, -0.36) deg/s"
0.006,"telemetry","packetCounter: 29842 | sampleTimeFine: 9570593 | Roll: 179.32° Pitch: 0.55° Yaw: -162.87° | Acc: (-0.07, 0.10, -9.80) m/s² | Gyro: (-0.62, -0.49, -0.07) deg/s"
0.009,"telemetry","packetCounter: 29843 | sampleTimeFine: 9570693 | Roll: 179.32° Pitch: 0.55° Yaw: -162.88° | Acc: (-0.08, 0.11, -9.82) m/s² | Gyro: (-0.40, 0.15, 0.14) deg/s"
0.011,"telemetry","packetCounter: 29844 | sampleTimeFine: 9570793 | Roll: 179.32° Pitch: 0.55° Yaw: -162.88° | Acc: (-0.09, 0.09, -9.82) m/s² | Gyro: (-0.48, -0.42, 0.35) deg/s"
0.013,"telemetry","packetCounter: 29845 | sampleTimeFine: 9570893 | Roll: 179.32° Pitch: 0.56° Yaw: -162.89° | Acc: (-0.07, 0.10, -9.82) m/s² | Gyro: (-0.45, -0.87, -0.49) deg/s"
0.015,"telemetry","packetCounter: 29846 | sampleTimeFine: 9570993 | Roll: 179.32° Pitch: 0.56° Yaw: -162.89° | Acc: (-0.07, 0.10, -9.81) m/s² | Gyro: (-0.32, -0.49, -0.17) deg/s"
0.017,"telemetry","packetCounter: 29847 | sampleTimeFine: 9571093 | Roll: 179.33° Pitch: 0.56° Yaw: -162.87° | Acc: (-0.06, 0.10, -9.82) m/s² | Gyro: (-0.14, -0.19, -0.39) deg/s"
0.019,"telemetry","packetCounter: 29848 | sampleTimeFine: 9571193 | Roll: 179.32° Pitch: 0.56° Yaw: -162.86° | Acc: (-0.08, 0.11, -9.81) m/s² | Gyro: (-0.47, -0.78, -0.60) deg/s"
0.020,"telemetry","packetCounter: 29849 | sampleTimeFine: 9571293 | Roll: 179.33° Pitch: 0.56° Yaw: -162.85° | Acc: (-0.07, 0.10, -9.81) m/s² | Gyro: (-0.41, -0.37, -0.44) deg/s"
0.022,"telemetry","packetCounter: 29850 | sampleTimeFine: 9571393 | Roll: 179.33° Pitch: 0.56° Yaw: -162.85° | Acc: (-0.06, 0.10, -9.81) m/s² | Gyro: (-0.35, -0.28, -0.27) deg/s"
0.024,"telemetry","packetCounter: 29851 | sampleTimeFine: 9571493 | Roll: 179.33° Pitch: 0.57° Yaw: -162.86° | Acc: (-0.08, 0.09, -9.81) m/s² | Gyro: (-0.20, -0.78, 0.01) deg/s"
0.026,"telemetry","packetCounter: 29852 | sampleTimeFine: 9571593 | Roll: 179.33° Pitch: 0.57° Yaw: -162.87° | Acc: (-0.08, 0.10, -9.81) m/s² | Gyro: (-0.09, -0.20, -0.66) deg/s"
0.028,"telemetry","packetCounter: 29853 | sampleTimeFine: 9571693 | Roll: 179.33° Pitch: 0.57° Yaw: -162.87° | Acc: (-0.07, 0.10, -9.81) m/s² | Gyro: (-0.38, -0.57, -0.46) deg/s"
0.030,"telemetry","packetCounter: 29854 | sampleTimeFine: 9571793 | Roll: 179.33° Pitch: 0.57° Yaw: -162.87° | Acc: (-0.08, 0.10, -9.81) m/s² | Gyro: (-0.45, 0.21, -0.05) deg/s"
