time_s,label,confidence,p_fault
0.8492,fault,0.570000,0.570000
0.9475,fault,0.620000,0.620000
1.0578,normal,0.610000,0.390000
1.1557,normal,0.630000,0.370000
1.2567,normal,0.607500,0.392500
1.3554,normal,0.555000,0.445000
1.4559,normal,0.605000,0.395000
1.5560,normal,0.605000,0.395000
1.6566,normal,0.675000,0.325000
1.7553,normal,0.677500,0.322500
1.8561,normal,0.665000,0.335000
1.9545,normal,0.620000,0.380000
2.0546,normal,0.527500,0.472500
2.1556,normal,0.525000,0.475000
2.2553,normal,0.530000,0.470000
2.3557,normal,0.647500,0.352500
2.4562,normal,0.620000,0.380000
2.5549,normal,0.605000,0.395000
2.6560,normal,0.587500,0.412500
2.7542,normal,0.632500,0.367500
2.8552,normal,0.762500,0.237500
2.9554,normal,0.840000,0.160000
3.0556,normal,0.892500,0.107500
3.1560,normal,0.937500,0.062500
3.2549,normal,0.970000,0.030000
3.3573,normal,0.952500,0.047500
3.4556,normal,0.952500,0.047500
3.5556,normal,0.847500,0.152500
3.6559,normal,0.872500,0.127500
3.7551,normal,0.890000,0.110000
3.8562,normal,0.852500,0.147500
3.9564,normal,0.827500,0.172500
4.0545,normal,0.855000,0.145000
4.1546,normal,0.875000,0.125000
4.2537,normal,0.820000,0.180000
4.3553,normal,0.887500,0.112500
4.4553,normal,0.975000,0.025000
4.5555,normal,0.970000,0.030000
4.6588,normal,0.977500,0.022500
4.7553,normal,0.965000,0.035000
4.8560,normal,0.930000,0.070000
4.9552,normal,0.942500,0.057500
5.0550,normal,0.962500,0.037500
5.1548,normal,0.950000,0.050000
5.2549,normal,0.907500,0.092500
5.3561,normal,0.902500,0.097500
5.4556,normal,0.902500,0.097500
5.5555,normal,0.907500,0.092500
5.6568,normal,0.952500,0.047500
5.7549,normal,0.972500,0.027500
5.8540,normal,0.997500,0.002500
5.9540,normal,0.975000,0.025000
6.0554,normal,0.990000,0.010000
6.1553,normal,0.985000,0.015000
6.2552,normal,0.965000,0.035000
6.3560,normal,0.945000,0.055000
6.4573,normal,0.895000,0.105000
6.5556,normal,0.752500,0.247500
6.6550,normal,0.695000,0.305000
6.7553,normal,0.720000,0.280000
6.8550,normal,0.677500,0.322500
6.9554,normal,0.660000,0.340000
7.0553,normal,0.697500,0.302500
7.1560,normal,0.745000,0.255000
7.2544,normal,0.877500,0.122500
7.3561,normal,0.907500,0.092500
7.4560,normal,0.912500,0.087500
7.5560,normal,0.945000,0.055000
7.6550,normal,0.960000,0.040000
7.7549,normal,0.912500,0.087500
