time_seconds,packet_counter,sample_time_fine,utc_time,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,free_acc_x,free_acc_y,free_acc_z,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x,mag_y,mag_z,lat,lon,altitude,vel_x,vel_y,vel_z,status_word,temperature,baropressure,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z
0.001752,12774,21035729,,179.24975586,0.13665944,-151.16223145,,,,,-0.01930465,0.09285370,-9.81786346,0.01356137,-0.03357548,0.00261140,-0.34833637,-0.21521171,0.16158749,-0.12143615,0.32611001,1.04216874,,,,,,,3,,,,,,,,,
0.003001,12775,21035829,,179.24497986,0.13430873,-151.15769958,,,,,-0.01362764,0.10201851,-9.81921482,0.00490137,-0.02894401,0.00406790,-0.63252626,-0.20121036,-0.50710905,-0.12000887,0.32704550,1.04318011,,,,,,,3,,,,,,,,,
0.004195,12776,21035929,,179.24603271,0.13531075,-151.16078186,,,,,-0.01690796,0.08293334,-9.81653690,0.01680459,-0.04383409,0.00114703,-0.24423689,-0.22426814,0.13801546,-0.12187240,0.32707664,1.04366612,,,,,,,3,,,,,,,,,
0.005406,12777,21036029,,179.24520874,0.13110273,-151.15747070,,,,,-0.00852975,0.08493224,-9.81586552,0.00910038,-0.04609248,0.00048041,-0.48686415,-0.17504846,-0.24714092,-0.12282163,0.32757261,1.04366910,,,,,,,3,,,,,,,,,
0.006551,12778,21036129,,179.24383545,0.12792706,-151.15487671,,,,,-0.02167178,0.08397593,-9.80894470,0.02160207,-0.04028945,-0.00642157,-0.33711666,-0.17456966,0.00693040,-0.12053177,0.32897449,1.04271328,,,,,,,3,,,,,,,,,
0.007716,12779,21036229,,179.24832153,0.12839304,-151.15345764,,,,,-0.01991846,0.08204486,-9.81137180,0.02069176,-0.04218587,-0.00401950,-0.07661136,-0.20629183,-0.51691699,-0.12055736,0.32849538,1.04171610,,,,,,,3,,,,,,,,,
0.008836,12780,21036329,,179.24862671,0.12855868,-151.15168762,,,,,-0.02653882,0.08104099,-9.81238651,0.02694016,-0.04021374,-0.00300741,-0.66394577,-0.38496923,-0.65997567,-0.12192357,0.32611844,1.04167163,,,,,,,3,,,,,,,,,
0.009960,12781,21036429,,179.24668884,0.12774204,-151.14756775,,,,,-0.01894553,0.10230181,-9.82538795,0.01025492,-0.02510617,0.01025748,-0.15807595,-0.15752221,-0.10025692,-0.12169508,0.32707736,1.03525603,,,,,,,3,,,,,,,,,
0.011086,12782,21036529,,179.25372314,0.12792294,-151.14253235,,,,,-0.02243056,0.08583214,-9.80859375,0.02048892,-0.03690934,-0.00673819,0.01566195,-0.47066983,-0.47020431,-0.12156612,0.32755345,1.03922236,,,,,,,3,,,,,,,,,
0.012232,12783,21036629,,179.25378418,0.12538886,-151.13894653,,,,,-0.02319514,0.08615655,-9.80514240,0.02150074,-0.03599291,-0.01018190,-0.40658849,-0.19871454,-0.08373590,-0.12184630,0.32659602,1.04415333,,,,,,,3,,,,,,,,,
0.013186,12784,21036729,,179.25634766,0.12428052,-151.13529968,,,,,-0.01433651,0.08446424,-9.81103802,0.01463537,-0.04115662,-0.00432754,-0.14018718,-0.06288271,-0.51228484,-0.12053961,0.32753509,1.04170096,,,,,,,3,,,,,,,,,
