time_s,p_fault,fault_bin
0.2989,0.013825,0
0.3091,0.041261,0
0.3185,0.071127,0
0.3284,0.098284,0
0.3384,0.123936,0
0.3485,0.143952,0
0.3584,0.160346,0
0.3685,0.173796,0
0.3785,0.183614,0
0.3885,0.191302,0
0.3985,0.197976,0
0.4085,0.204760,0
0.4185,0.209354,0
0.4284,0.212095,0
0.4385,0.215630,0
0.4485,0.219438,0
0.4585,0.223338,0
0.4685,0.227725,0
0.4785,0.230405,0
0.4885,0.234121,0
0.4984,0.237574,0
0.5085,0.239005,0
0.5185,0.234762,0
0.5285,0.230701,0
0.5384,0.224915,0
0.5485,0.219293,0
0.5585,0.212886,0
0.5685,0.203985,0
0.5785,0.193404,0
0.5885,0.182851,0
0.5985,0.173177,0
0.6085,0.164273,0
0.6185,0.155617,0
0.6285,0.147380,0
0.6384,0.139252,0
0.6485,0.131111,0
0.6584,0.121776,0
0.6685,0.113116,0
0.6785,0.105318,0
0.6885,0.097951,0
0.6985,0.091513,0
0.7085,0.085326,0
0.7185,0.079590,0
0.7285,0.075116,0
0.7385,0.070397,0
0.7485,0.066093,0
0.7585,0.062599,0
0.7685,0.059495,0
0.7785,0.055122,0
0.7885,0.050716,0
