time_s,p_fault,fault_bin
0.3088,0.008844,0
0.3186,0.028876,0
0.3282,0.053340,0
0.3380,0.077927,0
0.3483,0.099570,0
0.3581,0.119206,0
0.3682,0.135878,0
0.3781,0.149136,0
0.3882,0.164793,0
0.3982,0.180399,0
0.4082,0.192677,0
0.4182,0.202743,0
0.4282,0.210986,0
0.4383,0.221520,0
0.4483,0.234641,0
0.4583,0.247071,0
0.4682,0.256729,0
0.4782,0.264760,0
0.4882,0.273051,0
0.4982,0.285344,0
0.5082,0.300769,0
0.5181,0.306641,0
0.5281,0.305352,0
0.5381,0.299999,0
0.5481,0.292711,0
0.5582,0.284088,0
0.5681,0.275871,0
0.5781,0.269471,0
0.5881,0.261689,0
0.5981,0.253144,0
0.6081,0.243887,0
0.6181,0.234116,0
0.6281,0.225245,0
0.6382,0.221126,0
0.6481,0.217907,0
0.6581,0.214434,0
0.6682,0.207199,0
0.6782,0.197832,0
0.6882,0.187938,0
0.6982,0.177465,0
0.7082,0.166124,0
0.7182,0.156265,0
0.7282,0.146929,0
0.7382,0.137991,0
0.7482,0.129193,0
0.7582,0.121193,0
0.7682,0.114134,0
0.7782,0.107146,0
0.7882,0.101889,0
0.7982,0.096523,0
