time_seconds,type,message
0.005,"telemetry","packetCounter: 641 | sampleTimeFine: 13221023 | Roll: -179.85° Pitch: 0.14° Yaw: -158.27° | Acc: (0.00, -0.03, -9.81) m/s² | Gyro: (-0.76, -0.34, -0.34) deg/s"
0.009,"telemetry","packetCounter: 642 | sampleTimeFine: 13221123 | Roll: -179.85° Pitch: 0.14° Yaw: -158.27° | Acc: (-0.01, -0.05, -9.81) m/s² | Gyro: (-0.22, 0.13, -0.15) deg/s"
0.014,"telemetry","packetCounter: 643 | sampleTimeFine: 13221223 | Roll: -179.85° Pitch: 0.14° Yaw: -158.27° | Acc: (-0.01, -0.04, -9.82) m/s² | Gyro: (-0.62, -0.52, -0.31) deg/s"
0.018,"telemetry","packetCounter: 644 | sampleTimeFine: 13221323 | Roll: -179.85° Pitch: 0.14° Yaw: -158.27° | Acc: (-0.01, -0.04, -9.81) m/s² | Gyro: (-0.28, -0.58, -0.45) deg/s"
0.022,"telemetry","packetCounter: 645 | sampleTimeFine: 13221423 | Roll: -179.85° Pitch: 0.15° Yaw: -158.27° | Acc: (-0.00, -0.03, -9.81) m/s² | Gyro: (-0.01, -0.45, -0.10) deg/s"
0.027,"telemetry","packetCounter: 646 | sampleTimeFine: 13221523 | Roll: -179.85° Pitch: 0.14° Yaw: -158.27° | Acc: (-0.00, -0.04, -9.80) m/s² | Gyro: (-0.43, 0.13, -0.42) deg/s"
0.031,"telemetry","packetCounter: 647 | sampleTimeFine: 13221623 | Roll: -179.84° Pitch: 0.14° Yaw: -158.27° | Acc: (-0.01, -0.03, -9.81) m/s² | Gyro: (-0.11, -0.08, -0.43) deg/s"
0.035,"telemetry","packetCounter: 648 | sampleTimeFine: 13221723 | Roll: -179.84° Pitch: 0.13° Yaw: -158.27° | Acc: (-0.01, -0.04, -9.82) m/s² | Gyro: (-0.17, 0.57, -0.59) deg/s"
0.040,"telemetry","packetCounter: 649 | sampleTimeFine: 13221823 | Roll: -179.84° Pitch: 0.13° Yaw: -158.28° | Acc: (-0.01, -0.04, -9.82) m/s² | Gyro: (-0.59, -0.04, 0.20) deg/s"
0.044,"telemetry","packetCounter: 650 | sampleTimeFine: 13221923 | Roll: -179.85° Pitch: 0.13° Yaw: -158.28° | Acc: (-0.00, -0.04, -9.82) m/s² | Gyro: (-0.96, -0.19, -0.31) deg/s"
0.048,"telemetry","packetCounter: 651 | sampleTimeFine: 13222023 | Roll: -179.85° Pitch: 0.13° Yaw: -158.29° | Acc: (-0.01, -0.04, -9.81) m/s² | Gyro: (-0.28, 0.16, -0.21) deg/s"
0.052,"telemetry","packetCounter: 652 | sampleTimeFine: 13222123 | Roll: -179.85° Pitch: 0.12° Yaw: -158.29° | Acc: (-0.01, -0.04, -9.82) m/s² | Gyro: (-0.33, -0.01, -0.53) deg/s"
0.057,"telemetry","packetCounter: 653 | sampleTimeFine: 13222223 | Roll: -179.85° Pitch: 0.12° Yaw: -158.28° | Acc: (-0.01, -0.04, -9.80) m/s² | Gyro: (-0.18, -0.26, -0.60) deg/s"
0.061,"telemetry","packetCounter: 654 | sampleTimeFine: 13222323 | Roll: -179.85° Pitch: 0.13° Yaw: -158.29° | Acc: (0.00, -0.04, -9.82) m/s² | Gyro: (-0.11, -0.35, 0.05) deg/s"
0.065,"telemetry","packetCounter: 655 | sampleTimeFine: 13222423 | Roll: -179.84° Pitch: 0.12° Yaw: -158.29° | Acc: (0.00, -0.04, -9.81) m/s² | Gyro: (-0.27, 0.12, -0.14) deg/s"
0.069,"telemetry","packetCounter: 656 | sampleTimeFine: 13222523 | Roll: -179.84° Pitch: 0.12° Yaw: -158.30° | Acc: (-0.01, -0.03, -9.81) m/s² | Gyro: (-0.17, -0.35, -0.29) deg/s"
0.073,"telemetry","packetCounter: 657 | sampleTimeFine: 13222623 | Roll: -179.84° Pitch: 0.12° Yaw: -158.30° | Acc: (-0.01, -0.03, -9.81) m/s² | Gyro: (-0.58, -0.16, -0.13) deg/s"
0.078,"telemetry","packetCounter: 658 | sampleTimeFine: 13222723 | Roll: -179.85° Pitch: 0.12° Yaw: -158.30° | Acc: (-0.00, -0.04, -9.81) m/s² | Gyro: (-1.03, -0.49, -0.38) deg/s"
0.082,"telemetry","packetCounter: 7884 | sampleTimeFine: 13947401 | Acc: (0.24, 0.13, -7.27) m/s² | Gyro: (2.08, -0.78, -0.10) deg/s"
0.087,"telemetry","packetCounter: 7885 | sampleTimeFine: 13947501 | Roll: 179.52° Pitch: -1.35° Yaw: -179.99° | Acc: (-0.34, -0.08, -9.81) m/s² | Gyro: (0.83, -2.50, -0.37) deg/s"
0.091,"telemetry","packetCounter: 7886 | sampleTimeFine: 13947601 | Roll: 179.53° Pitch: -1.35° Yaw: -179.99° | Acc: (0.02, 0.14, -9.80) m/s² | Gyro: (-0.15, 1.58, 0.40) deg/s"
0.095,"telemetry","packetCounter: 7887 | sampleTimeFine: 13947701 | Roll: 179.52° Pitch: -1.34° Yaw: -179.98° | Acc: (-0.29, -0.07, -9.81) m/s² | Gyro: (0.22, -2.48, -0.71) deg/s"
