time_s,label,confidence
22.2439,normal,1.000000
22.3437,normal,1.000000
22.4441,normal,1.000000
22.5449,normal,1.000000
22.6451,normal,1.000000
22.7444,normal,1.000000
22.8448,normal,1.000000
22.9451,normal,1.000000
23.0446,normal,1.000000
23.1444,normal,1.000000
23.2447,normal,1.000000
23.3444,normal,1.000000
23.4443,normal,1.000000
23.5447,normal,1.000000
23.6458,normal,1.000000
23.7452,normal,1.000000
23.8446,normal,1.000000
23.9461,normal,1.000000
24.0448,normal,1.000000
24.1441,normal,1.000000
24.2447,normal,1.000000
24.3446,normal,1.000000
24.4443,normal,1.000000
24.5464,normal,1.000000
24.6443,normal,1.000000
24.7455,normal,1.000000
24.8443,normal,1.000000
24.9453,normal,1.000000
25.0450,normal,1.000000
25.1444,normal,1.000000
25.2457,normal,1.000000
25.3460,normal,1.000000
25.4451,normal,1.000000
25.5453,normal,1.000000
25.6452,normal,1.000000
25.7448,normal,1.000000
25.8451,normal,1.000000
25.9448,normal,1.000000
26.0442,normal,1.000000
26.1459,normal,1.000000
26.2459,normal,1.000000
26.3456,normal,1.000000
26.4443,normal,1.000000
26.5442,normal,1.000000
26.6447,normal,1.000000
26.7452,normal,1.000000
26.8446,normal,1.000000
26.9449,normal,1.000000
27.0449,normal,1.000000
27.1446,normal,1.000000
27.2441,normal,1.000000
27.3463,normal,1.000000
27.4451,normal,1.000000
27.5445,normal,1.000000
27.6450,normal,1.000000
27.7456,normal,1.000000
27.8440,normal,1.000000
27.9454,normal,1.000000
28.0450,normal,1.000000
28.1446,normal,1.000000
28.2456,normal,1.000000
28.3456,normal,1.000000
28.4453,normal,1.000000
28.5451,normal,1.000000
28.6448,normal,1.000000
28.7449,normal,1.000000
28.8454,normal,1.000000
28.9436,normal,1.000000
29.0451,normal,1.000000
29.1455,normal,1.000000
29.2453,normal,1.000000
29.3450,normal,1.000000
29.4459,normal,1.000000
29.5452,normal,1.000000
29.6440,normal,1.000000
29.7418,normal,1.000000
29.8452,normal,1.000000
29.9444,normal,1.000000
30.0451,normal,1.000000
30.1444,normal,1.000000
30.2445,normal,1.000000
30.3447,normal,1.000000
30.4443,normal,1.000000
30.5445,normal,1.000000
30.6447,normal,1.000000
30.7438,normal,1.000000
30.8455,normal,1.000000
30.9446,normal,1.000000
31.0440,normal,1.000000
31.1438,normal,1.000000
31.2428,normal,1.000000
31.3432,normal,1.000000
31.4445,normal,1.000000
31.5436,normal,1.000000
31.6444,normal,1.000000
31.7445,normal,1.000000
31.8441,normal,1.000000
31.9440,normal,1.000000
32.0450,normal,1.000000
32.1444,normal,1.000000
32.2440,normal,1.000000
32.3450,normal,1.000000
32.4446,normal,1.000000
32.5450,normal,1.000000
32.6445,normal,1.000000
32.7447,normal,1.000000
32.8442,normal,1.000000
