time_s,p_fault,fault_bin
0.2989,0.031517,0
0.3091,0.111873,0
0.3185,0.197599,0
0.3283,0.269451,0
0.3383,0.331643,0
0.3483,0.392477,0
0.3583,0.439037,0
0.3683,0.474258,0
0.3783,0.501884,1
0.3883,0.525058,1
0.3983,0.547582,1
0.4083,0.566084,1
0.4183,0.579950,1
0.4283,0.589683,1
0.4383,0.597666,1
0.4483,0.609973,1
0.4583,0.618651,1
0.4683,0.625427,1
0.4783,0.629928,1
0.4883,0.633720,1
0.4983,0.635653,1
0.5083,0.635389,1
0.5183,0.626618,1
0.5283,0.613070,1
0.5383,0.598045,1
0.5483,0.582726,1
0.5582,0.566475,1
0.5682,0.552504,1
0.5784,0.536319,1
0.5884,0.519922,1
0.5984,0.501709,1
0.6084,0.484098,0
0.6183,0.464205,0
0.6283,0.443883,0
0.6383,0.423443,0
0.6483,0.403604,0
0.6583,0.383596,0
0.6684,0.363253,0
0.6783,0.344108,0
0.6884,0.325177,0
0.6983,0.307798,0
0.7083,0.290402,0
0.7184,0.277752,0
0.7284,0.270059,0
0.7384,0.263328,0
0.7483,0.256672,0
0.7583,0.249396,0
0.7683,0.241601,0
0.7784,0.231985,0
0.7883,0.222682,0
