time_seconds,type,message
0.005,"telemetry","packetCounter: 41908 | sampleTimeFine: 4215447 | Roll: -178.21° Pitch: 0.28° Yaw: -177.65° | Acc: (-0.00, -0.26, -9.81) m/s² | Gyro: (-0.04, -0.34, -0.46) deg/s"
0.010,"telemetry","packetCounter: 41909 | sampleTimeFine: 4215547 | Roll: -178.21° Pitch: 0.28° Yaw: -177.65° | Acc: (0.00, -0.27, -9.82) m/s² | Gyro: (-0.56, -0.06, -0.72) deg/s"
0.015,"telemetry","packetCounter: 41910 | sampleTimeFine: 4215647 | Roll: -178.20° Pitch: 0.28° Yaw: -177.65° | Acc: (0.00, -0.26, -9.82) m/s² | Gyro: (-0.25, -0.53, -0.09) deg/s"
0.020,"telemetry","packetCounter: 41911 | sampleTimeFine: 4215747 | Roll: -178.21° Pitch: 0.28° Yaw: -177.65° | Acc: (0.01, -0.26, -9.81) m/s² | Gyro: (-0.55, -0.12, 0.10) deg/s"
0.024,"telemetry","packetCounter: 41912 | sampleTimeFine: 4215847 | Roll: -178.20° Pitch: 0.28° Yaw: -177.65° | Acc: (0.02, -0.26, -9.82) m/s² | Gyro: (-0.18, 0.12, -0.66) deg/s"
0.029,"telemetry","packetCounter: 41913 | sampleTimeFine: 4215947 | Roll: -178.20° Pitch: 0.28° Yaw: -177.65° | Acc: (-0.00, -0.27, -9.81) m/s² | Gyro: (-0.13, -0.09, -0.45) deg/s"
0.033,"telemetry","packetCounter: 41914 | sampleTimeFine: 4216047 | Roll: -178.20° Pitch: 0.27° Yaw: -177.66° | Acc: (0.01, -0.26, -9.81) m/s² | Gyro: (-0.42, -0.25, -0.23) deg/s"
0.037,"telemetry","packetCounter: 41915 | sampleTimeFine: 4216147 | Roll: -178.20° Pitch: 0.28° Yaw: -177.65° | Acc: (0.01, -0.27, -9.81) m/s² | Gyro: (-0.08, -0.32, -0.11) deg/s"
0.042,"telemetry","packetCounter: 41916 | sampleTimeFine: 4216247 | Roll: -178.19° Pitch: 0.28° Yaw: -177.65° | Acc: (0.02, -0.26, -9.81) m/s² | Gyro: (-0.42, -0.52, -0.32) deg/s"
0.046,"telemetry","packetCounter: 41917 | sampleTimeFine: 4216347 | Roll: -178.19° Pitch: 0.28° Yaw: -177.64° | Acc: (0.00, -0.25, -9.80) m/s² | Gyro: (-0.23, 0.04, -0.36) deg/s"
