time_seconds,type,message
0.007,"telemetry","packetCounter: 28347 | sampleTimeFine: 9427646 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.56, -0.35, -0.17) deg/s"
0.012,"telemetry","packetCounter: 28348 | sampleTimeFine: 9427746 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.08, -9.82) m/s² | Gyro: (-0.08, -0.36, -0.54) deg/s"
0.016,"telemetry","packetCounter: 28349 | sampleTimeFine: 9427846 | Roll: -179.64° Pitch: -0.05° Yaw: 170.96° | Acc: (0.01, -0.08, -9.82) m/s² | Gyro: (-0.40, 0.21, -0.19) deg/s"
0.020,"telemetry","packetCounter: 28350 | sampleTimeFine: 9427946 | Roll: -179.64° Pitch: -0.06° Yaw: 170.96° | Acc: (0.01, -0.10, -9.82) m/s² | Gyro: (0.02, -0.46, -0.17) deg/s"
0.025,"telemetry","packetCounter: 28351 | sampleTimeFine: 9428046 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.31, -0.41, -0.05) deg/s"
0.029,"telemetry","packetCounter: 28352 | sampleTimeFine: 9428146 | Roll: -179.64° Pitch: -0.06° Yaw: 170.95° | Acc: (0.02, -0.10, -9.80) m/s² | Gyro: (-0.08, -0.02, 0.23) deg/s"
0.033,"telemetry","packetCounter: 28353 | sampleTimeFine: 9428246 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.10, -9.82) m/s² | Gyro: (-0.59, -0.41, -0.59) deg/s"
0.038,"telemetry","packetCounter: 28354 | sampleTimeFine: 9428346 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.68, -0.46, -0.27) deg/s"
0.042,"telemetry","packetCounter: 28355 | sampleTimeFine: 9428446 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.10, -9.80) m/s² | Gyro: (-0.46, -0.01, -0.16) deg/s"
0.046,"telemetry","packetCounter: 28356 | sampleTimeFine: 9428546 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.09, -9.82) m/s² | Gyro: (0.31, -0.50, 0.14) deg/s"
0.051,"telemetry","packetCounter: 28357 | sampleTimeFine: 9428646 | Roll: -179.64° Pitch: -0.05° Yaw: 170.94° | Acc: (0.02, -0.09, -9.82) m/s² | Gyro: (-0.31, -0.34, 0.03) deg/s"
0.055,"telemetry","packetCounter: 28358 | sampleTimeFine: 9428746 | Roll: -179.64° Pitch: -0.06° Yaw: 170.94° | Acc: (0.00, -0.09, -9.81) m/s² | Gyro: (-0.47, -0.03, -0.14) deg/s"
0.059,"telemetry","packetCounter: 28359 | sampleTimeFine: 9428846 | Roll: -179.64° Pitch: -0.05° Yaw: 170.94° | Acc: (0.00, -0.10, -9.81) m/s² | Gyro: (-0.18, -0.39, -0.34) deg/s"
0.063,"telemetry","packetCounter: 28360 | sampleTimeFine: 9428946 | Roll: -179.64° Pitch: -0.05° Yaw: 170.94° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.48, -0.67, 0.09) deg/s"
0.068,"telemetry","packetCounter: 28361 | sampleTimeFine: 9429046 | Roll: -179.64° Pitch: -0.05° Yaw: 170.94° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.57, -0.47, -0.25) deg/s"
0.072,"telemetry","packetCounter: 28362 | sampleTimeFine: 9429146 | Roll: -179.64° Pitch: -0.05° Yaw: 170.94° | Acc: (0.02, -0.08, -9.82) m/s² | Gyro: (-0.71, -0.26, -0.44) deg/s"
0.076,"telemetry","packetCounter: 28363 | sampleTimeFine: 9429246 | Roll: -179.65° Pitch: -0.05° Yaw: 170.94° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.29, -0.17, -0.46) deg/s"
0.080,"telemetry","packetCounter: 28364 | sampleTimeFine: 9429346 | Roll: -179.64° Pitch: -0.05° Yaw: 170.95° | Acc: (0.01, -0.09, -9.81) m/s² | Gyro: (-0.27, -0.27, -0.30) deg/s"
0.085,"telemetry","packetCounter: 28774 | sampleTimeFine: 9472421 | Acc: (-0.03, -0.10, -7.38) m/s² | Gyro: (-3.80, -0.18, -0.24) deg/s"
0.089,"telemetry","packetCounter: 28775 | sampleTimeFine: 9472521 | Roll: -179.25° Pitch: 0.43° Yaw: -179.99° | Acc: (0.02, -0.08, -9.80) m/s² | Gyro: (0.72, -0.77, -0.13) deg/s"
0.094,"telemetry","packetCounter: 28776 | sampleTimeFine: 9472621 | Roll: -179.26° Pitch: 0.43° Yaw: -179.99° | Acc: (0.07, -0.12, -9.82) m/s² | Gyro: (-2.07, -0.02, -0.29) deg/s"
0.098,"telemetry","packetCounter: 28777 | sampleTimeFine: 9472721 | Roll: -179.26° Pitch: 0.42° Yaw: -179.99° | Acc: (-0.02, 0.06, -9.79) m/s² | Gyro: (0.53, 0.34, -0.57) deg/s"
0.102,"telemetry","packetCounter: 28778 | sampleTimeFine: 9472821 | Roll: -179.27° Pitch: 0.43° Yaw: -179.98° | Acc: (0.06, -0.12, -9.81) m/s² | Gyro: (-1.53, -0.24, -0.30) deg/s"
0.107,"telemetry","packetCounter: 28779 | sampleTimeFine: 9472921 | Roll: -179.28° Pitch: 0.43° Yaw: -179.98° | Acc: (-0.02, 0.03, -9.81) m/s² | Gyro: (0.04, -0.66, -0.43) deg/s"
0.111,"telemetry","packetCounter: 28780 | sampleTimeFine: 9473021 | Roll: -179.30° Pitch: 0.44° Yaw: -179.98° | Acc: (0.01, -0.20, -9.81) m/s² | Gyro: (-1.42, -0.48, -0.16) deg/s"
0.115,"telemetry","packetCounter: 28781 | sampleTimeFine: 9473121 | Roll: -179.29° Pitch: 0.44° Yaw: -179.97° | Acc: (-0.02, -0.01, -9.83) m/s² | Gyro: (0.12, -0.19, -0.49) deg/s"
0.120,"telemetry","packetCounter: 28782 | sampleTimeFine: 9473221 | Roll: -179.29° Pitch: 0.44° Yaw: -179.97° | Acc: (-0.01, -0.23, -9.80) m/s² | Gyro: (1.12, 0.55, -0.22) deg/s"
0.124,"telemetry","packetCounter: 28783 | sampleTimeFine: 9473321 | Roll: -179.27° Pitch: 0.44° Yaw: -179.96° | Acc: (-0.05, 0.03, -9.83) m/s² | Gyro: (0.33, -0.44, -0.53) deg/s"
0.128,"telemetry","packetCounter: 28784 | sampleTimeFine: 9473421 | Roll: -179.27° Pitch: 0.45° Yaw: -179.96° | Acc: (0.05, -0.14, -9.81) m/s² | Gyro: (0.92, -0.39, -0.08) deg/s"
0.132,"telemetry","packetCounter: 28785 | sampleTimeFine: 9473521 | Roll: -179.27° Pitch: 0.46° Yaw: -179.96° | Acc: (-0.00, 0.03, -9.84) m/s² | Gyro: (-0.50, -0.96, -0.25) deg/s"
0.139,"telemetry","packetCounter: 28786 | sampleTimeFine: 9473621 | Roll: -179.27° Pitch: 0.45° Yaw: -179.96° | Acc: (0.07, -0.17, -9.79) m/s² | Gyro: (0.25, 1.60, 0.25) deg/s"
0.149,"telemetry","packetCounter: 28787 | sampleTimeFine: 9473721 | Roll: -179.28° Pitch: 0.45° Yaw: -179.96° | Acc: (-0.08, -0.00, -9.83) m/s² | Gyro: (-1.44, -1.04, -0.39) deg/s"
0.159,"telemetry","packetCounter: 28788 | sampleTimeFine: 9473821 | Roll: -179.29° Pitch: 0.45° Yaw: -179.96° | Acc: (0.16, -0.24, -9.79) m/s² | Gyro: (-0.11, 0.23, 0.12) deg/s"
0.169,"telemetry","packetCounter: 28789 | sampleTimeFine: 9473921 | Roll: -179.29° Pitch: 0.45° Yaw: -179.96° | Acc: (-0.11, -0.09, -9.78) m/s² | Gyro: (-1.26, -0.65, -0.40) deg/s"
0.179,"telemetry","packetCounter: 28790 | sampleTimeFine: 9474021 | Roll: -179.31° Pitch: 0.45° Yaw: -179.96° | Acc: (0.16, -0.10, -9.81) m/s² | Gyro: (-0.91, 0.51, 0.27) deg/s"
0.189,"telemetry","packetCounter: 28791 | sampleTimeFine: 9474121 | Roll: -179.31° Pitch: 0.44° Yaw: -179.95° | Acc: (-0.11, -0.01, -9.82) m/s² | Gyro: (-1.00, 0.67, -0.57) deg/s"
0.199,"telemetry","packetCounter: 28792 | sampleTimeFine: 9474221 | Roll: -179.34° Pitch: 0.45° Yaw: -179.95° | Acc: (0.11, -0.16, -9.81) m/s² | Gyro: (-2.01, -0.61, -0.21) deg/s"
0.209,"telemetry","packetCounter: 28793 | sampleTimeFine: 9474321 | Roll: -179.35° Pitch: 0.44° Yaw: -179.95° | Acc: (0.03, -0.02, -9.83) m/s² | Gyro: (-2.49, 0.21, 0.17) deg/s"
0.219,"telemetry","packetCounter: 28794 | sampleTimeFine: 9474421 | Roll: -179.39° Pitch: 0.45° Yaw: -179.95° | Acc: (-0.05, -0.14, -9.83) m/s² | Gyro: (-3.58, -0.88, -0.43) deg/s"
0.229,"telemetry","packetCounter: 28795 | sampleTimeFine: 9474521 | Roll: -179.41° Pitch: 0.46° Yaw: -179.95° | Acc: (0.08, -0.00, -9.88) m/s² | Gyro: (-1.53, 0.24, 0.16) deg/s"
0.239,"telemetry","packetCounter: 28796 | sampleTimeFine: 9474621 | Roll: -179.45° Pitch: 0.45° Yaw: -179.95° | Acc: (-0.04, -0.21, -9.65) m/s² | Gyro: (-4.05, 0.02, -0.28) deg/s"
0.249,"telemetry","packetCounter: 28797 | sampleTimeFine: 9474721 | Roll: -179.47° Pitch: 0.46° Yaw: -179.95° | Acc: (0.12, 0.02, -9.91) m/s² | Gyro: (-2.27, -0.43, 0.15) deg/s"
0.259,"telemetry","packetCounter: 28798 | sampleTimeFine: 9474821 | Roll: -179.49° Pitch: 0.45° Yaw: -179.95° | Acc: (-0.10, 0.02, -9.74) m/s² | Gyro: (-2.64, 0.45, -0.42) deg/s"
0.269,"telemetry","packetCounter: 28799 | sampleTimeFine: 9474921 | Roll: -179.52° Pitch: 0.45° Yaw: -179.94° | Acc: (0.01, -0.16, -9.81) m/s² | Gyro: (-1.83, -0.38, -0.64) deg/s"
0.279,"telemetry","packetCounter: 28800 | sampleTimeFine: 9475021 | Roll: -179.52° Pitch: 0.46° Yaw: -179.94° | Acc: (0.07, 0.05, -9.86) m/s² | Gyro: (-1.10, -0.94, 0.00) deg/s"
0.289,"telemetry","packetCounter: 28801 | sampleTimeFine: 9475121 | Roll: -179.56° Pitch: 0.46° Yaw: -179.93° | Acc: (0.03, -0.02, -9.83) m/s² | Gyro: (-2.78, 0.07, -0.61) deg/s"
0.299,"telemetry","packetCounter: 28802 | sampleTimeFine: 9475221 | Roll: -179.56° Pitch: 0.46° Yaw: -179.93° | Acc: (-0.03, -0.13, -9.91) m/s² | Gyro: (0.55, 0.29, -0.36) deg/s"
0.309,"telemetry","packetCounter: 28803 | sampleTimeFine: 9475321 | Roll: -179.56° Pitch: 0.46° Yaw: -179.92° | Acc: (0.06, 0.10, -9.82) m/s² | Gyro: (-0.51, -0.69, -0.22) deg/s"
0.319,"telemetry","packetCounter: 28804 | sampleTimeFine: 9475421 | Roll: -179.58° Pitch: 0.46° Yaw: -179.92° | Acc: (-0.00, -0.28, -9.58) m/s² | Gyro: (-1.46, 1.05, -0.40) deg/s"
0.331,"vibration","📊 ВИБРАЦИЯ: X=0.0565 Y=0.0808 Z=0.3451 | TOTAL=0.3589 m/s²"
0.331,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.331,"telemetry","packetCounter: 28805 | sampleTimeFine: 9475521 | Roll: -179.57° Pitch: 0.45° Yaw: -179.92° | Acc: (-0.06, 0.02, -9.97) m/s² | Gyro: (0.85, -0.03, -0.48) deg/s"
0.340,"vibration","📊 ВИБРАЦИЯ: X=0.0592 Y=0.0842 Z=0.3451 | TOTAL=0.3601 m/s²"
0.340,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.340,"telemetry","packetCounter: 28806 | sampleTimeFine: 9475621 | Roll: -179.57° Pitch: 0.46° Yaw: -179.91° | Acc: (0.14, 0.09, -9.81) m/s² | Gyro: (-1.59, -0.28, -0.45) deg/s"
0.350,"vibration","📊 ВИБРАЦИЯ: X=0.0594 Y=0.0849 Z=0.3450 | TOTAL=0.3603 m/s²"
0.350,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.350,"telemetry","packetCounter: 28807 | sampleTimeFine: 9475721 | Roll: -179.60° Pitch: 0.46° Yaw: -179.91° | Acc: (-0.02, -0.15, -9.74) m/s² | Gyro: (-1.27, -0.02, 0.08) deg/s"
0.360,"vibration","📊 ВИБРАЦИЯ: X=0.0616 Y=0.0849 Z=0.3457 | TOTAL=0.3613 m/s²"
0.360,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.360,"telemetry","packetCounter: 28808 | sampleTimeFine: 9475821 | Roll: -179.58° Pitch: 0.46° Yaw: -179.91° | Acc: (-0.10, -0.05, -9.93) m/s² | Gyro: (1.00, -1.31, -0.13) deg/s"
0.370,"vibration","📊 ВИБРАЦИЯ: X=0.0658 Y=0.0861 Z=0.3457 | TOTAL=0.3623 m/s²"
0.370,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.370,"telemetry","packetCounter: 28809 | sampleTimeFine: 9475921 | Roll: -179.60° Pitch: 0.49° Yaw: -179.91° | Acc: (0.18, 0.03, -9.73) m/s² | Gyro: (-1.77, -1.10, -0.61) deg/s"
0.380,"vibration","📊 ВИБРАЦИЯ: X=0.0661 Y=0.0863 Z=0.3456 | TOTAL=0.3623 m/s²"
0.380,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.380,"telemetry","packetCounter: 28810 | sampleTimeFine: 9476021 | Roll: -179.62° Pitch: 0.47° Yaw: -179.91° | Acc: (-0.03, -0.12, -9.80) m/s² | Gyro: (-0.56, 1.11, -0.27) deg/s"
0.390,"vibration","📊 ВИБРАЦИЯ: X=0.0663 Y=0.0867 Z=0.3461 | TOTAL=0.3629 m/s²"
0.390,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.390,"telemetry","packetCounter: 28811 | sampleTimeFine: 9476121 | Roll: -179.59° Pitch: 0.47° Yaw: -179.90° | Acc: (-0.02, -0.01, -9.90) m/s² | Gyro: (1.35, -0.71, -0.83) deg/s"
0.400,"vibration","📊 ВИБРАЦИЯ: X=0.0690 Y=0.0904 Z=0.3463 | TOTAL=0.3645 m/s²"
0.400,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.400,"telemetry","packetCounter: 28812 | sampleTimeFine: 9476221 | Roll: -179.60° Pitch: 0.49° Yaw: -179.89° | Acc: (0.15, 0.11, -9.85) m/s² | Gyro: (-1.21, -0.60, -0.36) deg/s"
0.410,"vibration","📊 ВИБРАЦИЯ: X=0.0693 Y=0.0955 Z=0.3470 | TOTAL=0.3665 m/s²"
0.410,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
