time_s,p_fault,fault_bin
0.2979,0.102530,0
0.3078,0.255792,0
0.3178,0.378836,0
0.3278,0.466804,0
0.3378,0.529020,1
0.3477,0.575655,1
0.3578,0.608269,1
0.3677,0.631769,1
0.3778,0.650788,1
0.3878,0.663903,1
0.3978,0.671971,1
0.4078,0.676861,1
0.4178,0.678476,1
0.4277,0.678399,1
0.4378,0.676637,1
0.4477,0.678658,1
0.4577,0.683702,1
0.4677,0.688365,1
0.4777,0.690135,1
0.4877,0.713413,1
0.4978,0.738316,1
0.5078,0.761703,1
0.5178,0.748217,1
0.5278,0.733357,1
0.5378,0.717184,1
0.5477,0.707258,1
0.5577,0.699813,1
0.5678,0.704825,1
0.5778,0.708400,1
0.5878,0.707778,1
0.5978,0.715086,1
0.6078,0.719212,1
0.6178,0.724546,1
0.6278,0.727123,1
0.6378,0.725661,1
0.6478,0.722730,1
0.6578,0.715790,1
0.6678,0.707358,1
0.6778,0.702097,1
0.6878,0.695184,1
0.6978,0.687829,1
0.7078,0.677952,1
0.7178,0.669902,1
0.7278,0.658211,1
0.7378,0.646585,1
0.7478,0.636951,1
0.7578,0.629438,1
0.7678,0.621721,1
0.7778,0.612471,1
0.7878,0.599084,1
