time_seconds,type,message
0.008,"telemetry","packetCounter: 10193 | sampleTimeFine: 14167777 | Roll: 179.95° Pitch: 6.06° Yaw: -148.83° | Acc: (-1.05, 0.03, -9.76) m/s² | Gyro: (-0.90, 0.18, -0.70) deg/s"
0.013,"telemetry","packetCounter: 10194 | sampleTimeFine: 14167877 | Roll: 179.95° Pitch: 6.06° Yaw: -148.83° | Acc: (-1.06, 0.03, -9.75) m/s² | Gyro: (-0.52, 0.02, -0.74) deg/s"
0.017,"telemetry","packetCounter: 10195 | sampleTimeFine: 14167977 | Roll: 179.95° Pitch: 6.06° Yaw: -148.83° | Acc: (-1.04, 0.02, -9.75) m/s² | Gyro: (-0.52, -0.52, -0.46) deg/s"
0.022,"telemetry","packetCounter: 10196 | sampleTimeFine: 14168077 | Roll: 179.94° Pitch: 6.06° Yaw: -148.83° | Acc: (-1.05, 0.04, -9.75) m/s² | Gyro: (-0.73, -0.20, -0.69) deg/s"
0.026,"telemetry","packetCounter: 10197 | sampleTimeFine: 14168177 | Roll: 179.94° Pitch: 6.06° Yaw: -148.82° | Acc: (-1.05, 0.03, -9.76) m/s² | Gyro: (-0.50, -0.18, -0.45) deg/s"
0.030,"telemetry","packetCounter: 10198 | sampleTimeFine: 14168277 | Roll: 179.94° Pitch: 6.05° Yaw: -148.81° | Acc: (-1.05, 0.02, -9.77) m/s² | Gyro: (-0.16, -0.01, 0.06) deg/s"
0.035,"telemetry","packetCounter: 10199 | sampleTimeFine: 14168377 | Roll: 179.94° Pitch: 6.06° Yaw: -148.80° | Acc: (-1.06, 0.02, -9.75) m/s² | Gyro: (-0.37, -0.45, -0.22) deg/s"
0.039,"telemetry","packetCounter: 10200 | sampleTimeFine: 14168477 | Roll: 179.94° Pitch: 6.06° Yaw: -148.80° | Acc: (-1.05, 0.03, -9.75) m/s² | Gyro: (-0.20, -0.36, -0.25) deg/s"
0.043,"telemetry","packetCounter: 10201 | sampleTimeFine: 14168577 | Roll: 179.94° Pitch: 6.06° Yaw: -148.79° | Acc: (-1.04, 0.04, -9.75) m/s² | Gyro: (-0.75, -0.08, -0.04) deg/s"
0.047,"telemetry","packetCounter: 10202 | sampleTimeFine: 14168677 | Roll: 179.94° Pitch: 6.05° Yaw: -148.79° | Acc: (-1.06, 0.03, -9.76) m/s² | Gyro: (-0.61, -0.09, -0.06) deg/s"
0.052,"telemetry","packetCounter: 10203 | sampleTimeFine: 14168777 | Roll: 179.93° Pitch: 6.05° Yaw: -148.78° | Acc: (-1.04, 0.02, -9.76) m/s² | Gyro: (-0.44, -0.33, -0.02) deg/s"
0.056,"telemetry","packetCounter: 10204 | sampleTimeFine: 14168877 | Roll: 179.93° Pitch: 6.05° Yaw: -148.78° | Acc: (-1.05, 0.02, -9.75) m/s² | Gyro: (-0.61, -0.36, 0.07) deg/s"
0.060,"telemetry","packetCounter: 10205 | sampleTimeFine: 14168977 | Roll: 179.93° Pitch: 6.05° Yaw: -148.77° | Acc: (-1.06, 0.03, -9.76) m/s² | Gyro: (-0.53, 0.15, -0.53) deg/s"
0.065,"telemetry","packetCounter: 10206 | sampleTimeFine: 14169077 | Roll: 179.93° Pitch: 6.05° Yaw: -148.78° | Acc: (-1.06, 0.03, -9.75) m/s² | Gyro: (-0.41, -0.24, 0.01) deg/s"
0.069,"telemetry","packetCounter: 10207 | sampleTimeFine: 14169177 | Roll: 179.93° Pitch: 6.05° Yaw: -148.76° | Acc: (-1.04, 0.03, -9.77) m/s² | Gyro: (-0.52, -0.55, -0.18) deg/s"
0.073,"telemetry","packetCounter: 10208 | sampleTimeFine: 14169277 | Roll: 179.93° Pitch: 6.05° Yaw: -148.75° | Acc: (-1.05, 0.03, -9.75) m/s² | Gyro: (-0.30, -0.27, -0.12) deg/s"
0.078,"telemetry","packetCounter: 10209 | sampleTimeFine: 14169377 | Roll: 179.92° Pitch: 6.05° Yaw: -148.76° | Acc: (-1.05, 0.03, -9.76) m/s² | Gyro: (-0.78, -0.13, -0.31) deg/s"
0.082,"telemetry","packetCounter: 10210 | sampleTimeFine: 14169477 | Roll: 179.92° Pitch: 6.05° Yaw: -148.77° | Acc: (-1.04, 0.04, -9.75) m/s² | Gyro: (-0.51, -0.13, -0.21) deg/s"
0.087,"telemetry","packetCounter: 12368 | sampleTimeFine: 14387353 | Acc: (-0.02, -0.13, -7.36) m/s² | Gyro: (-0.76, 0.19, 0.84) deg/s"
0.091,"telemetry","packetCounter: 12369 | sampleTimeFine: 14387453 | Roll: -178.99° Pitch: 0.17° Yaw: -179.99° | Acc: (-0.03, -0.18, -9.81) m/s² | Gyro: (-0.52, -0.07, -0.38) deg/s"
0.095,"telemetry","packetCounter: 12370 | sampleTimeFine: 14387553 | Roll: -179.00° Pitch: 0.18° Yaw: -179.99° | Acc: (-0.03, -0.17, -9.82) m/s² | Gyro: (-0.35, -0.58, 0.17) deg/s"
0.100,"telemetry","packetCounter: 12371 | sampleTimeFine: 14387653 | Roll: -179.01° Pitch: 0.18° Yaw: -179.99° | Acc: (-0.04, -0.17, -9.81) m/s² | Gyro: (-0.92, -0.26, -0.17) deg/s"
