time_seconds,type,message
0.007,"telemetry","packetCounter: 22291 | sampleTimeFine: 21941591 | Roll: -178.03° Pitch: -0.11° Yaw: -174.93° | Acc: (0.03, -0.36, -9.79) m/s² | Gyro: (-0.27, 0.05, -0.02) deg/s"
0.012,"telemetry","packetCounter: 22292 | sampleTimeFine: 21941691 | Roll: -178.03° Pitch: -0.12° Yaw: -174.93° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.83, -0.44, 0.23) deg/s"
0.016,"telemetry","packetCounter: 22293 | sampleTimeFine: 21941791 | Roll: -178.03° Pitch: -0.11° Yaw: -174.93° | Acc: (0.04, -0.35, -9.81) m/s² | Gyro: (-0.37, -0.31, -0.79) deg/s"
0.021,"telemetry","packetCounter: 22294 | sampleTimeFine: 21941891 | Roll: -178.03° Pitch: -0.11° Yaw: -174.93° | Acc: (0.02, -0.35, -9.81) m/s² | Gyro: (-0.11, -0.19, 0.05) deg/s"
0.025,"telemetry","packetCounter: 22295 | sampleTimeFine: 21941991 | Roll: -178.03° Pitch: -0.11° Yaw: -174.93° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.59, -0.41, -0.08) deg/s"
0.030,"telemetry","packetCounter: 22296 | sampleTimeFine: 21942091 | Roll: -178.03° Pitch: -0.11° Yaw: -174.94° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.15, -0.49, -0.05) deg/s"
0.034,"telemetry","packetCounter: 22297 | sampleTimeFine: 21942191 | Roll: -178.03° Pitch: -0.11° Yaw: -174.95° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.08, -0.20, -0.02) deg/s"
0.038,"telemetry","packetCounter: 22298 | sampleTimeFine: 21942291 | Roll: -178.02° Pitch: -0.11° Yaw: -174.95° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (0.03, -0.01, -0.37) deg/s"
0.043,"telemetry","packetCounter: 22299 | sampleTimeFine: 21942391 | Roll: -178.02° Pitch: -0.11° Yaw: -174.95° | Acc: (0.03, -0.35, -9.81) m/s² | Gyro: (-0.33, -0.22, -0.97) deg/s"
0.047,"telemetry","packetCounter: 22300 | sampleTimeFine: 21942491 | Roll: -178.03° Pitch: -0.11° Yaw: -174.96° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.49, -0.01, -0.61) deg/s"
0.051,"telemetry","packetCounter: 22301 | sampleTimeFine: 21942591 | Roll: -178.02° Pitch: -0.11° Yaw: -174.95° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.16, -0.18, -0.19) deg/s"
0.056,"telemetry","packetCounter: 22302 | sampleTimeFine: 21942691 | Roll: -178.03° Pitch: -0.11° Yaw: -174.96° | Acc: (0.03, -0.37, -9.80) m/s² | Gyro: (-0.57, -0.23, -0.09) deg/s"
0.060,"telemetry","packetCounter: 22303 | sampleTimeFine: 21942791 | Roll: -178.02° Pitch: -0.11° Yaw: -174.96° | Acc: (0.02, -0.34, -9.80) m/s² | Gyro: (0.09, -0.37, -0.29) deg/s"
0.064,"telemetry","packetCounter: 22304 | sampleTimeFine: 21942891 | Roll: -178.02° Pitch: -0.11° Yaw: -174.96° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.32, -0.84, 0.04) deg/s"
0.068,"telemetry","packetCounter: 22305 | sampleTimeFine: 21942991 | Roll: -178.02° Pitch: -0.11° Yaw: -174.96° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.76, -0.39, -0.45) deg/s"
0.073,"telemetry","packetCounter: 22306 | sampleTimeFine: 21943091 | Roll: -178.03° Pitch: -0.11° Yaw: -174.97° | Acc: (0.03, -0.34, -9.80) m/s² | Gyro: (-0.72, 0.07, -0.34) deg/s"
0.077,"telemetry","packetCounter: 22307 | sampleTimeFine: 21943191 | Roll: -178.03° Pitch: -0.11° Yaw: -174.97° | Acc: (0.03, -0.35, -9.81) m/s² | Gyro: (-0.48, -0.22, -0.40) deg/s"
0.081,"telemetry","packetCounter: 22308 | sampleTimeFine: 21943291 | Roll: -178.03° Pitch: -0.11° Yaw: -174.97° | Acc: (0.03, -0.35, -9.81) m/s² | Gyro: (-0.49, -0.50, 0.20) deg/s"
0.086,"telemetry","packetCounter: 22728 | sampleTimeFine: 21987421 | Acc: (0.02, -0.27, -7.36) m/s² | Gyro: (-0.52, -0.08, -0.92) deg/s"
0.091,"telemetry","packetCounter: 22729 | sampleTimeFine: 21987521 | Roll: -177.94° Pitch: -0.17° Yaw: 180.00° | Acc: (0.02, -0.34, -9.80) m/s² | Gyro: (-0.34, -0.35, -0.11) deg/s"
0.095,"telemetry","packetCounter: 22730 | sampleTimeFine: 21987621 | Roll: -177.94° Pitch: -0.17° Yaw: 180.00° | Acc: (0.03, -0.35, -9.81) m/s² | Gyro: (0.07, -0.50, -0.10) deg/s"
0.099,"telemetry","packetCounter: 22731 | sampleTimeFine: 21987721 | Roll: -177.95° Pitch: -0.17° Yaw: -180.00° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.61, 0.04, -0.63) deg/s"
0.104,"telemetry","packetCounter: 22732 | sampleTimeFine: 21987821 | Roll: -177.95° Pitch: -0.16° Yaw: -179.99° | Acc: (0.02, -0.34, -9.80) m/s² | Gyro: (-0.47, -0.86, -0.80) deg/s"
0.108,"telemetry","packetCounter: 22733 | sampleTimeFine: 21987921 | Roll: -177.96° Pitch: -0.16° Yaw: -179.99° | Acc: (0.03, -0.34, -9.81) m/s² | Gyro: (-0.34, -0.28, -0.13) deg/s"
0.112,"telemetry","packetCounter: 22734 | sampleTimeFine: 21988021 | Roll: -177.96° Pitch: -0.15° Yaw: -179.99° | Acc: (0.04, -0.35, -9.81) m/s² | Gyro: (-0.93, -0.25, 0.16) deg/s"
0.117,"telemetry","packetCounter: 22735 | sampleTimeFine: 21988121 | Roll: -177.97° Pitch: -0.16° Yaw: -179.99° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.10, -0.13, -0.20) deg/s"
0.121,"telemetry","packetCounter: 22736 | sampleTimeFine: 21988221 | Roll: -177.97° Pitch: -0.15° Yaw: -179.98° | Acc: (0.02, -0.36, -9.81) m/s² | Gyro: (-0.60, 0.01, -0.66) deg/s"
0.125,"telemetry","packetCounter: 22737 | sampleTimeFine: 21988321 | Roll: -177.98° Pitch: -0.15° Yaw: -179.98° | Acc: (0.03, -0.36, -9.80) m/s² | Gyro: (-0.48, -0.05, -0.56) deg/s"
0.130,"telemetry","packetCounter: 22738 | sampleTimeFine: 21988421 | Roll: -177.98° Pitch: -0.15° Yaw: -179.97° | Acc: (0.03, -0.36, -9.80) m/s² | Gyro: (-0.17, -0.16, -0.40) deg/s"
0.134,"telemetry","packetCounter: 22739 | sampleTimeFine: 21988521 | Roll: -177.98° Pitch: -0.15° Yaw: -179.97° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.18, -0.31, 0.23) deg/s"
0.139,"telemetry","packetCounter: 22740 | sampleTimeFine: 21988621 | Roll: -177.99° Pitch: -0.15° Yaw: -179.97° | Acc: (0.02, -0.36, -9.80) m/s² | Gyro: (-1.08, -0.20, -0.39) deg/s"
0.149,"telemetry","packetCounter: 22741 | sampleTimeFine: 21988721 | Roll: -177.99° Pitch: -0.15° Yaw: -179.97° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.05, -0.21, -0.17) deg/s"
0.159,"telemetry","packetCounter: 22742 | sampleTimeFine: 21988821 | Roll: -177.99° Pitch: -0.14° Yaw: -179.97° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.19, -0.36, -0.53) deg/s"
0.169,"telemetry","packetCounter: 22743 | sampleTimeFine: 21988921 | Roll: -178.00° Pitch: -0.14° Yaw: -179.96° | Acc: (0.02, -0.36, -9.80) m/s² | Gyro: (-0.09, -0.40, -0.23) deg/s"
0.179,"telemetry","packetCounter: 22744 | sampleTimeFine: 21989021 | Roll: -178.00° Pitch: -0.13° Yaw: -179.96° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.38, -0.44, 0.10) deg/s"
0.189,"telemetry","packetCounter: 22745 | sampleTimeFine: 21989121 | Roll: -178.00° Pitch: -0.13° Yaw: -179.96° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.28, -0.13, 0.36) deg/s"
0.199,"telemetry","packetCounter: 22746 | sampleTimeFine: 21989221 | Roll: -178.01° Pitch: -0.13° Yaw: -179.96° | Acc: (0.04, -0.34, -9.80) m/s² | Gyro: (-0.57, -0.40, -0.66) deg/s"
0.209,"telemetry","packetCounter: 22747 | sampleTimeFine: 21989321 | Roll: -178.01° Pitch: -0.13° Yaw: -179.96° | Acc: (0.02, -0.34, -9.81) m/s² | Gyro: (-0.11, -0.18, 0.24) deg/s"
0.219,"telemetry","packetCounter: 22748 | sampleTimeFine: 21989421 | Roll: -178.01° Pitch: -0.13° Yaw: -179.96° | Acc: (0.03, -0.36, -9.80) m/s² | Gyro: (-0.06, 0.02, -0.35) deg/s"
0.229,"telemetry","packetCounter: 22749 | sampleTimeFine: 21989521 | Roll: -178.01° Pitch: -0.13° Yaw: -179.96° | Acc: (0.02, -0.35, -9.81) m/s² | Gyro: (-0.37, 0.15, -0.02) deg/s"
0.239,"telemetry","packetCounter: 22750 | sampleTimeFine: 21989621 | Roll: -178.02° Pitch: -0.13° Yaw: -179.95° | Acc: (0.03, -0.34, -9.81) m/s² | Gyro: (-0.47, -0.12, -0.21) deg/s"
0.249,"telemetry","packetCounter: 22751 | sampleTimeFine: 21989721 | Roll: -178.02° Pitch: -0.12° Yaw: -179.95° | Acc: (0.02, -0.35, -9.81) m/s² | Gyro: (-0.40, -0.08, 0.00) deg/s"
0.259,"telemetry","packetCounter: 22752 | sampleTimeFine: 21989821 | Roll: -178.02° Pitch: -0.12° Yaw: -179.95° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.07, 0.11, -0.31) deg/s"
0.269,"telemetry","packetCounter: 22753 | sampleTimeFine: 21989921 | Roll: -178.02° Pitch: -0.12° Yaw: -179.95° | Acc: (0.03, -0.34, -9.80) m/s² | Gyro: (0.06, -0.47, -0.41) deg/s"
0.279,"telemetry","packetCounter: 22754 | sampleTimeFine: 21990021 | Roll: -178.02° Pitch: -0.11° Yaw: -179.95° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.45, -1.10, 0.13) deg/s"
0.289,"telemetry","packetCounter: 22755 | sampleTimeFine: 21990121 | Roll: -178.03° Pitch: -0.11° Yaw: -179.94° | Acc: (0.04, -0.34, -9.80) m/s² | Gyro: (-0.20, -0.19, -0.60) deg/s"
0.299,"telemetry","packetCounter: 22756 | sampleTimeFine: 21990221 | Roll: -178.03° Pitch: -0.11° Yaw: -179.94° | Acc: (0.03, -0.35, -9.80) m/s² | Gyro: (-0.37, -0.06, -0.06) deg/s"
0.309,"telemetry","packetCounter: 22757 | sampleTimeFine: 21990321 | Roll: -178.04° Pitch: -0.11° Yaw: -179.94° | Acc: (0.03, -0.34, -9.81) m/s² | Gyro: (-0.75, -0.25, -0.40) deg/s"
0.319,"telemetry","packetCounter: 22758 | sampleTimeFine: 21990421 | Roll: -178.04° Pitch: -0.11° Yaw: -179.94° | Acc: (0.03, -0.34, -9.80) m/s² | Gyro: (-0.38, 0.06, 0.06) deg/s"
0.331,"vibration","📊 ВИБРАЦИЯ: X=0.0052 Y=0.0132 Z=0.3418 | TOTAL=0.3421 m/s²"
0.331,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.331,"telemetry","packetCounter: 22759 | sampleTimeFine: 21990521 | Roll: -178.05° Pitch: -0.10° Yaw: -179.94° | Acc: (0.02, -0.36, -9.80) m/s² | Gyro: (-0.28, -0.29, -0.25) deg/s"
0.340,"vibration","📊 ВИБРАЦИЯ: X=0.0052 Y=0.0132 Z=0.3418 | TOTAL=0.3421 m/s²"
0.340,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.340,"telemetry","packetCounter: 22760 | sampleTimeFine: 21990621 | Roll: -178.05° Pitch: -0.10° Yaw: -179.93° | Acc: (0.02, -0.35, -9.80) m/s² | Gyro: (-0.75, -0.32, -0.58) deg/s"
0.350,"vibration","📊 ВИБРАЦИЯ: X=0.0052 Y=0.0132 Z=0.3418 | TOTAL=0.3421 m/s²"
0.350,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.351,"telemetry","packetCounter: 22761 | sampleTimeFine: 21990721 | Roll: -178.05° Pitch: -0.10° Yaw: -179.93° | Acc: (0.02, -0.36, -9.80) m/s² | Gyro: (-0.22, 0.16, -0.11) deg/s"
0.360,"vibration","📊 ВИБРАЦИЯ: X=0.0053 Y=0.0132 Z=0.3418 | TOTAL=0.3421 m/s²"
0.360,"bar","   ███░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░░"
0.360,"telemetry","packetCounter: 22762 | sampleTimeFine: 21990821 | Roll: -178.06° Pitch: -0.10° Yaw: -179.92° | Acc: (0.04, -0.34, -9.80) m/s² | Gyro: (-0.38, -0.52, -0.35) deg/s"
0.370,"vibration","📊 ВИБРАЦИЯ: X=0.0053 Y=0.0132 Z=0.3418 | TOTAL=0.3421 m/s²"
