time_seconds,type,message
0.005,"telemetry","packetCounter: 5708 | sampleTimeFine: 20279144 | Roll: 175.93° Pitch: 1.92° Yaw: 163.13° | Acc: (-0.33, 0.70, -9.78) m/s² | Gyro: (-0.06, -0.34, -0.18) deg/s"
0.010,"telemetry","packetCounter: 5709 | sampleTimeFine: 20279244 | Roll: 175.93° Pitch: 1.92° Yaw: 163.14° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.25, -0.03, -0.58) deg/s"
0.014,"telemetry","packetCounter: 5710 | sampleTimeFine: 20279344 | Roll: 175.94° Pitch: 1.91° Yaw: 163.13° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.06, -0.30, 0.21) deg/s"
0.019,"telemetry","packetCounter: 5711 | sampleTimeFine: 20279444 | Roll: 175.94° Pitch: 1.92° Yaw: 163.13° | Acc: (-0.31, 0.71, -9.78) m/s² | Gyro: (-0.20, -0.47, -1.15) deg/s"
0.023,"telemetry","packetCounter: 5712 | sampleTimeFine: 20279544 | Roll: 175.94° Pitch: 1.92° Yaw: 163.14° | Acc: (-0.32, 0.69, -9.78) m/s² | Gyro: (-0.16, -0.42, -0.21) deg/s"
0.028,"telemetry","packetCounter: 5713 | sampleTimeFine: 20279644 | Roll: 175.94° Pitch: 1.92° Yaw: 163.16° | Acc: (-0.31, 0.71, -9.79) m/s² | Gyro: (-0.66, -0.38, -0.39) deg/s"
0.032,"telemetry","packetCounter: 5714 | sampleTimeFine: 20279744 | Roll: 175.93° Pitch: 1.92° Yaw: 163.14° | Acc: (-0.31, 0.72, -9.78) m/s² | Gyro: (-0.88, -0.16, 0.37) deg/s"
0.036,"telemetry","packetCounter: 5715 | sampleTimeFine: 20279844 | Roll: 175.93° Pitch: 1.92° Yaw: 163.14° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.59, -0.69, -0.23) deg/s"
0.040,"telemetry","packetCounter: 5716 | sampleTimeFine: 20279944 | Roll: 175.93° Pitch: 1.92° Yaw: 163.15° | Acc: (-0.32, 0.71, -9.78) m/s² | Gyro: (-0.44, -0.19, 0.19) deg/s"
0.045,"telemetry","packetCounter: 5717 | sampleTimeFine: 20280044 | Roll: 175.93° Pitch: 1.92° Yaw: 163.16° | Acc: (-0.31, 0.70, -9.78) m/s² | Gyro: (-0.55, 0.18, -0.13) deg/s"
0.049,"telemetry","packetCounter: 5718 | sampleTimeFine: 20280144 | Roll: 175.93° Pitch: 1.92° Yaw: 163.16° | Acc: (-0.31, 0.71, -9.78) m/s² | Gyro: (-0.08, -0.54, -0.47) deg/s"
0.053,"telemetry","packetCounter: 5719 | sampleTimeFine: 20280244 | Roll: 175.93° Pitch: 1.92° Yaw: 163.17° | Acc: (-0.31, 0.71, -9.78) m/s² | Gyro: (-0.60, -0.16, -0.65) deg/s"
0.058,"telemetry","packetCounter: 5720 | sampleTimeFine: 20280344 | Roll: 175.93° Pitch: 1.92° Yaw: 163.17° | Acc: (-0.31, 0.70, -9.78) m/s² | Gyro: (-0.07, -0.07, -0.15) deg/s"
0.062,"telemetry","packetCounter: 5721 | sampleTimeFine: 20280444 | Roll: 175.93° Pitch: 1.92° Yaw: 163.16° | Acc: (-0.31, 0.71, -9.78) m/s² | Gyro: (-0.10, -0.53, -0.12) deg/s"
0.066,"telemetry","packetCounter: 5722 | sampleTimeFine: 20280544 | Roll: 175.93° Pitch: 1.92° Yaw: 163.17° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.84, 0.27, -0.67) deg/s"
0.072,"telemetry","packetCounter: 5723 | sampleTimeFine: 20280644 | Roll: 175.93° Pitch: 1.91° Yaw: 163.19° | Acc: (-0.31, 0.71, -9.78) m/s² | Gyro: (0.05, 0.23, -0.58) deg/s"
0.077,"telemetry","packetCounter: 5724 | sampleTimeFine: 20280744 | Roll: 175.93° Pitch: 1.91° Yaw: 163.19° | Acc: (-0.30, 0.71, -9.79) m/s² | Gyro: (-0.27, -0.32, -0.44) deg/s"
0.081,"telemetry","packetCounter: 5725 | sampleTimeFine: 20280844 | Roll: 175.93° Pitch: 1.91° Yaw: 163.19° | Acc: (-0.32, 0.71, -9.78) m/s² | Gyro: (-0.82, 0.17, -0.00) deg/s"
0.087,"telemetry","packetCounter: 6089 | sampleTimeFine: 20319331 | Acc: (-0.24, 0.52, -7.32) m/s² | Gyro: (-0.43, 0.12, -0.04) deg/s"
0.092,"telemetry","packetCounter: 6090 | sampleTimeFine: 20319431 | Roll: 175.88° Pitch: 1.84° Yaw: 179.87° | Acc: (-0.30, 0.70, -9.78) m/s² | Gyro: (-0.75, -0.76, -0.31) deg/s"
0.096,"telemetry","packetCounter: 6091 | sampleTimeFine: 20319531 | Roll: 175.87° Pitch: 1.85° Yaw: 179.87° | Acc: (-0.32, 0.70, -9.78) m/s² | Gyro: (-1.04, -0.18, -0.67) deg/s"
0.101,"telemetry","packetCounter: 6092 | sampleTimeFine: 20319631 | Roll: 175.86° Pitch: 1.85° Yaw: 179.88° | Acc: (-0.31, 0.70, -9.78) m/s² | Gyro: (-0.12, -0.57, -0.87) deg/s"
0.106,"telemetry","packetCounter: 6093 | sampleTimeFine: 20319731 | Roll: 175.86° Pitch: 1.85° Yaw: 179.89° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.87, -0.42, 0.12) deg/s"
0.110,"telemetry","packetCounter: 6094 | sampleTimeFine: 20319831 | Roll: 175.85° Pitch: 1.86° Yaw: 179.89° | Acc: (-0.30, 0.70, -9.78) m/s² | Gyro: (-0.15, -0.15, -0.10) deg/s"
0.115,"telemetry","packetCounter: 6095 | sampleTimeFine: 20319931 | Roll: 175.86° Pitch: 1.86° Yaw: 179.88° | Acc: (-0.30, 0.71, -9.78) m/s² | Gyro: (-0.17, -0.62, -0.19) deg/s"
