time_seconds,packet_counter,sample_time_fine,utc_time,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,free_acc_x,free_acc_y,free_acc_z,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x,mag_y,mag_z,lat,lon,altitude,vel_x,vel_y,vel_z,status_word,temperature,baropressure,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z
0.001386,46770,24458194,,178.12155151,1.89465547,-176.65702820,,,,,-0.20414074,0.17961825,-9.80856419,-0.11183973,-0.14887899,-0.00507903,-0.08969747,0.28324178,-0.65666063,0.07871298,0.31073391,1.05925620,,,,,,,3,,,,,,,,,
0.002591,46771,24458294,,178.12326050,1.89805090,-176.65483093,,,,,-0.19603454,0.17234907,-9.80585670,-0.12019330,-0.15683834,-0.00830555,-0.70685665,-0.48772695,0.00519272,0.07680717,0.30932668,1.05774009,,,,,,,3,,,,,,,,,
0.003739,46772,24458394,,178.12217712,1.90058446,-176.65116882,,,,,-0.20195767,0.17514966,-9.81545925,-0.11542992,-0.15396713,0.00157046,-0.51357137,-0.72361804,-0.75492299,0.07535380,0.30887181,1.05624127,,,,,,,3,,,,,,,,,
0.005030,46773,24458494,,178.12037659,1.89807713,-176.64381409,,,,,-0.19568628,0.18048979,-9.81443024,-0.12113915,-0.14934057,0.00051284,-0.65764039,-0.04961305,-0.48133464,0.07579839,0.30838478,1.05524635,,,,,,,3,,,,,,,,,
0.006260,46774,24458594,,178.11734009,1.89422369,-176.64088440,,,,,-0.20222002,0.16843785,-9.80276585,-0.11301626,-0.16100371,-0.01131654,-0.62174177,-0.19687251,0.17220747,0.07574722,0.30742651,1.05325186,,,,,,,3,,,,,,,,,
0.007429,46775,24458694,,178.11846924,1.89490521,-176.64251709,,,,,-0.20164607,0.18500966,-9.80750275,-0.11456339,-0.14432442,-0.00605106,-0.25564232,-0.07022296,-0.09463696,0.07525879,0.30935445,1.05377471,,,,,,,3,,,,,,,,,
0.008573,46776,24458794,,178.11781311,1.89107943,-176.64108276,,,,,-0.19164237,0.18830048,-9.80304813,-0.12432906,-0.14181304,-0.01072717,-0.62526342,-0.31848342,0.00220776,0.07772093,0.31075129,1.05776727,,,,,,,3,,,,,,,,,
0.009701,46777,24458894,,178.11517334,1.89358699,-176.63810730,,,,,-0.19041653,0.18161713,-9.80341816,-0.12536471,-0.14923130,-0.01063228,-0.96166908,-0.41153408,-0.44053189,0.07826003,0.31074134,1.05974877,,,,,,,3,,,,,,,,,
0.010830,46778,24458994,,178.11418152,1.89569962,-176.64080811,,,,,-0.19729473,0.18115042,-9.80306149,-0.11889769,-0.14938432,-0.01078200,-0.76240845,-0.49194763,0.21344761,0.07673673,0.31220803,1.05729055,,,,,,,3,,,,,,,,,
0.012214,46779,24459094,,178.11917114,1.89632547,-176.63317871,,,,,-0.19110747,0.16163969,-9.81109333,-0.12415521,-0.16808753,-0.00358129,0.17622147,-0.19638863,-0.58799487,0.07728520,0.31075817,1.05875468,,,,,,,3,,,,,,,,,
0.013262,46780,24459194,,178.12091064,1.89442360,-176.62663269,,,,,-0.21141316,0.16561988,-9.80033493,-0.10353594,-0.16276044,-0.01352668,-0.58223339,-0.17923198,-0.59347647,0.07824280,0.31074184,1.05925393,,,,,,,3,,,,,,,,,
0.014246,46781,24459294,,178.12666321,1.89744210,-176.62564087,,,,,-0.19305515,0.17261194,-9.81240940,-0.12335680,-0.15602587,-0.00183272,0.00130773,-0.57964817,-0.03173022,0.07821722,0.31026271,1.05825675,,,,,,,3,,,,,,,,,
0.015121,46782,24459394,,178.12487793,1.89816213,-176.62693787,,,,,-0.19276986,0.18112782,-9.80376244,-0.12392239,-0.14759330,-0.01020622,-0.42229432,-0.38866282,-0.06892483,0.07961106,0.30927968,1.05725861,,,,,,,3,,,,,,,,,
0.015836,46783,24459494,,178.13142395,1.90114117,-176.63185120,,,,,-0.20864858,0.16804565,-9.80824566,-0.10809200,-0.15856996,-0.00561547,0.23839681,-0.57301109,0.18289520,0.08012457,0.30879065,1.05824304,,,,,,,3,,,,,,,,,
0.016553,46784,24459594,,178.13517761,1.90087390,-176.63673401,,,,,-0.19677684,0.16754293,-9.80244160,-0.11955603,-0.15922973,-0.01181912,-0.28855137,-0.22071799,-0.24550755,0.07824382,0.30882230,1.05823410,,,,,,,3,,,,,,,,,
0.017269,46785,24459694,,178.13362122,1.90260839,-176.63192749,,,,,-0.20367201,0.16833256,-9.80171490,-0.11312943,-0.15851849,-0.01230264,-0.80411956,-0.51028530,-0.55548904,0.07633698,0.30933458,1.05773783,,,,,,,3,,,,,,,,,
0.018276,46786,24459794,,178.12855530,1.90510666,-176.62580872,,,,,-0.19320039,0.16662821,-9.80899239,-0.12368844,-0.16187751,-0.00545096,-0.87885986,-0.10602673,-0.53573864,0.07873960,0.30929348,1.05923355,,,,,,,3,,,,,,,,,
0.018804,46787,24459894,,178.12574768,1.90724671,-176.62371826,,,,,-0.21001217,0.16070193,-9.80551815,-0.10741632,-0.16704056,-0.00857210,-0.54712345,-0.82304671,-0.42583738,0.07778200,0.30930984,1.05873418,,,,,,,3,,,,,,,,,
0.019317,46788,24459994,,178.13179016,1.91014075,-176.61970520,,,,,-0.20993227,0.16812855,-9.80032444,-0.10793462,-0.15847215,-0.01350236,-0.13945931,-0.40934370,-0.23096271,0.07629366,0.30981573,1.05675578,,,,,,,3,,,,,,,,,
0.019904,46789,24460094,,178.12831116,1.91179240,-176.61643982,,,,,-0.19996823,0.18925370,-9.82227898,-0.12027149,-0.13933238,0.00876975,-0.57491287,-0.57517887,-0.42429196,0.07826105,0.30882180,1.05872893,,,,,,,3,,,,,,,,,
0.020754,46790,24460194,,178.12774658,1.91352940,-176.61160278,,,,,-0.19905171,0.17945923,-9.80753708,-0.12025572,-0.14897075,-0.00631142,-0.67322992,-0.40780872,-0.49096115,0.08060311,0.30926234,1.05874765,,,,,,,3,,,,,,,,,
0.021329,47028,24486048,,,,,,,,,-0.14764883,0.13772902,-7.35959864,,,,-0.55154722,-0.92546683,0.44149991,0.07976611,0.30927512,1.06171215,,,,,,,1,,,,,,,,,
0.027473,47029,24486148,,178.95874023,1.15715575,179.97790527,,,,,-0.20874359,0.18048911,-9.81266212,-0.02219123,-0.01593176,0.00065637,-0.34949499,-0.45362808,-0.01162846,0.08004729,0.30831304,1.05576122,,,,,,,3,,,,,,,,,
0.037454,47030,24486248,,178.95339966,1.15725529,179.98181152,,,,,-0.20714942,0.18772884,-9.81263638,0.00904517,0.00820259,0.00096774,-0.56624926,0.17265500,0.04599443,0.07875734,0.30833322,1.05921841,,,,,,,3,,,,,,,,,
0.047332,47031,24486348,,178.94880676,1.15908206,179.98023987,,,,,-0.20683503,0.17300786,-9.80616570,0.00817000,-0.00712517,-0.00577569,-0.47062575,-0.34692833,-0.51448304,0.07725177,0.30883965,1.05674505,,,,,,,3,,,,,,,,,
0.057629,47032,24486448,,178.94464111,1.16125476,179.98393250,,,,,-0.20231526,0.18125094,-9.80751801,0.00321705,0.00044530,-0.00436306,-0.36738232,-0.40822226,-0.26145262,0.07918368,0.30976623,1.05874848,,,,,,,3,,,,,,,,,
0.067378,47033,24486548,,178.94079590,1.16634870,179.98590088,,,,,-0.22146156,0.18554434,-9.81397438,0.02151109,0.00391933,0.00256109,-0.39212532,-0.37485932,-0.08979208,0.08109002,0.31021369,1.05975461,,,,,,,3,,,,,,,,,
0.077407,47034,24486648,,178.93350220,1.17028880,179.98826599,,,,,-0.20171461,0.18134880,-9.81542969,0.00102073,-0.00181775,0.00353527,-0.87963477,-0.36874172,0.00210982,0.07959383,0.30928019,1.05676377,,,,,,,3,,,,,,,,,
0.087348,47035,24486748,,178.92272949,1.17171168,179.98713684,,,,,-0.19641601,0.17850539,-9.80617237,-0.00410775,-0.00646629,-0.00588250,-1.21741484,0.02353647,-0.31640344,0.08045743,0.30782700,1.05377662,,,,,,,3,,,,,,,,,
0.097367,47036,24486848,,178.91719055,1.17605019,179.99212646,,,,,-0.20692341,0.17630889,-9.79272461,0.00562005,-0.00883275,-0.01915169,-0.34493493,-0.48348759,-0.46001356,0.08238100,0.30827397,1.05527759,,,,,,,3,,,,,,,,,
0.107524,47037,24486948,,178.91383362,1.18291843,-179.99986267,,,,,-0.20061110,0.18029177,-9.81061840,-0.00236043,-0.00600255,-0.00131965,-0.52169204,-0.75064441,-0.75143751,0.08052533,0.30974451,1.05677581,,,,,,,3,,,,,,,,,
0.117383,47038,24487048,,178.90756226,1.18615723,-179.99569702,,,,,-0.19597667,0.18306537,-9.81200600,-0.00743699,-0.00415708,0.00002313,-0.45871518,-0.41036382,-0.42479148,0.07766089,0.31027317,1.05578029,,,,,,,3,,,,,,,,,
0.127379,47039,24487148,,178.89723206,1.19225061,-179.99183655,,,,,-0.19764192,0.18693593,-9.80405331,-0.00653111,-0.00229181,-0.00781608,-1.11266193,-0.41342593,-0.31647233,0.07959383,0.30928019,1.05676377,,,,,,,3,,,,,,,,,
0.137485,47040,24487248,,178.89456177,1.19567716,-179.98649597,,,,,-0.20040853,0.17562701,-9.79825974,-0.00430975,-0.01370598,-0.01376963,-0.45618140,-0.37665046,-0.61624523,0.08107432,0.30733487,1.05772996,,,,,,,3,,,,,,,,,
0.147473,47041,24487348,,178.89099121,1.19884372,-179.98579407,,,,,-0.20087071,0.18201719,-9.80821609,-0.00447567,-0.00789123,-0.00368500,-0.21724344,-0.23079327,0.19148679,0.08054307,0.30878425,1.05676067,,,,,,,3,,,,,,,,,
0.157388,47042,24487448,,178.88635254,1.19944644,-179.98046875,,,,,-0.20626840,0.17667492,-9.80890846,0.00087482,-0.01410501,-0.00298572,-0.37103156,-0.00668537,-0.78638791,0.07961106,0.30927968,1.05725861,,,,,,,3,,,,,,,,,
0.167407,47043,24487548,,178.88273621,1.20143676,-179.97866821,,,,,-0.20334522,0.17506729,-9.81063843,-0.00265924,-0.01638695,-0.00135016,-0.32366412,-0.36934499,0.12315262,0.07961942,0.30975932,1.05776107,,,,,,,3,,,,,,,,,
0.177399,47044,24487648,,178.87565613,1.20708716,-179.97657776,,,,,-0.21119189,0.18426436,-9.81159973,0.00409565,-0.00854823,-0.00004601,-0.65696665,-0.65480725,-0.34675294,0.08001181,0.31023359,1.05579150,,,,,,,3,,,,,,,,,
0.187375,47045,24487748,,178.87658691,1.21164715,-179.97726440,,,,,-0.20262319,0.18822716,-9.80369854,-0.00483319,-0.00393138,-0.00804615,0.15286077,-0.30759954,-0.04169676,0.08043919,0.30974704,1.05430162,,,,,,,3,,,,,,,,,
0.197415,47046,24487848,,178.87237549,1.21420956,-179.97779846,,,,,-0.21260501,0.17778206,-9.80646229,0.00460615,-0.01552232,-0.00527954,-0.53993131,-0.27108525,0.08838086,0.08010683,0.30975091,1.05825806,,,,,,,3,,,,,,,,,
0.207428,47047,24487948,,178.86734009,1.21650326,-179.97618103,,,,,-0.21894205,0.18371686,-9.79849911,0.01070784,-0.01041598,-0.01298976,-0.73320304,-0.26035534,-0.12842465,0.07867853,0.31073493,1.05826652,,,,,,,3,,,,,,,,,
0.217408,47048,24488048,,178.85926819,1.22168005,-179.97016907,,,,,-0.20546708,0.18279487,-9.80817890,-0.00391429,-0.01272112,-0.00362062,-0.66625230,-0.46572093,-0.63412794,0.07815768,0.30882484,1.05575991,,,,,,,3,,,,,,,,,
0.227412,47049,24488148,,178.85362244,1.22437406,-179.96900940,,,,,-0.20073387,0.18520157,-9.80716038,-0.00911370,-0.01108218,-0.00469255,-0.33099321,-0.37417161,-0.50445899,0.07867955,0.30881539,1.05724657,,,,,,,3,,,,,,,,,
0.237438,47050,24488248,,178.85081482,1.22606945,-179.96044922,,,,,-0.19649105,0.17690635,-9.81066132,-0.01354165,-0.02009837,-0.00144958,-0.38493311,-0.12799476,-0.54108919,0.07823496,0.30930242,1.05824161,,,,,,,3,,,,,,,,,
0.247352,47051,24488348,,178.85113525,1.22976220,-179.95803833,,,,,-0.21405667,0.17423093,-9.81852818,0.00320934,-0.02260292,0.00673485,0.08563491,-0.25096631,-0.15263408,0.07768699,0.30979252,1.05626762,,,,,,,3,,,,,,,,,
0.257419,47052,24488448,,178.84921265,1.23131490,-179.95631409,,,,,-0.18518539,0.19106458,-9.81200600,-0.02572016,-0.00615652,-0.00006557,-0.22076727,-0.04710158,-0.30330247,0.07914139,0.30832785,1.05674648,,,,,,,3,,,,,,,,,
0.267330,47053,24488548,,178.84591675,1.23260772,-179.94996643,,,,,-0.20308369,0.18373430,-9.80577850,-0.00803925,-0.01397282,-0.00605249,-0.36537595,-0.19030749,-0.46056606,0.08104771,0.30877531,1.05775261,,,,,,,3,,,,,,,,,
0.277366,47054,24488648,,178.84355164,1.23733914,-179.94767761,,,,,-0.20163658,0.18441617,-9.81094265,-0.01040042,-0.01373220,-0.00090933,-0.23252896,-0.35674585,-0.33696391,0.07903750,0.30929065,1.05428743,,,,,,,3,,,,,,,,,
0.287469,47055,24488748,,178.83731079,1.23773992,-179.94515991,,,,,-0.21465756,0.18949708,-9.81156635,0.00237970,-0.00983015,0.00009489,-0.54775241,-0.31901439,-0.14213281,0.07996900,0.30975497,1.05429935,,,,,,,3,,,,,,,,,
0.297451,47056,24488848,,178.83570862,1.24212050,-179.94297791,,,,,-0.19938895,0.18716191,-9.80853462,-0.01354942,-0.01234347,-0.00331497,-0.26071622,-0.49407678,-0.36866648,0.07870463,0.31025428,1.05875385,,,,,,,3,,,,,,,,,
0.307434,47057,24488948,,178.82870483,1.24518466,-179.93893433,,,,,-0.20014317,0.18437728,-9.81370258,-0.01327791,-0.01704916,0.00180697,-1.25198413,-0.25556164,-0.38820981,0.07823496,0.30930242,1.05824161,,,,,,,3,,,,,,,,,
0.317435,47058,24489048,,178.81884766,1.24560928,-179.93180847,,,,,-0.20640361,0.17653564,-9.80924797,-0.00687747,-0.02570384,-0.00267172,-0.49059066,-0.00379311,-0.47562705,0.07960270,0.30880007,1.05675626,,,,,,,3,,,,,,,,,
0.327361,47059,24489148,,178.81323242,1.25086164,-179.93232727,,,,,-0.19670494,0.18850507,-9.80543613,-0.01774425,-0.01492308,-0.00644994,-0.61031433,-0.64554140,-0.07348650,0.07955050,0.30976135,1.05578172,,,,,,,3,,,,,,,,,
0.337402,47060,24489248,,178.81048584,1.25398445,-179.93130493,,,,,-0.20501505,0.17747824,-9.80786896,-0.00951226,-0.02655340,-0.00406718,-0.58484018,0.04371400,-0.45943412,0.07957660,0.30928069,1.05626893,,,,,,,3,,,,,,,,,
0.347428,47061,24489348,,178.80465698,1.26065743,-179.92918396,,,,,-0.20805174,0.17638464,-9.80923653,-0.00807810,-0.02843210,-0.00265932,-0.44888569,-0.64773699,-0.00308148,0.07860126,0.31025732,1.05578482,,,,,,,3,,,,,,,,,
0.357414,47062,24489448,,178.80226135,1.25715935,-179.92163086,,,,,-0.19908416,0.18234274,-9.80237484,-0.01592636,-0.02246450,-0.00958824,0.04614843,0.31141669,-0.66521651,0.07768699,0.30979252,1.05626762,,,,,,,3,,,,,,,,,
0.367390,47063,24489548,,178.79962158,1.25842750,-179.91860962,,,,,-0.20503926,0.18035689,-9.81198978,-0.01084239,-0.02556821,0.00010800,-0.51315419,-0.45471931,-0.44243433,0.08056916,0.30830359,1.05724800,,,,,,,3,,,,,,,,,
0.377473,47064,24489648,,178.79106140,1.26623118,-179.91574097,,,,,-0.19551246,0.18300156,-9.80889893,-0.02139590,-0.02436040,-0.00314188,-0.83047374,-0.50038585,-0.41631948,0.08007289,0.30879217,1.05675852,,,,,,,3,,,,,,,,,
0.387481,47065,24489748,,178.78485107,1.26687205,-179.90863037,,,,,-0.20052779,0.17989483,-9.81131554,-0.01668030,-0.02852538,-0.00068569,-0.65628470,-0.31032354,-0.54000063,0.07905422,0.31024992,1.05529213,,,,,,,3,,,,,,,,,
0.397518,47066,24489848,,178.77720642,1.27601659,-179.90937805,,,,,-0.20460916,0.18986994,-9.80436134,-0.01391025,-0.01971840,-0.00733852,-0.72641527,-0.60792531,0.10852510,0.08007237,0.30975193,1.05726838,,,,,,,3,,,,,,,,,
0.407488,47067,24489948,,178.77265930,1.28162217,-179.90588379,,,,,-0.20075560,0.17925657,-9.79927063,-0.01893193,-0.03101094,-0.01274467,-0.58076741,-0.83216474,-0.20972089,0.08006401,0.30927229,1.05676603,,,,,,,3,,,,,,,,,
0.417516,47068,24490048,,178.76602173,1.28919411,-179.90538025,,,,,-0.21342710,0.18404670,-9.81227875,-0.00775724,-0.02735585,0.00064039,-0.37599143,-0.81215565,-0.11230613,0.07908919,0.30928913,1.05577195,,,,,,,3,,,,,,,,,
0.427429,47069,24490148,,178.76234436,1.29807293,-179.90246582,,,,,-0.20091464,0.18707184,-9.81023788,-0.02153835,-0.02526303,-0.00162005,-0.61963161,-0.62255819,-0.82309164,0.08150067,0.30876791,1.05726004,,,,,,,3,,,,,,,,,
0.437559,47070,24490248,,178.75648499,1.30237114,-179.90045166,,,,,-0.20628405,0.18398057,-9.80508327,-0.01692594,-0.02901476,-0.00672102,-0.44291362,-0.58486366,0.31697729,0.08017676,0.30782935,1.05921757,,,,,,,3,,,,,,,,,
0.447534,47071,24490348,,178.75057983,1.30854464,-179.89839172,,,,,-0.21566814,0.18104050,-9.79748535,-0.00819155,-0.03278458,-0.01417089,-0.45839342,-0.40159183,-0.34253265,0.07820988,0.30786353,1.05673444,,,,,,,3,,,,,,,,,
0.457406,47072,24490448,,178.74659729,1.31174254,-179.89476013,,,,,-0.20917810,0.17692314,-9.80889320,-0.01545544,-0.03802618,-0.00301266,-0.57954662,-0.22649929,-0.56105479,0.07956875,0.30784130,1.05525661,,,,,,,3,,,,,,,,,
0.467543,47073,24490548,,178.74151611,1.31034315,-179.89254761,,,,,-0.19962713,0.18309925,-9.80339622,-0.02482780,-0.03269037,-0.00859213,-0.70589861,-0.21545618,0.04288451,0.08099603,0.30877683,1.05626810,,,,,,,3,,,,,,,,,
0.477420,47074,24490648,,178.73649597,1.31048989,-179.88989258,,,,,-0.21324237,0.18320592,-9.80335236,-0.01088695,-0.03307074,-0.00832438,-0.30362013,0.12356314,-0.28674356,0.07909755,0.30976877,1.05627429,,,,,,,3,,,,,,,,,
0.487587,47075,24490748,,178.73471069,1.31613648,-179.88566589,,,,,-0.19035704,0.18331587,-9.81408787,-0.03550526,-0.03371393,0.00187850,-0.33490493,-0.76471380,-0.53172649,0.07956773,0.30976084,1.05627656,,,,,,,3,,,,,,,,,
0.497439,47076,24490848,,178.72674561,1.32525563,-179.88392639,,,,,-0.20752992,0.18162218,-9.80404091,-0.01944247,-0.03648693,-0.00781274,-0.61040734,-0.68602116,-0.51941006,0.08061147,0.30974197,1.05925000,,,,,,,3,,,,,,,,,
0.507601,47077,24490948,,178.72341919,1.33076394,-179.87951660,,,,,-0.20845872,0.17788817,-9.80819607,-0.01953256,-0.04104035,-0.00372386,-0.54842684,-0.50709197,0.03972972,0.07821722,0.31026271,1.05825675,,,,,,,3,,,,,,,,,
0.517457,47078,24491048,,178.72113037,1.33902621,-179.87573242,,,,,-0.20819277,0.19268660,-9.80089855,-0.02102051,-0.02660223,-0.01069808,-0.65269923,-0.56646547,-0.53117250,0.07678209,0.30788779,1.05623293,,,,,,,3,,,,,,,,,
0.527486,47079,24491148,,178.71069336,1.33801007,-179.87069702,,,,,-0.20925836,0.19210584,-9.80606461,-0.01969869,-0.02850880,-0.00552511,-0.38824516,0.12516690,-0.43666795,0.08002171,0.30783391,1.05476403,,,,,,,3,,,,,,,,,
0.537463,47080,24491248,,178.71165466,1.33653224,-179.86738586,,,,,-0.21716729,0.17224936,-9.79787827,-0.01134126,-0.04825309,-0.01397038,-0.12480562,0.09028622,-0.57542236,0.08050861,0.30878526,1.05577099,,,,,,,3,,,,,,,,,
0.547427,47081,24491348,,178.70994568,1.33952749,-179.86125183,,,,,-0.21054120,0.17755698,-9.80268097,-0.01897029,-0.04319449,-0.00920677,-0.05642182,-0.56452864,-0.61660002,0.08012508,0.30783087,1.05773306,,,,,,,3,,,,,,,,,
0.557514,47082,24491448,,178.70474243,1.34146690,-179.85597229,,,,,-0.20224366,0.18291439,-9.81439400,-0.02754530,-0.03936238,0.00242066,-0.62884597,-0.12642984,-0.29321010,0.08014180,0.30879015,1.05873787,,,,,,,3,,,,,,,,,
0.567447,47083,24491548,,178.70011902,1.34671199,-179.85827637,,,,,-0.21428420,0.17226806,-9.80648136,-0.01640456,-0.05039608,-0.00545335,-0.35862015,-0.55566721,0.31898675,0.07961054,0.31023946,1.05776858,,,,,,,3,,,,,,,,,
0.577483,47084,24491648,,178.69503784,1.35101056,-179.85786438,,,,,-0.21035650,0.17812495,-9.81128693,-0.02098713,-0.04581932,-0.00061512,-0.73017006,-0.25549619,-0.25697565,0.07952492,0.30928221,1.05478442,,,,,,,3,,,,,,,,,
0.587421,47085,24491748,,178.69549561,1.35323095,-179.85415649,,,,,-0.20762458,0.17930949,-9.81439781,-0.02452345,-0.04426164,0.00245667,-0.01903892,-0.55517656,-0.45124899,0.08090051,0.31021926,1.05431139,,,,,,,3,,,,,,,,,
0.597475,47086,24491848,,178.69241333,1.35593104,-179.85226440,,,,,-0.19329241,0.18044740,-9.81409359,-0.03886818,-0.04372309,0.00184011,-0.23580999,-0.07214241,-0.15739172,0.08148293,0.30972818,1.05727518,,,,,,,3,,,,,,,,,
0.607481,47087,24491948,,178.69190979,1.35889983,-179.84738159,,,,,-0.21026599,0.16576953,-9.79242802,-0.02190091,-0.05783905,-0.01974916,0.01507290,-0.14764574,-0.27877569,0.07868791,0.30929500,1.05774903,,,,,,,3,,,,,,,,,
0.617487,47088,24492048,,178.68989563,1.35925317,-179.84350586,,,,,-0.21369644,0.17768636,-9.81300259,-0.01923349,-0.04682444,0.00116491,-0.17062568,-0.22468772,-0.50041952,0.07676385,0.30980784,1.05675793,,,,,,,3,,,,,,,,,
0.627619,47089,24492148,,178.68786621,1.36187375,-179.84422302,,,,,-0.21468620,0.17775486,-9.80887127,-0.01848846,-0.04703372,-0.00294375,-0.19242164,-0.22362238,-0.00546870,0.08008124,0.30927178,1.05726087,,,,,,,3,,,,,,,,,
0.637476,47090,24492248,,178.68875122,1.35988200,-179.84382629,,,,,-0.21037243,0.17679390,-9.80924702,-0.02237642,-0.04797587,-0.00269079,-0.17975847,0.11319116,-0.10762226,0.08056030,0.30878374,1.05725551,,,,,,,3,,,,,,,,,
0.647612,47091,24492348,,178.68400574,1.36585784,-179.83842468,,,,,-0.21675238,0.18275993,-9.80986595,-0.01723824,-0.04292801,-0.00179124,-0.59253748,-0.49501844,-0.64844119,0.07908919,0.30928913,1.05577195,,,,,,,3,,,,,,,,,
0.657460,47092,24492448,,178.67991638,1.37357986,-179.83012390,,,,,-0.21273561,0.18356159,-9.80160999,-0.02257097,-0.04282220,-0.01012564,-0.75725710,-0.81314181,-0.65234929,0.07960270,0.30880007,1.05675626,,,,,,,3,,,,,,,,,
0.667570,47093,24492548,,178.66711426,1.37626410,-179.82647705,,,,,-0.21411119,0.18163130,-9.79645729,-0.02130029,-0.04640204,-0.01529479,-0.69518951,-0.31532614,-0.32031610,0.08148293,0.30972818,1.05727518,,,,,,,3,,,,,,,,,
0.677446,47094,24492648,,178.66630554,1.37862349,-179.82650757,,,,,-0.21103132,0.18801376,-9.80952263,-0.02513047,-0.04088204,-0.00216794,-0.55814983,-0.32627576,0.27775645,0.08051646,0.31022465,1.05678344,,,,,,,3,,,,,,,,,
0.687518,47095,24492748,,178.66589355,1.38051796,-179.82617188,,,,,-0.20974925,0.18138969,-9.80715752,-0.02646783,-0.04693144,-0.00471449,0.13933641,-0.06821730,-0.44645844,0.08000295,0.31071374,1.05579901,,,,,,,3,,,,,,,,,
0.697460,47096,24492848,,178.65989685,1.38582838,-179.82162476,,,,,-0.20095333,0.18706484,-9.81230927,-0.03649031,-0.04301319,0.00034428,-0.81557811,-0.44812183,-0.65267644,0.08098716,0.30925694,1.05627561,,,,,,,3,,,,,,,,,
0.707525,47097,24492948,,178.65292358,1.38547814,-179.81639099,,,,,-0.19963740,0.17713016,-9.79791164,-0.03734441,-0.05352727,-0.01431537,-0.53183305,-0.16053271,-0.26587394,0.07910693,0.30832887,1.05575681,,,,,,,3,,,,,,,,,
