time_seconds,packet_counter,sample_time_fine,utc_time,euler_roll_deg,euler_pitch_deg,euler_yaw_deg,quat_w,quat_x,quat_y,quat_z,acc_x,acc_y,acc_z,free_acc_x,free_acc_y,free_acc_z,gyro_x_dps,gyro_y_dps,gyro_z_dps,mag_x,mag_y,mag_z,lat,lon,altitude,vel_x,vel_y,vel_z,status_word,temperature,baropressure,delta_v_x,delta_v_y,delta_v_z,delta_q_w,delta_q_x,delta_q_y,delta_q_z
0.001310,1204,6723746,,176.62394714,1.69339335,-169.16940308,,,,,-0.53000867,2.09131193,-9.88220692,-0.05161023,1.52494395,0.18237364,1.96819649,1.44009555,-0.22840238,0.26714361,0.16014661,1.19239175,,,,,,,3,,,,,,,,,
0.002478,1205,6723846,,176.65699768,1.66342068,-169.15144348,,,,,-0.01685415,0.95142108,-10.48456955,-0.34770510,0.27676857,0.70156014,-0.57137579,0.84876797,0.09561648,0.26649225,0.16063973,1.18744874,,,,,,,3,,,,,,,,,
0.003579,1206,6723946,,176.63880920,1.65398479,-169.15809631,,,,,-0.41947821,-0.83120602,-8.70884991,0.41807085,-1.28462625,-1.16200924,-1.95756445,-0.56183311,2.90416228,0.26602155,0.16160741,1.18795645,,,,,,,3,,,,,,,,,
0.004695,1207,6724046,,176.62547302,1.66993964,-169.16477966,,,,,-0.30693451,0.40490749,-9.05797958,0.06699067,-0.11826512,-0.74461842,-0.36330171,-0.85733426,-0.43389657,0.26817846,0.16060787,1.19537282,,,,,,,3,,,,,,,,,
0.005949,1208,6724146,,176.64392090,1.67658603,-169.13522339,,,,,0.21503067,1.03261280,-10.58636284,-0.59163785,0.30436587,0.80312359,-0.34191175,1.16576730,0.12087737,0.26828387,0.15676576,1.19630206,,,,,,,3,,,,,,,,,
0.007280,1209,6724246,,176.62643433,1.66043448,-169.14279175,,,,,-0.13989390,0.16322128,-9.72470951,-0.06280413,-0.42949352,-0.09826016,-2.05811187,0.61400364,2.95352065,0.26921538,0.15723006,1.19631410,,,,,,,3,,,,,,,,,
0.008395,1210,6724346,,176.61187744,1.65470970,-169.15791321,,,,,-0.04076872,0.00942867,-9.65571976,-0.12813461,-0.59497797,-0.17975330,0.58526877,0.00014461,-0.14186368,0.26915482,0.15771173,1.19483709,,,,,,,3,,,,,,,,,
0.009486,1211,6724446,,176.64672852,1.65207708,-169.12263489,,,,,-0.02629630,0.54481101,-10.53908539,-0.25468624,-0.12264311,0.73557377,1.22341964,3.12428285,0.20964596,0.26984462,0.15914290,1.18843138,,,,,,,3,,,,,,,,,
0.010569,1212,6724546,,176.66241455,1.62841189,-169.09420776,,,,,-0.47274631,0.43699816,-9.10167599,0.22639406,-0.05420557,-0.69513512,-2.40696998,0.32224312,1.46309141,0.26893768,0.16107725,1.19043648,,,,,,,3,,,,,,,,,
0.011787,1213,6724646,,176.62361145,1.62761593,-169.08631897,,,,,-0.19270678,0.63575697,-9.61233044,-0.09173100,0.05219030,-0.18016028,-1.90337885,0.40437105,0.30882426,0.26582021,0.15824828,1.19383943,,,,,,,3,,,,,,,,,
