time_seconds,total,rms_x,rms_y,rms_z,baseline_total,baseline_x,baseline_y,baseline_z,d2,ewma_d2,p_fault,decision
0.821,2.598743,1.361196,1.999870,0.949279,2.226199,1.139613,1.742401,0.750515,19.8798,42.1539,1.0000,FAULT
0.831,2.612206,1.352279,2.025199,0.945270,2.239792,1.147102,1.752360,0.757373,17.5763,40.9250,1.0000,FAULT
0.841,2.619082,1.357305,2.031596,0.943362,2.253048,1.154448,1.762119,0.763874,16.5903,39.7083,1.0000,FAULT
0.851,2.612010,1.369341,2.016462,0.938822,2.265505,1.161905,1.770945,0.769945,16.0184,38.5238,1.0000,FAULT
0.861,2.639828,1.355786,2.061919,0.937563,2.278408,1.168589,1.780975,0.775722,14.0067,37.2979,1.0000,FAULT
0.871,2.651357,1.358333,2.076772,0.933618,2.291183,1.175088,1.791108,0.781131,13.0241,36.0842,1.0000,FAULT
0.881,2.651161,1.376951,2.064805,0.932331,2.303442,1.181963,1.800429,0.786280,13.3142,34.9457,1.0000,FAULT
0.891,2.657990,1.356753,2.086885,0.932225,2.315450,1.187883,1.810130,0.791223,11.1893,33.7579,1.0000,FAULT
0.901,2.656369,1.349185,2.088006,0.936072,2.326937,1.193317,1.819493,0.796104,10.3347,32.5867,1.0000,FAULT
0.911,2.668601,1.384775,2.082388,0.931391,2.338393,1.199737,1.828308,0.800640,11.5055,31.5327,1.0000,FAULT
0.921,2.684553,1.375241,2.109186,0.931059,2.349947,1.205595,1.837683,0.804993,10.1607,30.4641,1.0000,FAULT
0.931,2.704924,1.364982,2.137472,0.940559,2.361744,1.210892,1.847646,0.809498,9.6971,29.4257,1.0000,FAULT
0.941,2.704784,1.386070,2.122974,0.942151,2.373099,1.216691,1.856760,0.813889,10.1724,28.4631,1.0000,FAULT
0.951,2.719881,1.387238,2.141806,0.941270,2.384535,1.222315,1.866160,0.818090,9.6315,27.5215,1.0000,FAULT
0.961,2.752573,1.363939,2.195125,0.947498,2.396629,1.226969,1.876970,0.822342,8.8803,26.5894,1.0000,FAULT
0.971,2.748865,1.371867,2.185255,0.948105,2.408165,1.231714,1.887066,0.826461,8.4708,25.6835,1.0000,FAULT
0.981,2.761375,1.384751,2.197125,0.938243,2.419697,1.236711,1.897190,0.830111,8.0353,24.8011,0.9999,FAULT
0.991,2.778060,1.356163,2.227265,0.957981,2.431364,1.240599,1.907935,0.834274,8.2645,23.9743,0.9999,FAULT
1.001,2.778236,1.366131,2.222543,0.955291,2.442625,1.244675,1.918149,0.838202,7.6391,23.1575,0.9999,FAULT
1.011,2.762460,1.381219,2.196441,0.948192,2.452981,1.249096,1.927160,0.841764,6.8989,22.3446,0.9998,FAULT
1.021,2.787801,1.357247,2.242684,0.948729,2.463797,1.252590,1.937352,0.845219,6.4974,21.5522,0.9998,FAULT
1.031,2.787178,1.360225,2.240252,0.948380,2.474219,1.256059,1.947115,0.848544,6.0615,20.7777,0.9996,FAULT
1.041,2.760325,1.376488,2.200403,0.939628,2.483421,1.259932,1.955261,0.851473,5.1950,19.9985,0.9995,FAULT
1.051,2.765058,1.360505,2.217875,0.935737,2.492460,1.263160,1.963690,0.854178,4.4704,19.2221,0.9993,FAULT
1.061,2.744098,1.344705,2.198443,0.942702,2.500522,1.265772,1.971210,0.857014,4.1162,18.4668,0.9990,FAULT
1.071,2.724887,1.366848,2.166180,0.929731,2.507697,1.269005,1.977445,0.859339,3.4578,17.7164,0.9986,FAULT
1.081,2.721692,1.360970,2.164901,0.931972,2.514529,1.271941,1.983430,0.861658,3.1417,16.9877,0.9981,FAULT
1.091,2.719381,1.350863,2.166862,0.935367,2.521059,1.274457,1.989277,0.864008,2.8854,16.2825,0.9973,FAULT
1.101,2.663593,1.368324,2.086238,0.932753,2.525596,1.277445,1.992364,0.866196,2.8975,15.6133,0.9964,FAULT
1.111,2.658922,1.359328,2.087330,0.930131,2.529834,1.280047,1.995383,0.868228,2.3151,14.9484,0.9952,FAULT
1.121,2.653425,1.349798,2.087544,0.927831,2.533758,1.282262,1.998308,0.870121,1.8407,14.2930,0.9936,FAULT
1.131,2.620502,1.355529,2.045791,0.918864,2.536508,1.284585,1.999814,0.871666,1.7910,13.6679,0.9916,FAULT
1.141,2.618257,1.363040,2.043801,0.905688,2.539097,1.287070,2.001207,0.872744,1.8765,13.0783,0.9891,FAULT
1.151,2.619590,1.343757,2.051575,0.920657,2.541644,1.288863,2.002801,0.874260,1.2433,12.4866,0.9859,FAULT
1.161,2.602874,1.352450,2.027727,0.913322,2.543579,1.290873,2.003588,0.875494,1.3901,11.9317,0.9821,FAULT
1.171,2.603224,1.366950,2.016144,0.918361,2.545463,1.293275,2.003985,0.876848,2.0504,11.4377,0.9779,FAULT
1.181,2.626205,1.371436,2.041494,0.921096,2.548010,1.295741,2.005168,0.878244,1.9735,10.9645,0.9730,FAULT
1.191,2.608446,1.374470,2.019931,0.913619,2.549915,1.298223,2.005634,0.879359,2.1257,10.5225,0.9675,FAULT
1.201,2.599933,1.365324,2.017335,0.908791,2.551491,1.300337,2.006002,0.880286,1.5505,10.0739,0.9608,FAULT
1.211,2.634675,1.385400,2.051920,0.900999,2.554109,1.303014,2.007448,0.880938,2.2574,9.6831,0.9539,FAULT
1.220,2.636733,1.380228,2.064875,0.885224,2.556708,1.305443,2.009254,0.881073,1.9004,9.2940,0.9458,FAULT
1.231,2.623593,1.374074,2.062147,0.861805,2.558810,1.307600,2.010916,0.880467,1.9699,8.9278,0.9371,FAULT
1.241,2.639715,1.380864,2.079492,0.858499,2.561352,1.309902,2.013071,0.879777,2.2424,8.5935,0.9279,FAULT
1.251,2.657831,1.379117,2.111701,0.838344,2.564381,1.312075,2.016168,0.878476,2.6248,8.2951,0.9187,FAULT
1.261,2.649521,1.372136,2.109046,0.830137,2.567053,1.313960,2.019082,0.876959,2.4452,8.0026,0.9085,FAULT
1.271,2.659638,1.383211,2.113332,0.833202,2.569957,1.316132,2.022038,0.875587,2.7868,7.7418,0.8985,FAULT
1.280,2.673084,1.380967,2.149595,0.785844,2.573190,1.318164,2.026037,0.872773,5.5053,7.6300,0.8939,FAULT
1.291,2.670143,1.358293,2.161450,0.782840,2.576228,1.319422,2.030281,0.869955,4.1199,7.4545,0.8863,FAULT
1.300,2.683635,1.395185,2.157985,0.773600,2.579592,1.321795,2.034281,0.866937,7.0622,7.4348,0.8854,FAULT
1.311,2.672896,1.399576,2.149923,0.750595,2.582514,1.324230,2.037902,0.863294,9.4841,7.5373,0.8899,FAULT
1.320,2.663129,1.363415,2.166088,0.735815,2.585037,1.325457,2.041914,0.859304,7.7201,7.5464,0.8903,FAULT
1.331,2.644348,1.371585,2.140173,0.728690,2.586893,1.326900,2.044989,0.855217,8.5449,7.5964,0.8925,FAULT
1.341,2.645559,1.384488,2.136331,0.719906,2.588728,1.328702,2.047846,0.850984,10.1801,7.7256,0.8978,FAULT
1.351,2.637031,1.362817,2.143668,0.708062,2.590239,1.329768,2.050842,0.846515,9.3236,7.8055,0.9010,FAULT
1.361,2.595211,1.361331,2.093607,0.706193,2.590394,1.330755,2.052179,0.842128,8.8761,7.8590,0.9031,FAULT
1.371,2.567984,1.368587,2.059647,0.692364,2.589694,1.331937,2.052412,0.837448,10.9452,8.0133,0.9089,FAULT
1.381,2.564544,1.346413,2.064585,0.708200,2.588908,1.332390,2.052793,0.833409,6.6165,7.9435,0.9063,FAULT
1.391,2.534227,1.354774,2.021008,0.708815,2.587200,1.333089,2.051800,0.829517,7.0187,7.8972,0.9046,FAULT
1.401,2.491450,1.363522,1.966410,0.693801,2.584209,1.334039,2.049133,0.825279,9.8727,7.9960,0.9083,FAULT
1.411,2.477998,1.329050,1.971719,0.697440,2.580893,1.333884,2.046716,0.821287,6.0977,7.9011,0.9047,FAULT
1.421,2.454316,1.335304,1.934215,0.706712,2.576941,1.333928,2.043204,0.817710,5.7324,7.7926,0.9005,FAULT
1.431,2.420053,1.355119,1.878410,0.701345,2.572044,1.334589,2.038060,0.814078,8.7114,7.8386,0.9023,FAULT
1.441,2.402470,1.333701,1.873510,0.695028,2.566752,1.334562,2.032925,0.810363,7.0833,7.8008,0.9008,FAULT
1.451,2.376733,1.322698,1.850508,0.689166,2.560823,1.334192,2.027233,0.806581,6.9311,7.7573,0.8991,FAULT
1.461,2.343812,1.342244,1.794392,0.687017,2.554053,1.334443,2.019969,0.802851,9.9617,7.8676,0.9034,FAULT
1.471,2.339406,1.329458,1.792185,0.702449,2.547357,1.334287,2.012863,0.799719,6.8011,7.8142,0.9014,FAULT
1.481,2.326204,1.323965,1.779878,0.700268,2.540459,1.333965,2.005596,0.796617,6.5040,7.7487,0.8988,FAULT
1.491,2.299655,1.340020,1.740960,0.679571,2.532950,1.334154,1.997343,0.792967,10.8086,7.9017,0.9048,FAULT
1.501,2.298201,1.328922,1.745984,0.683545,2.525630,1.333991,1.989505,0.789555,8.4763,7.9304,0.9058,FAULT
1.511,2.296343,1.326116,1.744832,0.685688,2.518481,1.333745,1.981877,0.786316,7.5562,7.9117,0.9051,FAULT
1.521,2.266758,1.339636,1.695213,0.685435,2.510633,1.333929,1.972940,0.783171,10.1631,8.0243,0.9093,FAULT
1.531,2.243358,1.327583,1.675435,0.680511,2.502301,1.333731,1.963666,0.779971,9.5771,8.1019,0.9121,FAULT
1.541,2.235390,1.313193,1.675913,0.681035,2.493982,1.333091,1.954697,0.776887,7.6746,8.0806,0.9113,FAULT
1.551,2.237105,1.328516,1.666230,0.680709,2.485976,1.332949,1.945706,0.773890,8.9035,8.1217,0.9128,FAULT
1.561,2.233890,1.327534,1.661869,0.682723,2.478120,1.332780,1.936860,0.771049,8.2527,8.1283,0.9130,FAULT
1.571,2.224751,1.312315,1.660164,0.686440,2.470224,1.332142,1.928238,0.768412,6.2976,8.0367,0.9098,FAULT
1.581,2.228424,1.318712,1.660894,0.684328,2.462689,1.331724,1.919907,0.765792,6.5052,7.9601,0.9070,FAULT
1.591,2.240329,1.325619,1.673583,0.678916,2.455761,1.331533,1.912232,0.763085,6.6486,7.8946,0.9045,FAULT
1.601,2.234392,1.316269,1.675153,0.673651,2.448864,1.331058,1.904846,0.760299,5.9041,7.7951,0.9006,FAULT
1.611,2.227766,1.313024,1.666664,0.679075,2.441976,1.330496,1.897425,0.757768,5.1779,7.6642,0.8953,FAULT
1.621,2.228958,1.315160,1.666150,0.680113,2.435340,1.330018,1.890220,0.755349,4.9387,7.5279,0.8895,FAULT
1.631,2.229482,1.308311,1.674136,0.675413,2.428927,1.329342,1.883489,0.752859,4.3338,7.3682,0.8823,FAULT
1.641,2.215400,1.295869,1.665106,0.675383,2.422276,1.328299,1.876687,0.750445,3.6965,7.1846,0.8736,FAULT
1.651,2.203817,1.298428,1.646807,0.677436,2.415471,1.327369,1.869526,0.748171,3.8915,7.0200,0.8652,FAULT
1.661,2.196777,1.295502,1.642256,0.671192,2.408660,1.326376,1.862448,0.745774,3.9933,6.8686,0.8570,FAULT
1.671,2.189141,1.283740,1.647028,0.657001,2.401823,1.325048,1.855738,0.743009,4.0208,6.7262,0.8489,FAULT
1.681,2.198048,1.276006,1.667051,0.651280,2.395476,1.323521,1.849862,0.740152,3.4921,6.5645,0.8392,FAULT
1.691,2.188341,1.279509,1.654917,0.642607,2.389025,1.322150,1.843790,0.737114,4.1637,6.4445,0.8317,FAULT
1.701,2.209698,1.282006,1.683401,0.636701,2.383441,1.320900,1.838795,0.733987,3.8803,6.3163,0.8233,FAULT
1.711,2.198939,1.253642,1.682795,0.657205,2.377695,1.318806,1.833937,0.731596,2.2135,6.1111,0.8090,FAULT
1.721,2.184246,1.261237,1.660682,0.649884,2.371671,1.317013,1.828542,0.729051,2.6248,5.9368,0.7961,FAULT
1.731,2.190558,1.261655,1.667600,0.652595,2.366031,1.315289,1.823530,0.726670,2.2617,5.7531,0.7816,FAULT
1.741,2.176552,1.244772,1.659271,0.659348,2.360131,1.313093,1.818416,0.724574,2.0340,5.5671,0.7661,FAULT
1.751,2.134403,1.257107,1.590284,0.668097,2.353102,1.311350,1.811312,0.722816,2.4990,5.4137,0.7526,FAULT
1.761,2.150552,1.263746,1.607956,0.665055,2.346795,1.309868,1.804980,0.721017,2.2400,5.2550,0.7379,FAULT
1.771,2.168510,1.240807,1.653178,0.655620,2.341244,1.307717,1.800253,0.718981,1.8753,5.0860,0.7214,FAULT
1.781,2.136250,1.245465,1.597598,0.678276,2.334861,1.305779,1.793943,0.717713,1.7477,4.9191,0.7043,FAULT
1.791,2.147687,1.278523,1.585503,0.681265,2.329033,1.304930,1.787453,0.716578,2.0790,4.7771,0.6891,FAULT
1.801,2.153507,1.240699,1.620242,0.687803,2.323568,1.302931,1.782247,0.715683,1.3575,4.6061,0.6699,FAULT
1.811,2.167283,1.234666,1.643719,0.686224,2.318703,1.300805,1.777934,0.714765,1.3494,4.4433,0.6507,FAULT
1.821,2.159540,1.252790,1.619471,0.686621,2.313747,1.299310,1.773001,0.713889,1.0180,4.2720,0.6296,FAULT
1.831,2.172386,1.235659,1.642259,0.703842,2.309346,1.297329,1.768930,0.713576,1.3097,4.1239,0.6105,FAULT
1.842,2.155378,1.235253,1.618793,0.706618,2.304553,1.295396,1.764256,0.713360,1.3166,3.9836,0.5918,FAULT
1.853,2.154959,1.250460,1.608045,0.703128,2.299895,1.293997,1.759393,0.713041,0.8901,3.8289,0.5703,FAULT
1.864,2.156205,1.232924,1.621702,0.706542,2.295422,1.292096,1.755106,0.712839,1.2529,3.7001,0.5519,FAULT
1.875,2.151725,1.230258,1.619745,0.702003,2.290948,1.290170,1.750892,0.712501,1.2191,3.5760,0.5336,FAULT
1.883,2.182674,1.259402,1.647230,0.681618,2.287577,1.289213,1.747665,0.711540,0.5584,3.4252,0.5107,FAULT
1.895,2.223549,1.238687,1.710885,0.694764,2.285584,1.287640,1.746520,0.711018,0.8669,3.2972,0.4906,NORMAL
1.903,2.228869,1.242213,1.716083,0.692693,2.283819,1.286225,1.745572,0.710447,0.6864,3.1667,0.4697,NORMAL
1.914,2.248760,1.249990,1.738224,0.687770,2.282727,1.285097,1.745344,0.709741,0.4699,3.0319,0.4475,NORMAL
1.925,2.260936,1.229047,1.768409,0.688479,2.282049,1.283353,1.746062,0.709079,1.5062,2.9556,0.4347,NORMAL
1.936,2.259382,1.236026,1.764319,0.681341,2.281343,1.281879,1.746630,0.708216,0.9858,2.8571,0.4180,NORMAL
1.944,2.290717,1.239262,1.791261,0.709223,2.281635,1.280553,1.748019,0.708247,1.4849,2.7885,0.4062,NORMAL
1.953,2.294194,1.239928,1.793804,0.712862,2.282026,1.279288,1.749445,0.708391,1.4876,2.7234,0.3949,NORMAL
1.964,2.287052,1.232961,1.790684,0.709834,2.282182,1.277846,1.750728,0.708436,1.6473,2.6696,0.3855,NORMAL
1.975,2.311292,1.235645,1.824301,0.697981,2.283089,1.276532,1.753019,0.708110,1.5385,2.6131,0.3755,NORMAL
1.984,2.316921,1.227202,1.834078,0.705872,2.284142,1.274996,1.755542,0.708041,2.2432,2.5946,0.3722,NORMAL
1.994,2.305733,1.227090,1.820024,0.705810,2.284814,1.273505,1.757549,0.707971,1.9124,2.5605,0.3662,NORMAL
2.003,2.279105,1.226785,1.783412,0.713273,2.284636,1.272051,1.758354,0.708136,1.5867,2.5118,0.3575,NORMAL
2.014,2.275967,1.222291,1.782883,0.712290,2.284366,1.270502,1.759118,0.708266,1.7023,2.4713,0.3502,NORMAL
2.021,2.274341,1.209247,1.792841,0.704321,2.284054,1.268595,1.760168,0.708143,2.2714,2.4613,0.3484,NORMAL
2.031,2.285838,1.210988,1.806785,0.702917,2.284110,1.266802,1.761619,0.707980,2.1613,2.4463,0.3457,NORMAL
2.041,2.294575,1.226995,1.806712,0.703811,2.284435,1.265563,1.763022,0.707850,1.1823,2.3831,0.3343,NORMAL
2.053,2.284812,1.205619,1.801478,0.722165,2.284447,1.263697,1.764220,0.708296,2.8680,2.4074,0.3387,NORMAL
2.065,2.277930,1.214230,1.791561,0.710577,2.284244,1.262157,1.765071,0.708367,1.6358,2.3688,0.3317,NORMAL
2.071,2.299990,1.215300,1.818891,0.710379,2.284734,1.260698,1.766746,0.708430,1.7839,2.3395,0.3264,NORMAL
2.081,2.312375,1.194785,1.847297,0.712080,2.285595,1.258647,1.769253,0.708543,3.5220,2.3987,0.3371,NORMAL
2.091,2.296432,1.206372,1.819854,0.711618,2.285932,1.257019,1.770828,0.708639,2.0835,2.3829,0.3343,NORMAL
2.101,2.343135,1.202731,1.868448,0.743385,2.287713,1.255329,1.773867,0.709721,4.3313,2.4803,0.3518,NORMAL
2.111,2.343184,1.191869,1.869552,0.758115,2.289440,1.253354,1.776846,0.711227,5.9314,2.6529,0.3825,NORMAL
2.121,2.358968,1.210175,1.880403,0.751195,2.291604,1.252010,1.780069,0.712471,3.8343,2.7119,0.3929,NORMAL
2.131,2.411115,1.209220,1.944401,0.755360,2.295324,1.250678,1.785184,0.713806,5.1482,2.8338,0.4140,NORMAL
2.140,2.423277,1.195444,1.965797,0.760805,2.299307,1.248959,1.790806,0.715269,6.8682,3.0355,0.4481,NORMAL
2.150,2.430645,1.221238,1.967729,0.738008,2.303395,1.248096,1.796314,0.715977,3.2950,3.0485,0.4503,NORMAL
2.161,2.449644,1.211977,1.989950,0.756284,2.307947,1.246972,1.802341,0.717232,5.0616,3.1491,0.4668,NORMAL
2.171,2.444403,1.206595,1.984192,0.763032,2.312195,1.245715,1.808002,0.718657,5.4293,3.2631,0.4852,NORMAL
2.181,2.404875,1.209465,1.933810,0.762229,2.315080,1.244586,1.811918,0.720013,3.8405,3.2920,0.4898,NORMAL
2.190,2.415530,1.201383,1.954954,0.754731,2.318207,1.243242,1.816370,0.721094,4.1774,3.3363,0.4968,NORMAL
2.200,2.397304,1.188115,1.938272,0.760626,2.320669,1.241526,1.820165,0.722325,4.9633,3.4176,0.5095,FAULT
2.211,2.375062,1.212922,1.900888,0.745899,2.322362,1.240635,1.822677,0.723058,1.7567,3.3346,0.4965,NORMAL
2.220,2.377172,1.208462,1.902239,0.756340,2.324068,1.239634,1.825154,0.724094,2.3121,3.2834,0.4884,NORMAL
2.231,2.372518,1.207774,1.897894,0.753738,2.325576,1.238642,1.827418,0.725017,2.0449,3.2215,0.4785,NORMAL
2.240,2.361439,1.212162,1.886192,0.741172,2.326692,1.237818,1.829248,0.725520,1.1575,3.1183,0.4618,NORMAL
2.250,2.378925,1.195368,1.923684,0.727887,2.328318,1.236496,1.832187,0.725594,1.9962,3.0622,0.4525,NORMAL
2.260,2.363920,1.190209,1.908465,0.727519,2.329426,1.235056,1.834561,0.725654,1.9401,3.0061,0.4432,NORMAL
2.270,2.322665,1.197294,1.849763,0.734600,2.329216,1.233880,1.835035,0.725932,1.0521,2.9084,0.4267,NORMAL
2.280,2.306124,1.196656,1.836710,0.716044,2.328497,1.232722,1.835087,0.725624,0.6004,2.7930,0.4070,NORMAL
2.290,2.289776,1.176378,1.832850,0.707013,2.327292,1.230968,1.835017,0.725045,1.2445,2.7156,0.3935,NORMAL
2.301,2.258535,1.176908,1.794969,0.702820,2.325152,1.229285,1.833771,0.724353,0.9008,2.6248,0.3776,NORMAL
2.310,2.226871,1.175459,1.755762,0.703242,2.322092,1.227610,1.831342,0.723696,0.8185,2.5345,0.3615,NORMAL
2.320,2.229121,1.180245,1.755670,0.702584,2.319199,1.226135,1.828987,0.723039,0.6282,2.4392,0.3444,NORMAL
2.330,2.218032,1.186356,1.739618,0.697104,2.316050,1.224897,1.826205,0.722232,0.5020,2.3423,0.3269,NORMAL
2.341,2.206473,1.171712,1.737361,0.690791,2.312639,1.223242,1.823440,0.721253,0.7966,2.2651,0.3129,NORMAL
2.351,2.205398,1.165385,1.739807,0.691904,2.309301,1.221441,1.820836,0.720339,0.9227,2.1979,0.3006,NORMAL
2.361,2.197648,1.166999,1.730624,0.687538,2.305825,1.219746,1.818028,0.719318,0.8360,2.1298,0.2881,NORMAL
2.371,2.195646,1.165814,1.727325,0.691438,2.302396,1.218067,1.815205,0.718451,0.8084,2.0638,0.2760,NORMAL
2.381,2.190919,1.170634,1.718447,0.690422,2.298926,1.216591,1.812193,0.717578,0.6664,1.9939,0.2631,NORMAL
2.391,2.182654,1.174348,1.706176,0.688365,2.295307,1.215276,1.808893,0.716669,0.6221,1.9253,0.2505,NORMAL
2.401,2.187479,1.168954,1.717008,0.685927,2.291950,1.213834,1.806033,0.715712,0.6476,1.8614,0.2388,NORMAL
2.411,2.166456,1.175651,1.687537,0.680877,2.288044,1.212646,1.802345,0.714628,0.7237,1.8045,0.2283,NORMAL
2.421,2.146852,1.181148,1.662523,0.670733,2.283649,1.211665,1.797993,0.713261,1.1194,1.7703,0.2221,NORMAL
2.431,2.138604,1.164246,1.657192,0.686929,2.279134,1.210189,1.793610,0.712442,0.8626,1.7249,0.2138,NORMAL
2.441,2.128093,1.195516,1.633105,0.657639,2.274433,1.209732,1.788614,0.710736,2.2004,1.7487,0.2181,NORMAL
2.451,2.124941,1.186477,1.636287,0.655904,2.269780,1.209009,1.783872,0.709029,1.8046,1.7515,0.2187,NORMAL
2.461,2.102724,1.180955,1.612064,0.654250,2.264580,1.208135,1.778525,0.707324,1.9771,1.7628,0.2207,NORMAL
2.471,2.063402,1.202676,1.544464,0.652557,2.258318,1.207965,1.771239,0.705619,4.3519,1.8922,0.2444,NORMAL
2.481,2.083228,1.211668,1.567603,0.643676,2.252868,1.208081,1.764900,0.703691,4.5807,2.0266,0.2691,NORMAL
2.491,2.114319,1.198865,1.613884,0.654558,2.248555,1.207794,1.760200,0.702162,2.0346,2.0270,0.2692,NORMAL
2.501,2.138418,1.226490,1.629320,0.643326,2.245127,1.208376,1.756126,0.700330,3.6971,2.1105,0.2846,NORMAL
2.511,2.140700,1.226197,1.629173,0.651790,2.241876,1.208930,1.752174,0.698820,2.9679,2.1534,0.2924,NORMAL
2.521,2.148367,1.220420,1.636799,0.668539,2.238966,1.209288,1.748583,0.697877,1.6129,2.1264,0.2875,NORMAL
2.531,2.154572,1.246737,1.616673,0.688618,2.236339,1.210454,1.744477,0.697589,2.6750,2.1538,0.2925,NORMAL
2.541,2.190535,1.258223,1.655993,0.687754,2.234913,1.211941,1.741723,0.697283,2.5309,2.1727,0.2960,NORMAL
2.551,2.225189,1.256314,1.706889,0.677993,2.234610,1.213322,1.740639,0.696682,1.7934,2.1537,0.2925,NORMAL
2.561,2.239348,1.259868,1.721783,0.680350,2.234758,1.214771,1.740052,0.696174,1.6269,2.1274,0.2877,NORMAL
2.571,2.246042,1.269320,1.724676,0.677511,2.235109,1.216469,1.739573,0.695593,2.1655,2.1293,0.2880,NORMAL
2.581,2.313148,1.274546,1.805311,0.683405,2.237538,1.218276,1.741619,0.695214,1.4538,2.0955,0.2818,NORMAL
2.591,2.350832,1.274042,1.847229,0.700696,2.241065,1.220012,1.744907,0.695384,0.9284,2.0371,0.2711,NORMAL
2.601,2.310685,1.292495,1.795346,0.667423,2.243232,1.222268,1.746477,0.694514,3.1296,2.0918,0.2811,NORMAL
2.611,2.322336,1.284563,1.822368,0.649706,2.245694,1.224207,1.748839,0.693119,3.1400,2.1442,0.2907,NORMAL
2.621,2.311781,1.276160,1.810107,0.662764,2.247751,1.225824,1.750746,0.692174,1.8322,2.1286,0.2879,NORMAL
2.631,2.267413,1.298366,1.738518,0.657997,2.248363,1.228082,1.750365,0.691110,4.3655,2.2404,0.3084,NORMAL
2.641,2.270003,1.291698,1.737161,0.683156,2.249037,1.230063,1.749954,0.690863,2.3881,2.2478,0.3097,NORMAL
