time_seconds,type,message
0.002,"telemetry","packetCounter: 33138 | sampleTimeFine: 3336330 | Roll: 179.22° Pitch: 3.77° Yaw: 167.95° | Acc: (-0.63, 0.11, -9.78) m/s² | Gyro: (-0.78, -0.02, 0.73) deg/s"
0.004,"telemetry","packetCounter: 33139 | sampleTimeFine: 3336430 | Roll: 179.22° Pitch: 3.77° Yaw: 167.95° | Acc: (-0.62, 0.13, -9.79) m/s² | Gyro: (-0.56, -0.29, 0.07) deg/s"
0.006,"telemetry","packetCounter: 33140 | sampleTimeFine: 3336530 | Roll: 179.22° Pitch: 3.76° Yaw: 167.94° | Acc: (-0.63, 0.11, -9.79) m/s² | Gyro: (-0.46, -0.11, -0.09) deg/s"
0.008,"telemetry","packetCounter: 33141 | sampleTimeFine: 3336630 | Roll: 179.21° Pitch: 3.77° Yaw: 167.94° | Acc: (-0.63, 0.12, -9.80) m/s² | Gyro: (-0.42, -0.38, 0.14) deg/s"
0.009,"telemetry","packetCounter: 33142 | sampleTimeFine: 3336730 | Roll: 179.21° Pitch: 3.76° Yaw: 167.94° | Acc: (-0.64, 0.11, -9.79) m/s² | Gyro: (-0.31, -0.14, 0.26) deg/s"
0.011,"telemetry","packetCounter: 33143 | sampleTimeFine: 3336830 | Roll: 179.21° Pitch: 3.77° Yaw: 167.93° | Acc: (-0.63, 0.12, -9.79) m/s² | Gyro: (-0.86, -0.40, -0.31) deg/s"
0.013,"telemetry","packetCounter: 33144 | sampleTimeFine: 3336930 | Roll: 179.21° Pitch: 3.77° Yaw: 167.93° | Acc: (-0.63, 0.11, -9.80) m/s² | Gyro: (-0.30, -0.64, 0.06) deg/s"
0.015,"telemetry","packetCounter: 33145 | sampleTimeFine: 3337030 | Roll: 179.21° Pitch: 3.77° Yaw: 167.93° | Acc: (-0.63, 0.12, -9.80) m/s² | Gyro: (-0.43, -0.05, 0.25) deg/s"
0.016,"telemetry","packetCounter: 33146 | sampleTimeFine: 3337130 | Roll: 179.21° Pitch: 3.77° Yaw: 167.92° | Acc: (-0.64, 0.12, -9.78) m/s² | Gyro: (-0.35, -0.18, -0.00) deg/s"
0.018,"telemetry","packetCounter: 33147 | sampleTimeFine: 3337230 | Roll: 179.20° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.64, 0.11, -9.80) m/s² | Gyro: (-0.69, -0.40, -0.37) deg/s"
0.020,"telemetry","packetCounter: 33148 | sampleTimeFine: 3337330 | Roll: 179.21° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.64, 0.11, -9.79) m/s² | Gyro: (0.07, -0.17, -0.36) deg/s"
0.021,"telemetry","packetCounter: 33149 | sampleTimeFine: 3337430 | Roll: 179.21° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.64, 0.11, -9.79) m/s² | Gyro: (-0.56, -0.22, -0.22) deg/s"
0.023,"telemetry","packetCounter: 33150 | sampleTimeFine: 3337530 | Roll: 179.21° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.63, 0.12, -9.79) m/s² | Gyro: (-0.55, 0.34, -0.08) deg/s"
0.025,"telemetry","packetCounter: 33151 | sampleTimeFine: 3337630 | Roll: 179.20° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.64, 0.11, -9.79) m/s² | Gyro: (-0.52, -0.30, -0.20) deg/s"
0.027,"telemetry","packetCounter: 33152 | sampleTimeFine: 3337730 | Roll: 179.20° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.63, 0.11, -9.80) m/s² | Gyro: (-0.21, -0.37, 0.16) deg/s"
0.028,"telemetry","packetCounter: 33153 | sampleTimeFine: 3337830 | Roll: 179.20° Pitch: 3.76° Yaw: 167.92° | Acc: (-0.63, 0.12, -9.79) m/s² | Gyro: (-0.17, -0.62, -0.59) deg/s"
