time_s,p_fault,fault_bin
0.3086,0.015795,0
0.3184,0.047344,0
0.3280,0.091195,0
0.3380,0.150242,0
0.3480,0.207697,0
0.3581,0.257435,0
0.3680,0.298653,0
0.3780,0.334852,0
0.3880,0.363127,0
0.3980,0.386243,0
0.4080,0.407342,0
0.4180,0.424786,0
0.4280,0.438501,0
0.4380,0.451145,0
0.4480,0.462402,0
0.4580,0.474513,0
0.4680,0.487181,0
0.4780,0.502147,1
0.4880,0.521078,1
0.4980,0.539108,1
0.5080,0.553781,1
0.5180,0.546026,1
0.5280,0.535831,1
0.5380,0.521313,1
0.5480,0.509216,1
0.5580,0.498547,0
0.5680,0.488109,0
0.5780,0.476907,0
0.5880,0.465105,0
0.5981,0.456790,0
0.6080,0.448490,0
0.6180,0.442736,0
0.6279,0.438342,0
0.6380,0.430249,0
0.6481,0.419493,0
0.6580,0.409230,0
0.6680,0.399667,0
0.6780,0.386584,0
0.6880,0.371738,0
0.6980,0.357044,0
0.7079,0.343441,0
0.7180,0.330119,0
0.7280,0.316790,0
0.7380,0.301534,0
0.7480,0.286877,0
0.7580,0.274088,0
0.7680,0.261144,0
0.7780,0.249997,0
0.7880,0.238319,0
0.7981,0.225443,0
