time_seconds,type,message
0.008,"telemetry","packetCounter: 10965 | sampleTimeFine: 1121204 | Roll: -179.08° Pitch: 0.30° Yaw: -178.99° | Acc: (-0.04, -0.10, -9.81) m/s² | Gyro: (-0.43, -0.23, -0.49) deg/s"
0.012,"telemetry","packetCounter: 10966 | sampleTimeFine: 1121304 | Roll: -179.08° Pitch: 0.31° Yaw: -178.99° | Acc: (-0.05, -0.11, -9.81) m/s² | Gyro: (-0.34, -0.55, -0.50) deg/s"
0.017,"telemetry","packetCounter: 10967 | sampleTimeFine: 1121404 | Roll: -179.07° Pitch: 0.31° Yaw: -178.99° | Acc: (-0.04, -0.11, -9.80) m/s² | Gyro: (-0.19, -0.50, -0.01) deg/s"
0.021,"telemetry","packetCounter: 10968 | sampleTimeFine: 1121504 | Roll: -179.08° Pitch: 0.31° Yaw: -178.98° | Acc: (-0.04, -0.11, -9.81) m/s² | Gyro: (-0.47, -0.22, -1.40) deg/s"
0.025,"telemetry","packetCounter: 10969 | sampleTimeFine: 1121604 | Roll: -179.08° Pitch: 0.31° Yaw: -178.98° | Acc: (-0.05, -0.12, -9.81) m/s² | Gyro: (-0.64, 0.12, 0.11) deg/s"
0.030,"telemetry","packetCounter: 10970 | sampleTimeFine: 1121704 | Roll: -179.08° Pitch: 0.30° Yaw: -178.98° | Acc: (-0.05, -0.10, -9.82) m/s² | Gyro: (-0.41, -0.00, -0.39) deg/s"
0.034,"telemetry","packetCounter: 10971 | sampleTimeFine: 1121804 | Roll: -179.08° Pitch: 0.30° Yaw: -178.98° | Acc: (-0.03, -0.11, -9.81) m/s² | Gyro: (-0.46, -0.30, -0.41) deg/s"
0.038,"telemetry","packetCounter: 10972 | sampleTimeFine: 1121904 | Roll: -179.08° Pitch: 0.30° Yaw: -178.98° | Acc: (-0.05, -0.12, -9.81) m/s² | Gyro: (-0.52, 0.21, -0.20) deg/s"
0.043,"telemetry","packetCounter: 10973 | sampleTimeFine: 1122004 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.03, -0.11, -9.81) m/s² | Gyro: (-0.63, -0.23, -0.42) deg/s"
0.047,"telemetry","packetCounter: 10974 | sampleTimeFine: 1122104 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.03, -0.11, -9.81) m/s² | Gyro: (-0.03, -0.09, -0.13) deg/s"
0.051,"telemetry","packetCounter: 10975 | sampleTimeFine: 1122204 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.04, -0.12, -9.81) m/s² | Gyro: (-0.52, -0.30, -0.11) deg/s"
0.056,"telemetry","packetCounter: 10976 | sampleTimeFine: 1122304 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.05, -0.12, -9.81) m/s² | Gyro: (-0.15, -0.52, -0.36) deg/s"
0.060,"telemetry","packetCounter: 10977 | sampleTimeFine: 1122404 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.05, -0.12, -9.80) m/s² | Gyro: (-0.70, -0.17, -0.62) deg/s"
0.065,"telemetry","packetCounter: 10978 | sampleTimeFine: 1122504 | Roll: -179.08° Pitch: 0.31° Yaw: -178.97° | Acc: (-0.04, -0.11, -9.81) m/s² | Gyro: (0.02, -0.95, -0.14) deg/s"
0.069,"telemetry","packetCounter: 10979 | sampleTimeFine: 1122604 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.04, -0.11, -9.81) m/s² | Gyro: (-0.80, -0.04, 0.22) deg/s"
0.073,"telemetry","packetCounter: 10980 | sampleTimeFine: 1122704 | Roll: -179.08° Pitch: 0.30° Yaw: -178.97° | Acc: (-0.04, -0.11, -9.81) m/s² | Gyro: (-0.00, -0.36, -0.55) deg/s"
0.078,"telemetry","packetCounter: 10981 | sampleTimeFine: 1122804 | Roll: -179.08° Pitch: 0.31° Yaw: -178.96° | Acc: (-0.04, -0.12, -9.81) m/s² | Gyro: (-0.29, -0.71, -0.89) deg/s"
0.082,"telemetry","packetCounter: 10982 | sampleTimeFine: 1122904 | Roll: -179.08° Pitch: 0.31° Yaw: -178.96° | Acc: (-0.05, -0.11, -9.81) m/s² | Gyro: (-0.58, -0.74, -0.43) deg/s"
0.087,"telemetry","packetCounter: 16582 | sampleTimeFine: 1685018 | Acc: (-0.17, -0.17, -7.35) m/s² | Gyro: (0.66, -0.11, -0.24) deg/s"
0.092,"telemetry","packetCounter: 16583 | sampleTimeFine: 1685118 | Roll: -178.71° Pitch: 1.39° Yaw: -179.97° | Acc: (-0.24, -0.22, -9.81) m/s² | Gyro: (-0.62, 0.00, -0.25) deg/s"
0.096,"telemetry","packetCounter: 16584 | sampleTimeFine: 1685218 | Roll: -178.71° Pitch: 1.39° Yaw: -179.96° | Acc: (-0.24, -0.22, -9.81) m/s² | Gyro: (-0.58, -0.47, -0.52) deg/s"
0.100,"telemetry","packetCounter: 16585 | sampleTimeFine: 1685318 | Roll: -178.72° Pitch: 1.40° Yaw: -179.95° | Acc: (-0.25, -0.22, -9.81) m/s² | Gyro: (-0.74, -0.77, -0.73) deg/s"
0.105,"telemetry","packetCounter: 16586 | sampleTimeFine: 1685418 | Roll: -178.72° Pitch: 1.40° Yaw: -179.95° | Acc: (-0.25, -0.22, -9.80) m/s² | Gyro: (-0.76, -0.20, 0.48) deg/s"
0.109,"telemetry","packetCounter: 16587 | sampleTimeFine: 1685518 | Roll: -178.74° Pitch: 1.40° Yaw: -179.96° | Acc: (-0.24, -0.22, -9.80) m/s² | Gyro: (-0.83, 0.14, -0.02) deg/s"
0.113,"telemetry","packetCounter: 16588 | sampleTimeFine: 1685618 | Roll: -178.74° Pitch: 1.40° Yaw: -179.96° | Acc: (-0.24, -0.22, -9.81) m/s² | Gyro: (-0.20, 0.41, -0.38) deg/s"
0.118,"telemetry","packetCounter: 16589 | sampleTimeFine: 1685718 | Roll: -178.74° Pitch: 1.40° Yaw: -179.96° | Acc: (-0.25, -0.21, -9.81) m/s² | Gyro: (-0.35, -0.08, 0.34) deg/s"
0.122,"telemetry","packetCounter: 16590 | sampleTimeFine: 1685818 | Roll: -178.75° Pitch: 1.40° Yaw: -179.96° | Acc: (-0.24, -0.22, -9.81) m/s² | Gyro: (-1.04, -0.32, -0.23) deg/s"
0.126,"telemetry","packetCounter: 16591 | sampleTimeFine: 1685918 | Roll: -178.76° Pitch: 1.40° Yaw: -179.95° | Acc: (-0.26, -0.21, -9.81) m/s² | Gyro: (-0.53, -0.04, -0.20) deg/s"
