time_seconds,type,message
0.008,"telemetry","packetCounter: 52515 | sampleTimeFine: 11850680 | Roll: 179.17° Pitch: -0.21° Yaw: 176.96° | Acc: (0.03, 0.14, -9.82) m/s² | Gyro: (-0.18, 0.41, -0.13) deg/s"
0.012,"telemetry","packetCounter: 52516 | sampleTimeFine: 11850780 | Roll: 179.17° Pitch: -0.21° Yaw: 176.96° | Acc: (0.03, 0.12, -9.81) m/s² | Gyro: (-0.38, 0.10, 0.05) deg/s"
0.017,"telemetry","packetCounter: 52517 | sampleTimeFine: 11850880 | Roll: 179.17° Pitch: -0.21° Yaw: 176.95° | Acc: (0.03, 0.14, -9.81) m/s² | Gyro: (0.15, -0.25, -0.31) deg/s"
0.021,"telemetry","packetCounter: 52518 | sampleTimeFine: 11850980 | Roll: 179.17° Pitch: -0.22° Yaw: 176.95° | Acc: (0.04, 0.14, -9.82) m/s² | Gyro: (-0.23, 0.21, -0.17) deg/s"
0.026,"telemetry","packetCounter: 52519 | sampleTimeFine: 11851080 | Roll: 179.17° Pitch: -0.22° Yaw: 176.96° | Acc: (0.04, 0.14, -9.82) m/s² | Gyro: (-0.50, 0.05, -0.77) deg/s"
0.030,"telemetry","packetCounter: 52520 | sampleTimeFine: 11851180 | Roll: 179.17° Pitch: -0.22° Yaw: 176.96° | Acc: (0.03, 0.14, -9.81) m/s² | Gyro: (-0.60, -0.46, -0.12) deg/s"
0.035,"telemetry","packetCounter: 52521 | sampleTimeFine: 11851280 | Roll: 179.17° Pitch: -0.22° Yaw: 176.96° | Acc: (0.04, 0.14, -9.81) m/s² | Gyro: (-0.84, -0.38, -0.43) deg/s"
0.039,"telemetry","packetCounter: 52522 | sampleTimeFine: 11851380 | Roll: 179.16° Pitch: -0.22° Yaw: 176.96° | Acc: (0.03, 0.14, -9.81) m/s² | Gyro: (-0.61, -0.20, -0.32) deg/s"
0.043,"telemetry","packetCounter: 52523 | sampleTimeFine: 11851480 | Roll: 179.16° Pitch: -0.22° Yaw: 176.95° | Acc: (0.04, 0.13, -9.82) m/s² | Gyro: (-0.69, -0.07, 0.04) deg/s"
0.048,"telemetry","packetCounter: 52524 | sampleTimeFine: 11851580 | Roll: 179.16° Pitch: -0.22° Yaw: 176.95° | Acc: (0.03, 0.13, -9.81) m/s² | Gyro: (-0.86, -0.61, -0.35) deg/s"
0.052,"telemetry","packetCounter: 52525 | sampleTimeFine: 11851680 | Roll: 179.15° Pitch: -0.22° Yaw: 176.96° | Acc: (0.03, 0.15, -9.81) m/s² | Gyro: (-0.41, -0.44, -0.60) deg/s"
0.056,"telemetry","packetCounter: 52526 | sampleTimeFine: 11851780 | Roll: 179.16° Pitch: -0.21° Yaw: 176.96° | Acc: (0.04, 0.14, -9.82) m/s² | Gyro: (-0.09, -0.58, -0.49) deg/s"
0.061,"telemetry","packetCounter: 52527 | sampleTimeFine: 11851880 | Roll: 179.16° Pitch: -0.22° Yaw: 176.97° | Acc: (0.04, 0.14, -9.82) m/s² | Gyro: (-0.16, 0.05, -0.62) deg/s"
0.065,"telemetry","packetCounter: 52528 | sampleTimeFine: 11851980 | Roll: 179.16° Pitch: -0.21° Yaw: 176.96° | Acc: (0.04, 0.14, -9.81) m/s² | Gyro: (-0.54, -0.49, 0.38) deg/s"
0.069,"telemetry","packetCounter: 52529 | sampleTimeFine: 11852080 | Roll: 179.15° Pitch: -0.22° Yaw: 176.97° | Acc: (0.04, 0.14, -9.81) m/s² | Gyro: (-0.56, 0.04, -0.28) deg/s"
0.074,"telemetry","packetCounter: 52530 | sampleTimeFine: 11852180 | Roll: 179.16° Pitch: -0.22° Yaw: 176.96° | Acc: (0.03, 0.13, -9.81) m/s² | Gyro: (0.28, -0.17, -0.13) deg/s"
0.079,"telemetry","packetCounter: 53314 | sampleTimeFine: 11932679 | Acc: (-0.13, 0.33, -7.52) m/s² | Gyro: (0.70, -2.04, 0.07) deg/s"
0.083,"telemetry","packetCounter: 53315 | sampleTimeFine: 11932779 | Roll: 178.14° Pitch: 0.53° Yaw: 179.98° | Acc: (0.06, -0.07, -9.79) m/s² | Gyro: (-1.83, 1.42, 0.07) deg/s"
0.087,"telemetry","packetCounter: 53316 | sampleTimeFine: 11932879 | Roll: 178.16° Pitch: 0.54° Yaw: 179.98° | Acc: (-0.01, 0.17, -9.80) m/s² | Gyro: (1.49, -2.08, -0.41) deg/s"
0.092,"telemetry","packetCounter: 53317 | sampleTimeFine: 11932979 | Roll: 178.15° Pitch: 0.54° Yaw: 179.98° | Acc: (0.15, 0.12, -9.78) m/s² | Gyro: (-2.52, 1.65, 0.45) deg/s"
