time_s,p_fault,fault_bin
0.2979,0.007569,0
0.3077,0.024715,0
0.3172,0.044131,0
0.3271,0.064191,0
0.3371,0.089429,0
0.3472,0.112944,0
0.3573,0.133431,0
0.3673,0.150117,0
0.3773,0.163144,0
0.3873,0.173827,0
0.3972,0.183153,0
0.4073,0.192770,0
0.4172,0.199446,0
0.4272,0.205019,0
0.4373,0.212822,0
0.4473,0.221001,0
0.4573,0.230350,0
0.4673,0.239320,0
0.4773,0.247820,0
0.4872,0.259101,0
0.4973,0.268088,0
0.5073,0.275901,0
0.5173,0.268956,0
0.5273,0.262709,0
0.5373,0.255066,0
0.5473,0.247750,0
0.5573,0.240792,0
0.5673,0.233122,0
0.5772,0.227356,0
0.5873,0.221795,0
0.5973,0.214048,0
0.6073,0.205514,0
0.6173,0.196222,0
0.6273,0.186513,0
0.6373,0.178482,0
0.6473,0.172571,0
0.6573,0.167516,0
0.6673,0.161390,0
0.6773,0.156615,0
0.6873,0.158592,0
0.6973,0.165301,0
0.7073,0.170458,0
0.7173,0.174562,0
0.7273,0.175791,0
0.7373,0.170320,0
0.7473,0.163853,0
0.7573,0.157075,0
0.7674,0.149516,0
0.7774,0.144758,0
0.7874,0.140361,0
