time_s,label,confidence,p_fault
0.8052,normal,0.999994,0.000006
0.9027,normal,0.999997,0.000003
1.0033,normal,0.998187,0.001813
1.1030,normal,0.999996,0.000004
1.2035,normal,0.999497,0.000503
1.3028,normal,1.000000,0.000000
1.4033,normal,1.000000,0.000000
1.5030,normal,1.000000,0.000000
1.6037,normal,1.000000,0.000000
1.7035,normal,1.000000,0.000000
1.8035,normal,1.000000,0.000000
1.9029,normal,1.000000,0.000000
2.0031,normal,1.000000,0.000000
2.1029,normal,0.999991,0.000009
2.2031,normal,0.999998,0.000002
2.3033,normal,0.999952,0.000048
2.4028,normal,0.999996,0.000004
2.5032,normal,1.000000,0.000000
2.6029,normal,1.000000,0.000000
2.7035,normal,0.978354,0.021646
2.8031,normal,0.999779,0.000221
2.9028,normal,0.999999,0.000001
3.0036,normal,1.000000,0.000000
3.1031,normal,1.000000,0.000000
3.2038,normal,1.000000,0.000000
3.3031,normal,1.000000,0.000000
3.4028,normal,1.000000,0.000000
3.5030,normal,1.000000,0.000000
3.6033,normal,1.000000,0.000000
3.7030,normal,1.000000,0.000000
3.8031,normal,1.000000,0.000000
3.9037,normal,1.000000,0.000000
4.0057,normal,1.000000,0.000000
4.1030,normal,1.000000,0.000000
4.2037,normal,1.000000,0.000000
4.3031,normal,0.999999,0.000001
4.4032,normal,0.999995,0.000005
4.5031,normal,0.990670,0.009330
4.6035,normal,0.999143,0.000857
4.7041,normal,0.985801,0.014199
4.8035,normal,0.996313,0.003687
4.9035,normal,0.999681,0.000319
5.0035,normal,0.999926,0.000074
5.1034,normal,0.999993,0.000007
5.2034,normal,0.999914,0.000086
5.3031,normal,0.998163,0.001837
5.4031,normal,0.999658,0.000342
5.5032,normal,0.999991,0.000009
5.6035,normal,0.999996,0.000004
5.7037,normal,0.999906,0.000094
5.8035,normal,0.999910,0.000090
5.9031,normal,0.999999,0.000001
6.0034,normal,0.999954,0.000046
6.1034,normal,0.999957,0.000043
6.2033,normal,1.000000,0.000000
6.3032,normal,1.000000,0.000000
6.4032,normal,0.999999,0.000001
6.5033,normal,0.999971,0.000029
6.6033,normal,0.999999,0.000001
6.7036,normal,1.000000,0.000000
6.8035,normal,1.000000,0.000000
6.9038,normal,1.000000,0.000000
7.0035,normal,1.000000,0.000000
7.1037,normal,1.000000,0.000000
7.2038,normal,1.000000,0.000000
7.3038,normal,1.000000,0.000000
7.4033,normal,1.000000,0.000000
7.5033,normal,0.999998,0.000002
7.6036,normal,0.993701,0.006299
7.7046,normal,1.000000,0.000000
7.8041,normal,1.000000,0.000000
7.9033,normal,1.000000,0.000000
8.0038,normal,1.000000,0.000000
8.1034,normal,0.999999,0.000001
8.2035,normal,0.999976,0.000024
8.3038,normal,0.999993,0.000007
8.4036,normal,0.999999,0.000001
8.5036,normal,1.000000,0.000000
8.6040,normal,0.999997,0.000003
8.7041,normal,0.999993,0.000007
8.8034,normal,0.990854,0.009146
8.9038,normal,0.999848,0.000152
9.0034,normal,0.999994,0.000006
9.0994,normal,0.998684,0.001316
9.2030,normal,0.999771,0.000229
9.3031,normal,0.999998,0.000002
9.4025,normal,0.999975,0.000025
9.5030,normal,0.999904,0.000096
9.6026,normal,0.999998,0.000002
9.7025,normal,0.999887,0.000113
9.8028,normal,0.999988,0.000012
9.9026,normal,1.000000,0.000000
10.0027,normal,0.999987,0.000013
10.1026,normal,0.999993,0.000007
10.2034,normal,0.998694,0.001306
10.3029,normal,0.999810,0.000190
10.4029,normal,0.991479,0.008521
10.5028,normal,0.999999,0.000001
10.6030,normal,0.999999,0.000001
10.7032,normal,0.999999,0.000001
10.8035,normal,0.999999,0.000001
10.9031,normal,1.000000,0.000000
11.0034,normal,1.000000,0.000000
11.1028,normal,0.999999,0.000001
11.2030,normal,0.996864,0.003136
11.3031,normal,0.998872,0.001128
11.4028,normal,0.999209,0.000791
11.5031,normal,0.999770,0.000230
11.6029,normal,0.999999,0.000001
