time_s,p_fault,fault_bin
0.4491,1.000000,1
0.4589,1.000000,1
0.4684,1.000000,1
0.4784,1.000000,1
0.4884,1.000000,1
0.4984,1.000000,1
0.5083,1.000000,1
0.5184,1.000000,1
0.5283,1.000000,1
0.5384,1.000000,1
0.5484,1.000000,1
0.5584,1.000000,1
0.5684,1.000000,1
0.5784,1.000000,1
0.5884,1.000000,1
0.5984,1.000000,1
0.6085,1.000000,1
0.6183,1.000000,1
0.6283,1.000000,1
0.6383,1.000000,1
0.6484,1.000000,1
0.6584,1.000000,1
0.6683,1.000000,1
0.6784,1.000000,1
0.6883,1.000000,1
0.6984,1.000000,1
0.7084,1.000000,1
0.7183,1.000000,1
0.7284,1.000000,1
0.7383,1.000000,1
0.7484,1.000000,1
0.7585,1.000000,1
0.7685,1.000000,1
0.7785,1.000000,1
0.7885,1.000000,1
0.7985,1.000000,1
0.8085,1.000000,1
0.8184,1.000000,1
0.8285,1.000000,1
0.8385,1.000000,1
0.8485,1.000000,1
0.8585,1.000000,1
0.8685,1.000000,1
0.8785,1.000000,1
0.8885,1.000000,1
0.8986,1.000000,1
0.9085,1.000000,1
0.9185,1.000000,1
0.9285,1.000000,1
0.9385,1.000000,1
