time_seconds,type,message
0.005,"telemetry","packetCounter: 35863 | sampleTimeFine: 3610959 | Roll: 179.65° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.06, 0.06, -9.81) m/s² | Gyro: (0.09, -0.71, 0.17) deg/s"
0.009,"telemetry","packetCounter: 35864 | sampleTimeFine: 3611059 | Roll: 179.65° Pitch: 0.31° Yaw: -142.23° | Acc: (-0.06, 0.08, -9.81) m/s² | Gyro: (-0.47, -0.70, -0.10) deg/s"
0.014,"telemetry","packetCounter: 35865 | sampleTimeFine: 3611159 | Roll: 179.65° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.06, 0.06, -9.81) m/s² | Gyro: (-0.36, 0.04, 0.03) deg/s"
0.018,"telemetry","packetCounter: 35866 | sampleTimeFine: 3611259 | Roll: 179.65° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.05, 0.06, -9.82) m/s² | Gyro: (-0.37, 0.07, -0.35) deg/s"
0.022,"telemetry","packetCounter: 35867 | sampleTimeFine: 3611359 | Roll: 179.64° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.05, 0.06, -9.81) m/s² | Gyro: (-0.67, -0.27, -0.33) deg/s"
0.026,"telemetry","packetCounter: 35868 | sampleTimeFine: 3611459 | Roll: 179.64° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.06, 0.06, -9.81) m/s² | Gyro: (-0.33, 0.09, -0.47) deg/s"
0.031,"telemetry","packetCounter: 35869 | sampleTimeFine: 3611559 | Roll: 179.64° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.06, 0.05, -9.82) m/s² | Gyro: (-0.19, -0.14, -0.08) deg/s"
0.035,"telemetry","packetCounter: 35870 | sampleTimeFine: 3611659 | Roll: 179.64° Pitch: 0.30° Yaw: -142.23° | Acc: (-0.05, 0.05, -9.81) m/s² | Gyro: (-0.58, -0.57, 0.07) deg/s"
0.039,"telemetry","packetCounter: 35871 | sampleTimeFine: 3611759 | Roll: 179.64° Pitch: 0.30° Yaw: -142.24° | Acc: (-0.05, 0.06, -9.81) m/s² | Gyro: (-0.46, -0.12, 0.30) deg/s"
0.043,"telemetry","packetCounter: 35872 | sampleTimeFine: 3611859 | Roll: 179.64° Pitch: 0.30° Yaw: -142.24° | Acc: (-0.05, 0.07, -9.82) m/s² | Gyro: (0.09, -0.48, -0.66) deg/s"
0.048,"telemetry","packetCounter: 35873 | sampleTimeFine: 3611959 | Roll: 179.65° Pitch: 0.30° Yaw: -142.24° | Acc: (-0.05, 0.07, -9.82) m/s² | Gyro: (-0.19, -0.07, -0.64) deg/s"
0.052,"telemetry","packetCounter: 35874 | sampleTimeFine: 3612059 | Roll: 179.65° Pitch: 0.30° Yaw: -142.24° | Acc: (-0.06, 0.06, -9.81) m/s² | Gyro: (-0.62, -0.12, 0.07) deg/s"
