time_seconds,total,rms_x,rms_y,rms_z,baseline_total,baseline_x,baseline_y,baseline_z,d2,ewma_d2,p_fault,decision
1.341,0.009465,0.005408,0.004845,0.006071,0.062527,0.013030,0.023593,0.048368,0.2640,1.7559,0.2195,NORMAL
1.351,0.009398,0.005586,0.004639,0.005967,0.060866,0.012797,0.023000,0.047042,0.2448,1.6803,0.2057,NORMAL
1.363,0.009614,0.005999,0.004727,0.005840,0.059263,0.012584,0.022429,0.045754,0.2265,1.6076,0.1926,NORMAL
1.371,0.009667,0.005998,0.004719,0.005933,0.057712,0.012379,0.021875,0.044509,0.2122,1.5379,0.1801,NORMAL
1.381,0.009541,0.005795,0.004722,0.005928,0.056207,0.012173,0.021339,0.043303,0.2012,1.4710,0.1682,NORMAL
1.391,0.009543,0.005789,0.004753,0.005914,0.054749,0.011973,0.020821,0.042135,0.1891,1.4069,0.1570,NORMAL
1.401,0.009456,0.005694,0.004647,0.005950,0.053334,0.011777,0.020315,0.041004,0.1776,1.3455,0.1464,NORMAL
1.411,0.009507,0.005711,0.004639,0.006020,0.051965,0.011588,0.019826,0.039912,0.1663,1.2865,0.1363,NORMAL
1.421,0.009651,0.005926,0.004656,0.006029,0.050644,0.011411,0.019352,0.038854,0.1543,1.2299,0.1268,NORMAL
1.431,0.009627,0.005896,0.004637,0.006035,0.049363,0.011239,0.018893,0.037829,0.1449,1.1756,0.1179,NORMAL
1.441,0.009576,0.005891,0.004570,0.006009,0.048122,0.011072,0.018446,0.036836,0.1357,1.1237,0.1095,NORMAL
1.451,0.009519,0.005878,0.004555,0.005942,0.046917,0.010910,0.018012,0.035872,0.1276,1.0738,0.1016,NORMAL
1.461,0.009440,0.005875,0.004552,0.005821,0.045747,0.010753,0.017592,0.034934,0.1200,1.0262,0.0942,NORMAL
1.471,0.009393,0.005873,0.004383,0.005876,0.044613,0.010600,0.017180,0.034028,0.1116,0.9804,0.0873,NORMAL
1.481,0.009355,0.005868,0.004293,0.005887,0.043513,0.010453,0.016778,0.033150,0.1043,0.9366,0.0808,NORMAL
1.491,0.009152,0.005888,0.004214,0.005598,0.042442,0.010310,0.016386,0.032290,0.0979,0.8947,0.0747,NORMAL
1.501,0.009030,0.005728,0.004265,0.005527,0.041400,0.010168,0.016008,0.031456,0.0934,0.8546,0.0690,NORMAL
1.512,0.009248,0.005733,0.004626,0.005591,0.040397,0.010029,0.015653,0.030649,0.0892,0.8163,0.0638,NORMAL
1.521,0.009129,0.005680,0.004547,0.005513,0.039422,0.009894,0.015307,0.029866,0.0838,0.7797,0.0589,NORMAL
1.531,0.009138,0.005683,0.004536,0.005535,0.038478,0.009762,0.014971,0.029107,0.0786,0.7447,0.0543,NORMAL
1.541,0.009198,0.005884,0.004332,0.005587,0.037565,0.009641,0.014640,0.028374,0.0716,0.7110,0.0500,NORMAL
1.551,0.009327,0.006013,0.004442,0.005578,0.036685,0.009528,0.014322,0.027663,0.0669,0.6788,0.0461,NORMAL
1.561,0.009747,0.006049,0.005131,0.005665,0.035846,0.009420,0.014035,0.026978,0.0650,0.6481,0.0424,NORMAL
1.571,0.011796,0.008989,0.005151,0.005641,0.035096,0.009406,0.013758,0.026313,0.0473,0.6181,0.0390,NORMAL
1.581,0.013010,0.010436,0.005537,0.005450,0.034408,0.009439,0.013502,0.025663,0.0419,0.5893,0.0358,NORMAL
1.591,0.022433,0.018158,0.011950,0.005542,0.034035,0.009710,0.013454,0.025036,0.0584,0.5627,0.0329,NORMAL
1.601,0.024342,0.018309,0.015117,0.005366,0.033733,0.009978,0.013506,0.024423,0.0499,0.5371,0.0302,NORMAL
1.611,0.024467,0.018282,0.015311,0.005475,0.033444,0.010237,0.013562,0.023832,0.0462,0.5125,0.0277,NORMAL
1.621,0.025015,0.018653,0.015693,0.005615,0.033181,0.010499,0.013628,0.023265,0.0447,0.4891,0.0255,NORMAL
1.631,0.027933,0.021097,0.017413,0.005654,0.033018,0.010829,0.013746,0.022716,0.0559,0.4675,0.0234,NORMAL
1.641,0.030526,0.022865,0.017467,0.010194,0.032940,0.011204,0.013862,0.022326,0.0594,0.4471,0.0216,NORMAL
1.651,0.037466,0.024565,0.023964,0.015032,0.033081,0.011620,0.014177,0.022099,0.0707,0.4283,0.0199,NORMAL
1.661,0.037616,0.024565,0.024060,0.015253,0.033223,0.012024,0.014485,0.021886,0.0671,0.4102,0.0184,NORMAL
1.671,0.038273,0.025339,0.024070,0.015602,0.033380,0.012438,0.014783,0.021690,0.0671,0.3930,0.0170,NORMAL
1.681,0.038403,0.025406,0.024086,0.015784,0.033536,0.012842,0.015073,0.021506,0.0637,0.3766,0.0157,NORMAL
1.691,0.042507,0.025848,0.026575,0.020796,0.033816,0.013247,0.015431,0.021484,0.0799,0.3617,0.0145,NORMAL
1.702,0.044061,0.026154,0.027513,0.022369,0.034135,0.013649,0.015807,0.021512,0.0832,0.3478,0.0135,NORMAL
1.711,0.044366,0.026519,0.027512,0.022544,0.034453,0.014050,0.016172,0.021544,0.0796,0.3344,0.0125,NORMAL
1.721,0.044583,0.026520,0.027842,0.022564,0.034769,0.014438,0.016535,0.021575,0.0755,0.3215,0.0116,NORMAL
1.731,0.045202,0.026549,0.027975,0.023576,0.035094,0.014815,0.016892,0.021638,0.0745,0.3091,0.0108,NORMAL
1.741,0.045864,0.026611,0.028169,0.024533,0.035429,0.015183,0.017243,0.021728,0.0736,0.2973,0.0100,NORMAL
1.751,0.046657,0.027078,0.028147,0.025522,0.035779,0.015553,0.017582,0.021846,0.0729,0.2861,0.0093,NORMAL
1.761,0.047636,0.027102,0.029059,0.026273,0.036148,0.015913,0.017940,0.021984,0.0732,0.2755,0.0087,NORMAL
1.771,0.047979,0.027255,0.029202,0.026578,0.036516,0.016266,0.018290,0.022127,0.0703,0.2652,0.0081,NORMAL
1.781,0.048101,0.027248,0.029364,0.026628,0.036877,0.016608,0.018635,0.022267,0.0666,0.2553,0.0075,NORMAL
1.791,0.048165,0.027253,0.029372,0.026728,0.037228,0.016939,0.018969,0.022406,0.0628,0.2457,0.0070,NORMAL
1.801,0.048632,0.027809,0.029374,0.026998,0.037584,0.017278,0.019293,0.022549,0.0608,0.2364,0.0065,NORMAL
1.811,0.049182,0.027894,0.029760,0.027480,0.037945,0.017608,0.019619,0.022702,0.0594,0.2276,0.0060,NORMAL
1.821,0.049191,0.027901,0.029758,0.027491,0.038295,0.017929,0.019935,0.022852,0.0558,0.2190,0.0056,NORMAL
1.831,0.050430,0.028520,0.031098,0.027618,0.038673,0.018258,0.020282,0.023000,0.0572,0.2109,0.0052,NORMAL
1.841,0.050871,0.028640,0.031425,0.027930,0.039052,0.018582,0.020629,0.023153,0.0556,0.2031,0.0048,NORMAL
1.851,0.050925,0.028767,0.031392,0.027935,0.039422,0.018899,0.020964,0.023302,0.0523,0.1956,0.0045,NORMAL
1.861,0.052773,0.029434,0.033735,0.027939,0.039838,0.019227,0.021362,0.023447,0.0556,0.1886,0.0042,NORMAL
1.871,0.052977,0.029481,0.033966,0.027995,0.040247,0.019546,0.021754,0.023588,0.0529,0.1818,0.0039,NORMAL
1.881,0.053256,0.029485,0.034060,0.028403,0.040652,0.019855,0.022138,0.023738,0.0511,0.1753,0.0036,NORMAL
1.891,0.055883,0.031349,0.035075,0.030164,0.041126,0.020213,0.022540,0.023938,0.0592,0.1695,0.0034,NORMAL
1.901,0.057099,0.033317,0.035218,0.030165,0.041623,0.020621,0.022935,0.024132,0.0627,0.1641,0.0032,NORMAL
1.911,0.059799,0.034037,0.037738,0.031517,0.042189,0.021039,0.023396,0.024362,0.0697,0.1594,0.0030,NORMAL
1.921,0.061968,0.035907,0.038151,0.033094,0.042805,0.021502,0.023855,0.024634,0.0792,0.1554,0.0029,NORMAL
1.931,0.065359,0.040019,0.038206,0.034793,0.043507,0.022078,0.024302,0.024950,0.1072,0.1530,0.0028,NORMAL
1.941,0.067235,0.040521,0.040843,0.034791,0.044246,0.022652,0.024817,0.025256,0.1065,0.1507,0.0027,NORMAL
1.951,0.068316,0.040535,0.042182,0.035279,0.044995,0.023209,0.025357,0.025568,0.1027,0.1483,0.0026,NORMAL
1.961,0.070299,0.040607,0.045006,0.035601,0.045783,0.023751,0.025969,0.025881,0.1016,0.1459,0.0025,NORMAL
1.971,0.073560,0.041155,0.048929,0.036376,0.046647,0.024292,0.026684,0.026207,0.1078,0.1440,0.0025,NORMAL
1.981,0.076709,0.043152,0.049040,0.040216,0.047583,0.024879,0.027380,0.026644,0.1290,0.1433,0.0024,NORMAL
1.991,0.080515,0.044394,0.052749,0.041585,0.048608,0.025487,0.028170,0.027109,0.1428,0.1433,0.0024,NORMAL
2.001,0.085386,0.046173,0.058523,0.041638,0.049753,0.026131,0.029114,0.027561,0.1577,0.1440,0.0025,NORMAL
2.011,0.086935,0.046597,0.060383,0.041717,0.050911,0.026768,0.030088,0.028002,0.1548,0.1445,0.0025,NORMAL
2.021,0.091739,0.046791,0.066945,0.041775,0.052181,0.027391,0.031235,0.028430,0.1605,0.1453,0.0025,NORMAL
2.031,0.092431,0.048201,0.066892,0.041780,0.053434,0.028039,0.032345,0.028846,0.1580,0.1460,0.0025,NORMAL
2.041,0.098734,0.050988,0.073455,0.041870,0.054845,0.028753,0.033625,0.029251,0.1776,0.1475,0.0026,NORMAL
2.051,0.101032,0.055398,0.073273,0.042068,0.056282,0.029583,0.034859,0.029650,0.2054,0.1504,0.0027,NORMAL
2.062,0.106663,0.057601,0.079314,0.042051,0.057851,0.030455,0.036243,0.030036,0.2212,0.1540,0.0028,NORMAL
2.071,0.107467,0.057921,0.079916,0.042516,0.059395,0.031310,0.037602,0.030425,0.2140,0.1570,0.0029,NORMAL
2.081,0.107270,0.057817,0.079671,0.042621,0.060885,0.032135,0.038912,0.030804,0.2001,0.1591,0.0030,NORMAL
2.091,0.107377,0.055843,0.081222,0.042595,0.062332,0.032873,0.040229,0.031171,0.1714,0.1597,0.0030,NORMAL
2.101,0.109277,0.057369,0.082580,0.042790,0.063794,0.033636,0.041547,0.031533,0.1762,0.1606,0.0031,NORMAL
2.111,0.112881,0.059137,0.086112,0.042774,0.065322,0.034429,0.042934,0.031883,0.1849,0.1618,0.0031,NORMAL
2.121,0.115395,0.063180,0.086555,0.042808,0.066880,0.035324,0.044292,0.032223,0.2190,0.1646,0.0032,NORMAL
2.131,0.119808,0.068334,0.088617,0.042794,0.068528,0.036352,0.045672,0.032552,0.2824,0.1705,0.0034,NORMAL
2.141,0.121335,0.072364,0.087919,0.041904,0.070172,0.037473,0.046987,0.032843,0.3433,0.1792,0.0038,NORMAL
2.151,0.119785,0.075554,0.083643,0.040545,0.071716,0.038658,0.048128,0.033083,0.4138,0.1909,0.0043,NORMAL
2.161,0.122388,0.078865,0.084244,0.040768,0.073293,0.039910,0.049252,0.033322,0.4787,0.2053,0.0049,NORMAL
2.171,0.122632,0.079778,0.083764,0.040712,0.074829,0.041151,0.050326,0.033552,0.4795,0.2190,0.0056,NORMAL
2.181,0.124024,0.079922,0.085684,0.040654,0.076360,0.042358,0.051427,0.033773,0.4458,0.2303,0.0061,NORMAL
2.191,0.123347,0.079802,0.085846,0.038427,0.077823,0.043523,0.052498,0.033918,0.4289,0.2403,0.0067,NORMAL
2.201,0.124318,0.081059,0.086273,0.037965,0.079270,0.044692,0.053550,0.034044,0.4416,0.2503,0.0072,NORMAL
2.211,0.125230,0.082998,0.085804,0.037835,0.080701,0.045884,0.054554,0.034162,0.4785,0.2617,0.0079,NORMAL
2.221,0.131049,0.085700,0.091492,0.038192,0.082268,0.047123,0.055704,0.034288,0.5024,0.2738,0.0086,NORMAL
2.231,0.133517,0.090183,0.090918,0.037785,0.083863,0.048464,0.056800,0.034396,0.6382,0.2920,0.0097,NORMAL
2.241,0.136666,0.093198,0.092706,0.037381,0.085507,0.049856,0.057917,0.034489,0.7112,0.3130,0.0110,NORMAL
2.251,0.139989,0.099329,0.091550,0.036733,0.087203,0.051396,0.058964,0.034559,0.9714,0.3459,0.0133,NORMAL
2.261,0.142765,0.101959,0.093024,0.036506,0.088932,0.052970,0.060024,0.034620,1.0354,0.3804,0.0159,NORMAL
2.271,0.142513,0.102857,0.091723,0.036295,0.090600,0.054523,0.061011,0.034672,1.0406,0.4134,0.0186,NORMAL
2.281,0.142735,0.103899,0.090908,0.036249,0.092223,0.056060,0.061942,0.034721,1.0448,0.4449,0.0214,NORMAL
2.291,0.143505,0.104933,0.090895,0.036345,0.093819,0.057581,0.062843,0.034772,1.0346,0.4744,0.0241,NORMAL
2.301,0.143611,0.105514,0.090416,0.036275,0.095369,0.059073,0.063701,0.034818,1.0109,0.5012,0.0266,NORMAL
2.311,0.144159,0.105495,0.091429,0.035963,0.096888,0.060518,0.064564,0.034854,0.9417,0.5233,0.0288,NORMAL
2.321,0.144189,0.105575,0.091386,0.035957,0.098360,0.061921,0.065399,0.034888,0.8888,0.5415,0.0307,NORMAL
2.331,0.145049,0.105525,0.092804,0.035933,0.099813,0.063278,0.066252,0.034921,0.8151,0.5552,0.0321,NORMAL
2.341,0.145374,0.105567,0.093146,0.036237,0.101232,0.064594,0.067089,0.034962,0.7568,0.5653,0.0332,NORMAL
2.351,0.146364,0.105566,0.094681,0.036247,0.102636,0.065869,0.067948,0.035002,0.6938,0.5717,0.0338,NORMAL
2.361,0.147163,0.106382,0.094958,0.036372,0.104022,0.067130,0.068789,0.035044,0.6815,0.5772,0.0344,NORMAL
2.371,0.149419,0.106474,0.097935,0.037393,0.105436,0.068355,0.069696,0.035118,0.5974,0.5782,0.0345,NORMAL
2.381,0.149797,0.106538,0.098235,0.037932,0.106816,0.069544,0.070584,0.035205,0.5522,0.5769,0.0344,NORMAL
2.392,0.150859,0.106257,0.100695,0.036450,0.108187,0.070686,0.071522,0.035244,0.5119,0.5737,0.0341,NORMAL
2.401,0.152147,0.105894,0.102845,0.036851,0.109556,0.071782,0.072497,0.035294,0.4474,0.5674,0.0334,NORMAL
2.411,0.153216,0.105987,0.104683,0.035823,0.110915,0.072847,0.073499,0.035310,0.4264,0.5603,0.0326,NORMAL
2.421,0.156252,0.105545,0.108463,0.038867,0.112326,0.073865,0.074587,0.035421,0.3335,0.5490,0.0314,NORMAL
2.431,0.157437,0.105202,0.110492,0.038867,0.113730,0.074840,0.075705,0.035528,0.2970,0.5364,0.0301,NORMAL
2.441,0.158689,0.105419,0.110426,0.043301,0.115129,0.075792,0.076785,0.035770,0.2588,0.5225,0.0287,NORMAL
2.451,0.162637,0.105491,0.110182,0.056411,0.116608,0.076716,0.077825,0.036413,0.2710,0.5099,0.0275,NORMAL
2.461,0.163777,0.106750,0.110711,0.056306,0.118076,0.077651,0.078848,0.037032,0.2699,0.4979,0.0263,NORMAL
2.471,0.166186,0.107088,0.113168,0.057818,0.119574,0.078568,0.079917,0.037679,0.2684,0.4864,0.0252,NORMAL
2.481,0.167997,0.106501,0.115535,0.059431,0.121081,0.079437,0.081025,0.038356,0.2610,0.4752,0.0241,NORMAL
2.491,0.167716,0.105927,0.115543,0.059648,0.122533,0.080262,0.082100,0.039019,0.2419,0.4635,0.0230,NORMAL
2.501,0.179645,0.105330,0.115230,0.088883,0.124310,0.081042,0.083131,0.040571,0.6103,0.4708,0.0237,NORMAL
2.511,0.183490,0.109440,0.115482,0.091408,0.126153,0.081926,0.084138,0.042153,0.6100,0.4778,0.0244,NORMAL
2.521,0.189541,0.110876,0.115715,0.101206,0.128126,0.082827,0.085121,0.043991,0.7173,0.4898,0.0255,NORMAL
2.531,0.191804,0.110910,0.118631,0.102051,0.130108,0.083701,0.086164,0.045799,0.7159,0.5011,0.0266,NORMAL
2.541,0.192773,0.109844,0.118209,0.105462,0.132058,0.084515,0.087161,0.047656,0.7176,0.5119,0.0277,NORMAL
2.551,0.192662,0.108247,0.118408,0.106680,0.133945,0.085254,0.088134,0.049493,0.6967,0.5211,0.0286,NORMAL
2.561,0.193935,0.107007,0.117194,0.111471,0.135812,0.085931,0.089039,0.051422,0.7085,0.5305,0.0295,NORMAL
2.571,0.198125,0.107383,0.117482,0.117985,0.137752,0.086598,0.089924,0.053494,0.7510,0.5415,0.0307,NORMAL
2.581,0.206477,0.107938,0.121222,0.127622,0.139891,0.087263,0.090898,0.055801,0.8774,0.5583,0.0324,NORMAL
2.591,0.212643,0.108254,0.121438,0.136934,0.142155,0.087916,0.091849,0.058327,0.9370,0.5773,0.0344,NORMAL
2.601,0.227151,0.110431,0.122779,0.155974,0.144801,0.088617,0.092811,0.061366,1.1062,0.6037,0.0373,NORMAL
2.611,0.232983,0.112251,0.131620,0.156066,0.147546,0.089353,0.094019,0.064314,1.2050,0.6338,0.0408,NORMAL
2.621,0.241012,0.110352,0.131824,0.168913,0.150455,0.090006,0.095196,0.067570,1.2831,0.6662,0.0446,NORMAL
2.631,0.243863,0.106693,0.131857,0.175214,0.153363,0.090526,0.096337,0.070920,1.2837,0.6971,0.0483,NORMAL
2.641,0.243669,0.105014,0.132681,0.175335,0.156174,0.090977,0.097469,0.074171,1.2332,0.7239,0.0517,NORMAL
