time_s,p_fault,fault_bin
0.3090,0.106598,0
0.3187,0.280185,0
0.3285,0.420422,0
0.3384,0.519594,1
0.3484,0.594055,1
0.3584,0.644766,1
0.3683,0.678920,1
0.3784,0.701342,1
0.3883,0.716111,1
0.3984,0.724881,1
0.4084,0.730198,1
0.4184,0.731225,1
0.4283,0.732827,1
0.4384,0.733001,1
0.4484,0.730145,1
0.4583,0.725202,1
0.4684,0.719814,1
0.4783,0.713264,1
0.4884,0.705823,1
0.4984,0.697957,1
0.5084,0.692651,1
0.5184,0.685268,1
0.5283,0.678027,1
0.5384,0.672961,1
0.5484,0.669639,1
0.5584,0.667077,1
0.5684,0.676199,1
0.5784,0.689285,1
0.5884,0.711682,1
0.5984,0.740723,1
0.6084,0.774231,1
0.6183,0.808606,1
0.6284,0.838177,1
0.6384,0.864232,1
0.6484,0.892125,1
0.6584,0.915118,1
0.6683,0.942850,1
0.6784,0.960080,1
0.6883,0.969768,1
0.6984,0.974294,1
0.7085,0.976381,1
0.7184,0.977390,1
0.7284,0.976253,1
0.7385,0.972481,1
0.7485,0.967798,1
0.7585,0.961024,1
0.7684,0.952818,1
0.7784,0.943340,1
0.7884,0.933653,1
0.7984,0.922456,1
